Algo: i2aEnvironment: RegularMiniPacmanNoFrameskip-v0
Updates 0, num timesteps 160, FPS 161, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 1.48998, policy loss 1.32176, distill_loss 0.00004, time 0.01648 min
Updates 66560, num timesteps 10649760, FPS 372, mean/median reward 160.4/132.0, min/max reward 0.0/382.0, entropy 0.01798, value loss 18.21227, policy loss 0.01390, distill_loss -229.53189, time 476.98474 min
Updates 66570, num timesteps 10651360, FPS 372, mean/median reward 179.2/136.0, min/max reward 0.0/411.0, entropy 0.01667, value loss 27.01477, policy loss -0.00036, distill_loss -256.79999, time 477.05364 min
Updates 66580, num timesteps 10652960, FPS 372, mean/median reward 207.5/162.0, min/max reward 3.0/424.0, entropy 0.01372, value loss 5.26992, policy loss 0.00957, distill_loss -223.44681, time 477.12206 min
Updates 66590, num timesteps 10654560, FPS 372, mean/median reward 217.1/169.0, min/max reward 11.0/424.0, entropy 0.01965, value loss 8.37580, policy loss 0.00326, distill_loss -228.43008, time 477.19154 min
Updates 66600, num timesteps 10656160, FPS 372, mean/median reward 227.2/179.0, min/max reward 11.0/424.0, entropy 0.01752, value loss 12.28351, policy loss 0.01330, distill_loss -213.23694, time 477.26075 min
Updates 66610, num timesteps 10657760, FPS 372, mean/median reward 217.7/176.0, min/max reward 11.0/424.0, entropy 0.02894, value loss 8.05546, policy loss 0.03358, distill_loss -222.99992, time 477.33571 min
Updates 66620, num timesteps 10659360, FPS 372, mean/median reward 214.3/167.0, min/max reward 11.0/424.0, entropy 0.01289, value loss 20.14006, policy loss 0.00561, distill_loss -252.71761, time 477.40419 min
Updates 66630, num timesteps 10660960, FPS 372, mean/median reward 217.6/167.0, min/max reward 11.0/424.0, entropy 0.00964, value loss 82.93204, policy loss -0.04397, distill_loss -262.63788, time 477.47368 min
Updates 66640, num timesteps 10662560, FPS 372, mean/median reward 234.3/203.0, min/max reward 11.0/424.0, entropy 0.01270, value loss 24.64440, policy loss -0.01858, distill_loss -205.64560, time 477.54304 min
Updates 66650, num timesteps 10664160, FPS 372, mean/median reward 231.6/203.0, min/max reward 11.0/424.0, entropy 0.03337, value loss 15.37564, policy loss -0.03206, distill_loss -206.83540, time 477.61216 min
Updates 66660, num timesteps 10665760, FPS 372, mean/median reward 234.2/241.0, min/max reward 11.0/424.0, entropy 0.04460, value loss 7.73379, policy loss -0.05315, distill_loss -178.53403, time 477.68131 min
Updates 66670, num timesteps 10667360, FPS 372, mean/median reward 214.2/169.0, min/max reward 10.0/424.0, entropy 0.01826, value loss 23.83273, policy loss -0.04377, distill_loss -217.60551, time 477.75047 min
Updates 66680, num timesteps 10668960, FPS 372, mean/median reward 209.9/164.0, min/max reward 10.0/424.0, entropy 0.01956, value loss 4.41425, policy loss 0.02412, distill_loss -227.09441, time 477.81936 min
Updates 66690, num timesteps 10670560, FPS 372, mean/median reward 224.8/169.0, min/max reward 10.0/545.0, entropy 0.03544, value loss 22.95742, policy loss -0.22548, distill_loss -227.89124, time 477.88800 min
Updates 66700, num timesteps 10672160, FPS 372, mean/median reward 206.1/161.0, min/max reward 10.0/545.0, entropy 0.02730, value loss 69.67545, policy loss -0.07234, distill_loss -207.86435, time 477.95754 min
Updates 66710, num timesteps 10673760, FPS 372, mean/median reward 205.4/161.0, min/max reward 10.0/545.0, entropy 0.03613, value loss 6.71669, policy loss 0.02095, distill_loss -206.89934, time 478.03291 min
Updates 66720, num timesteps 10675360, FPS 372, mean/median reward 206.8/161.0, min/max reward 10.0/545.0, entropy 0.03095, value loss 13.12661, policy loss 0.05014, distill_loss -221.22559, time 478.10080 min
Updates 66730, num timesteps 10676960, FPS 372, mean/median reward 225.9/183.0, min/max reward 10.0/545.0, entropy 0.01146, value loss 6.25842, policy loss -0.00993, distill_loss -211.46201, time 478.16974 min
Updates 66740, num timesteps 10678560, FPS 372, mean/median reward 218.2/161.0, min/max reward 10.0/545.0, entropy 0.04110, value loss 28.76037, policy loss 0.01426, distill_loss -224.34843, time 478.23780 min
Updates 66750, num timesteps 10680160, FPS 372, mean/median reward 227.2/211.0, min/max reward 10.0/545.0, entropy 0.02621, value loss 5.97525, policy loss 0.05312, distill_loss -235.86714, time 478.30611 min
Updates 66760, num timesteps 10681760, FPS 372, mean/median reward 239.9/256.0, min/max reward 12.0/545.0, entropy 0.03245, value loss 71.16505, policy loss -0.00668, distill_loss -218.38860, time 478.37505 min
Updates 66770, num timesteps 10683360, FPS 372, mean/median reward 249.4/256.0, min/max reward 50.0/545.0, entropy 0.00921, value loss 4.10624, policy loss -0.00139, distill_loss -237.12265, time 478.44445 min
Updates 66780, num timesteps 10684960, FPS 372, mean/median reward 228.8/183.0, min/max reward 50.0/545.0, entropy 0.02317, value loss 26.91989, policy loss -0.01738, distill_loss -223.54712, time 478.51435 min
Updates 66790, num timesteps 10686560, FPS 372, mean/median reward 234.3/187.0, min/max reward 26.0/545.0, entropy 0.01954, value loss 24.75760, policy loss 0.07583, distill_loss -234.97453, time 478.58346 min
Updates 66800, num timesteps 10688160, FPS 372, mean/median reward 233.1/211.0, min/max reward 26.0/545.0, entropy 0.01556, value loss 12.08533, policy loss -0.03500, distill_loss -236.91353, time 478.65320 min
Updates 66810, num timesteps 10689760, FPS 372, mean/median reward 228.5/211.0, min/max reward 26.0/491.0, entropy 0.04543, value loss 33.43485, policy loss -0.05180, distill_loss -204.47545, time 478.73080 min
Updates 66820, num timesteps 10691360, FPS 372, mean/median reward 232.5/211.0, min/max reward 26.0/491.0, entropy 0.03715, value loss 3.90076, policy loss -0.02657, distill_loss -234.32417, time 478.80035 min
Updates 66830, num timesteps 10692960, FPS 372, mean/median reward 231.9/211.0, min/max reward 26.0/491.0, entropy 0.03791, value loss 11.01286, policy loss -0.02955, distill_loss -228.30527, time 478.86958 min
Updates 66840, num timesteps 10694560, FPS 372, mean/median reward 228.8/258.0, min/max reward 26.0/491.0, entropy 0.02733, value loss 33.71715, policy loss -0.01654, distill_loss -223.98059, time 478.93931 min
Updates 66850, num timesteps 10696160, FPS 372, mean/median reward 226.6/258.0, min/max reward 26.0/491.0, entropy 0.03357, value loss 63.45367, policy loss 0.07909, distill_loss -235.37285, time 479.00927 min
Updates 66860, num timesteps 10697760, FPS 372, mean/median reward 247.9/277.0, min/max reward 26.0/491.0, entropy 0.04356, value loss 19.95071, policy loss 0.13130, distill_loss -213.96944, time 479.07956 min
Updates 66870, num timesteps 10699360, FPS 372, mean/median reward 234.3/244.0, min/max reward 26.0/423.0, entropy 0.01475, value loss 5.91888, policy loss -0.00693, distill_loss -225.21004, time 479.14876 min
Updates 66880, num timesteps 10700960, FPS 372, mean/median reward 216.3/173.0, min/max reward 14.0/423.0, entropy 0.04096, value loss 37.01846, policy loss -0.03121, distill_loss -205.57889, time 479.21780 min
Updates 66890, num timesteps 10702560, FPS 372, mean/median reward 226.5/187.0, min/max reward 14.0/423.0, entropy 0.06448, value loss 22.47544, policy loss -0.26284, distill_loss -187.77817, time 479.28696 min
Updates 66900, num timesteps 10704160, FPS 372, mean/median reward 219.0/173.0, min/max reward 59.0/423.0, entropy 0.01296, value loss 37.20851, policy loss -0.02456, distill_loss -203.79532, time 479.35724 min
Updates 66910, num timesteps 10705760, FPS 372, mean/median reward 217.1/173.0, min/max reward 59.0/423.0, entropy 0.02811, value loss 87.74819, policy loss 0.07784, distill_loss -232.22075, time 479.43319 min
Updates 66920, num timesteps 10707360, FPS 372, mean/median reward 240.8/244.0, min/max reward 4.0/454.0, entropy 0.01242, value loss 2.64790, policy loss -0.00047, distill_loss -256.29883, time 479.50262 min
Updates 66930, num timesteps 10708960, FPS 372, mean/median reward 252.8/278.0, min/max reward 4.0/454.0, entropy 0.01601, value loss 39.31998, policy loss -0.01323, distill_loss -212.78308, time 479.57209 min
Updates 66940, num timesteps 10710560, FPS 372, mean/median reward 245.4/244.0, min/max reward 4.0/454.0, entropy 0.00851, value loss 14.72507, policy loss 0.01320, distill_loss -242.82715, time 479.64179 min
Updates 66950, num timesteps 10712160, FPS 372, mean/median reward 235.8/242.0, min/max reward 4.0/454.0, entropy 0.01256, value loss 14.57923, policy loss -0.01797, distill_loss -234.69702, time 479.71048 min
Updates 66960, num timesteps 10713760, FPS 372, mean/median reward 242.4/244.0, min/max reward 59.0/454.0, entropy 0.01765, value loss 40.96842, policy loss -0.05297, distill_loss -232.01108, time 479.78012 min
Updates 66970, num timesteps 10715360, FPS 372, mean/median reward 242.4/244.0, min/max reward 59.0/454.0, entropy 0.01934, value loss 8.06882, policy loss -0.01035, distill_loss -214.67705, time 479.84837 min
Updates 66980, num timesteps 10716960, FPS 372, mean/median reward 239.3/244.0, min/max reward 3.0/475.0, entropy 0.03984, value loss 21.89985, policy loss -0.12484, distill_loss -224.22824, time 479.91776 min
Updates 66990, num timesteps 10718560, FPS 372, mean/median reward 236.1/244.0, min/max reward 3.0/475.0, entropy 0.05718, value loss 49.60769, policy loss -0.50072, distill_loss -194.00349, time 479.98683 min
Updates 67000, num timesteps 10720160, FPS 372, mean/median reward 195.8/137.0, min/max reward 1.0/445.0, entropy 0.05629, value loss 50.20582, policy loss -0.28703, distill_loss -205.24629, time 480.05752 min
Updates 67010, num timesteps 10721760, FPS 372, mean/median reward 176.9/135.0, min/max reward 1.0/484.0, entropy 0.03887, value loss 19.25397, policy loss -0.05908, distill_loss -220.15193, time 480.13459 min
Updates 67020, num timesteps 10723360, FPS 372, mean/median reward 180.2/135.0, min/max reward 1.0/484.0, entropy 0.04120, value loss 5.80166, policy loss 0.01744, distill_loss -200.34790, time 480.20382 min
Updates 67030, num timesteps 10724960, FPS 372, mean/median reward 168.1/130.0, min/max reward 1.0/419.0, entropy 0.04429, value loss 5.08302, policy loss -0.07681, distill_loss -200.62743, time 480.27468 min
Updates 67040, num timesteps 10726560, FPS 372, mean/median reward 152.7/126.0, min/max reward 1.0/388.0, entropy 0.05484, value loss 12.05711, policy loss -0.01336, distill_loss -188.99841, time 480.34384 min
Updates 67050, num timesteps 10728160, FPS 372, mean/median reward 142.5/126.0, min/max reward 1.0/388.0, entropy 0.03145, value loss 5.68365, policy loss -0.02012, distill_loss -195.13403, time 480.41324 min
Updates 67060, num timesteps 10729760, FPS 372, mean/median reward 143.6/126.0, min/max reward 1.0/388.0, entropy 0.02387, value loss 26.29488, policy loss -0.02467, distill_loss -222.81287, time 480.48220 min
Updates 67070, num timesteps 10731360, FPS 372, mean/median reward 143.1/126.0, min/max reward 1.0/388.0, entropy 0.03558, value loss 15.27846, policy loss -0.00343, distill_loss -242.92119, time 480.55096 min
Updates 67080, num timesteps 10732960, FPS 372, mean/median reward 159.7/132.0, min/max reward 1.0/388.0, entropy 0.01752, value loss 11.37570, policy loss -0.01106, distill_loss -216.81149, time 480.62075 min
Updates 67090, num timesteps 10734560, FPS 372, mean/median reward 151.5/130.0, min/max reward 1.0/388.0, entropy 0.02960, value loss 4.27300, policy loss -0.00353, distill_loss -217.33821, time 480.68995 min
Updates 67100, num timesteps 10736160, FPS 372, mean/median reward 159.8/132.0, min/max reward 6.0/388.0, entropy 0.02416, value loss 26.76773, policy loss -0.03670, distill_loss -189.66699, time 480.75923 min
Updates 67110, num timesteps 10737760, FPS 372, mean/median reward 162.9/133.0, min/max reward 6.0/388.0, entropy 0.02288, value loss 10.15703, policy loss -0.00429, distill_loss -229.44441, time 480.83590 min
Updates 67120, num timesteps 10739360, FPS 372, mean/median reward 164.4/133.0, min/max reward 6.0/360.0, entropy 0.02005, value loss 4.08657, policy loss 0.00669, distill_loss -253.55176, time 480.90544 min
Updates 67130, num timesteps 10740960, FPS 372, mean/median reward 189.5/138.0, min/max reward 6.0/427.0, entropy 0.03178, value loss 6.27166, policy loss -0.05992, distill_loss -223.98239, time 480.97528 min
Updates 67140, num timesteps 10742560, FPS 372, mean/median reward 211.6/207.0, min/max reward 6.0/427.0, entropy 0.01723, value loss 4.65352, policy loss 0.00978, distill_loss -230.66797, time 481.04424 min
Updates 67150, num timesteps 10744160, FPS 372, mean/median reward 223.3/225.0, min/max reward 6.0/427.0, entropy 0.03287, value loss 4.06485, policy loss -0.08644, distill_loss -234.81477, time 481.11341 min
Updates 67160, num timesteps 10745760, FPS 372, mean/median reward 227.9/242.0, min/max reward 3.0/427.0, entropy 0.02821, value loss 79.36055, policy loss -0.03740, distill_loss -233.70959, time 481.18361 min
Updates 67170, num timesteps 10747360, FPS 372, mean/median reward 233.3/265.0, min/max reward 3.0/427.0, entropy 0.03313, value loss 4.98562, policy loss -0.01954, distill_loss -235.28560, time 481.25285 min
Updates 67180, num timesteps 10748960, FPS 372, mean/median reward 239.4/265.0, min/max reward 3.0/459.0, entropy 0.03256, value loss 33.53485, policy loss -0.03486, distill_loss -219.57951, time 481.32185 min
Updates 67190, num timesteps 10750560, FPS 372, mean/median reward 219.7/227.0, min/max reward 3.0/459.0, entropy 0.02349, value loss 37.01089, policy loss 0.02671, distill_loss -203.77225, time 481.39137 min
Updates 67200, num timesteps 10752160, FPS 372, mean/median reward 216.8/217.0, min/max reward 3.0/459.0, entropy 0.03901, value loss 4.22346, policy loss 0.03005, distill_loss -210.25171, time 481.46032 min
Updates 67210, num timesteps 10753760, FPS 372, mean/median reward 249.2/229.0, min/max reward 3.0/574.0, entropy 0.04877, value loss 6.06479, policy loss -0.02388, distill_loss -197.15178, time 481.53653 min
Updates 67220, num timesteps 10755360, FPS 372, mean/median reward 242.9/227.0, min/max reward 3.0/574.0, entropy 0.00675, value loss 8.52036, policy loss 0.01128, distill_loss -211.37436, time 481.60518 min
Updates 67230, num timesteps 10756960, FPS 372, mean/median reward 229.2/217.0, min/max reward 3.0/574.0, entropy 0.02049, value loss 12.91250, policy loss -0.01369, distill_loss -203.96791, time 481.67411 min
Updates 67240, num timesteps 10758560, FPS 372, mean/median reward 211.8/177.0, min/max reward 3.0/439.0, entropy 0.01349, value loss 7.63716, policy loss -0.03288, distill_loss -234.86787, time 481.74269 min
Updates 67250, num timesteps 10760160, FPS 372, mean/median reward 201.2/156.0, min/max reward 3.0/439.0, entropy 0.03241, value loss 70.05296, policy loss -0.00923, distill_loss -219.68282, time 481.81226 min
Updates 67260, num timesteps 10761760, FPS 372, mean/median reward 213.6/156.0, min/max reward 3.0/612.0, entropy 0.04646, value loss 5.87893, policy loss -0.05975, distill_loss -203.72672, time 481.88026 min
Updates 67270, num timesteps 10763360, FPS 372, mean/median reward 199.7/139.0, min/max reward 1.0/612.0, entropy 0.03613, value loss 6.97893, policy loss 0.08805, distill_loss -187.60049, time 481.94948 min
Updates 67280, num timesteps 10764960, FPS 372, mean/median reward 200.3/133.0, min/max reward 1.0/612.0, entropy 0.04002, value loss 10.66900, policy loss -0.02261, distill_loss -196.71713, time 482.01839 min
Updates 67290, num timesteps 10766560, FPS 372, mean/median reward 206.7/133.0, min/max reward 1.0/612.0, entropy 0.02347, value loss 18.00394, policy loss 0.00428, distill_loss -220.79634, time 482.08680 min
Updates 67300, num timesteps 10768160, FPS 372, mean/median reward 215.4/139.0, min/max reward 1.0/612.0, entropy 0.01839, value loss 5.43966, policy loss 0.00765, distill_loss -215.95667, time 482.15518 min
Updates 67310, num timesteps 10769760, FPS 372, mean/median reward 218.9/150.0, min/max reward 1.0/612.0, entropy 0.02189, value loss 5.30107, policy loss -0.06017, distill_loss -206.53398, time 482.23038 min
Updates 67320, num timesteps 10771360, FPS 372, mean/median reward 240.8/219.0, min/max reward 30.0/612.0, entropy 0.01506, value loss 10.70175, policy loss 0.00111, distill_loss -209.89200, time 482.29994 min
Updates 67330, num timesteps 10772960, FPS 372, mean/median reward 247.8/230.0, min/max reward 30.0/612.0, entropy 0.02672, value loss 48.43501, policy loss -0.21714, distill_loss -213.31393, time 482.36848 min
Updates 67340, num timesteps 10774560, FPS 372, mean/median reward 237.7/230.0, min/max reward 83.0/466.0, entropy 0.04066, value loss 18.27102, policy loss 0.08548, distill_loss -185.83124, time 482.43722 min
Updates 67350, num timesteps 10776160, FPS 372, mean/median reward 236.9/230.0, min/max reward 83.0/466.0, entropy 0.02929, value loss 11.33633, policy loss -0.00181, distill_loss -192.27097, time 482.50510 min
Updates 67360, num timesteps 10777760, FPS 372, mean/median reward 255.2/232.0, min/max reward 83.0/466.0, entropy 0.01229, value loss 11.96492, policy loss -0.00012, distill_loss -197.97490, time 482.57454 min
Updates 67370, num timesteps 10779360, FPS 372, mean/median reward 245.8/230.0, min/max reward 22.0/462.0, entropy 0.03871, value loss 39.24656, policy loss -0.03386, distill_loss -224.35713, time 482.64387 min
Updates 67380, num timesteps 10780960, FPS 372, mean/median reward 238.0/219.0, min/max reward 22.0/462.0, entropy 0.04964, value loss 3.69831, policy loss -0.03256, distill_loss -236.84236, time 482.71178 min
Updates 67390, num timesteps 10782560, FPS 372, mean/median reward 262.9/232.0, min/max reward 77.0/462.0, entropy 0.03252, value loss 11.11748, policy loss -0.00848, distill_loss -216.63680, time 482.78105 min
Updates 67400, num timesteps 10784160, FPS 372, mean/median reward 253.7/230.0, min/max reward 9.0/445.0, entropy 0.05151, value loss 3.38888, policy loss 0.01508, distill_loss -210.16435, time 482.85003 min
Updates 67410, num timesteps 10785760, FPS 372, mean/median reward 237.2/219.0, min/max reward 9.0/445.0, entropy 0.01670, value loss 16.29515, policy loss -0.02223, distill_loss -213.98636, time 482.92534 min
Updates 67420, num timesteps 10787360, FPS 372, mean/median reward 230.1/219.0, min/max reward 9.0/445.0, entropy 0.03229, value loss 38.13920, policy loss -0.70962, distill_loss -220.85088, time 482.99404 min
Updates 67430, num timesteps 10788960, FPS 372, mean/median reward 236.2/223.0, min/max reward 9.0/445.0, entropy 0.02570, value loss 21.19348, policy loss -0.30919, distill_loss -214.41443, time 483.06396 min
Updates 67440, num timesteps 10790560, FPS 372, mean/median reward 229.8/223.0, min/max reward 9.0/445.0, entropy 0.03591, value loss 26.02599, policy loss 0.05983, distill_loss -216.09189, time 483.13324 min
Updates 67450, num timesteps 10792160, FPS 372, mean/median reward 218.8/223.0, min/max reward 9.0/416.0, entropy 0.04811, value loss 10.26556, policy loss -0.12258, distill_loss -215.83118, time 483.20209 min
Updates 67460, num timesteps 10793760, FPS 372, mean/median reward 190.0/137.0, min/max reward 9.0/416.0, entropy 0.02631, value loss 6.61497, policy loss 0.09890, distill_loss -206.63577, time 483.27112 min
Updates 67470, num timesteps 10795360, FPS 372, mean/median reward 194.6/132.0, min/max reward 9.0/416.0, entropy 0.01647, value loss 18.47318, policy loss 0.00947, distill_loss -208.93027, time 483.34030 min
Updates 67480, num timesteps 10796960, FPS 372, mean/median reward 182.5/129.0, min/max reward 9.0/376.0, entropy 0.03239, value loss 57.06517, policy loss -0.38358, distill_loss -198.46753, time 483.40943 min
Updates 67490, num timesteps 10798560, FPS 372, mean/median reward 184.6/132.0, min/max reward 9.0/376.0, entropy 0.01586, value loss 22.72273, policy loss 0.00499, distill_loss -188.85345, time 483.47774 min
Updates 67500, num timesteps 10800160, FPS 372, mean/median reward 173.2/132.0, min/max reward 9.0/376.0, entropy 0.01662, value loss 10.86795, policy loss -0.07084, distill_loss -227.81436, time 483.54697 min
Updates 67510, num timesteps 10801760, FPS 372, mean/median reward 156.8/127.0, min/max reward 9.0/376.0, entropy 0.00603, value loss 14.68752, policy loss -0.00152, distill_loss -208.16934, time 483.62309 min
Updates 67520, num timesteps 10803360, FPS 372, mean/median reward 158.7/127.0, min/max reward 9.0/376.0, entropy 0.03008, value loss 6.64366, policy loss -0.01839, distill_loss -237.70479, time 483.69234 min
Updates 67530, num timesteps 10804960, FPS 372, mean/median reward 162.1/123.0, min/max reward 9.0/376.0, entropy 0.03204, value loss 19.54251, policy loss -0.00665, distill_loss -198.68481, time 483.76110 min
Updates 67540, num timesteps 10806560, FPS 372, mean/median reward 168.0/123.0, min/max reward 2.0/376.0, entropy 0.03270, value loss 6.40590, policy loss 0.01853, distill_loss -211.26443, time 483.83082 min
Updates 67550, num timesteps 10808160, FPS 372, mean/median reward 187.3/132.0, min/max reward 2.0/373.0, entropy 0.04224, value loss 11.40092, policy loss 0.02650, distill_loss -215.61604, time 483.89988 min
Updates 67560, num timesteps 10809760, FPS 372, mean/median reward 178.9/132.0, min/max reward 2.0/373.0, entropy 0.02390, value loss 16.17917, policy loss 0.00221, distill_loss -221.05554, time 483.96873 min
Updates 67570, num timesteps 10811360, FPS 372, mean/median reward 188.3/133.0, min/max reward 2.0/389.0, entropy 0.02548, value loss 11.15286, policy loss -0.03829, distill_loss -216.37717, time 484.03778 min
Updates 67580, num timesteps 10812960, FPS 372, mean/median reward 185.7/133.0, min/max reward 2.0/389.0, entropy 0.01989, value loss 4.85552, policy loss -0.08406, distill_loss -219.79016, time 484.10689 min
Updates 67590, num timesteps 10814560, FPS 372, mean/median reward 192.6/133.0, min/max reward 2.0/563.0, entropy 0.01134, value loss 6.34627, policy loss 0.00137, distill_loss -196.77531, time 484.17658 min
Updates 67600, num timesteps 10816160, FPS 372, mean/median reward 176.7/133.0, min/max reward 2.0/389.0, entropy 0.01970, value loss 8.44214, policy loss -0.08593, distill_loss -211.41020, time 484.24601 min
Updates 67610, num timesteps 10817760, FPS 372, mean/median reward 177.8/134.0, min/max reward 2.0/389.0, entropy 0.00883, value loss 7.57924, policy loss 0.00299, distill_loss -209.41158, time 484.32265 min
Updates 67620, num timesteps 10819360, FPS 372, mean/median reward 184.3/139.0, min/max reward 2.0/389.0, entropy 0.01668, value loss 14.10665, policy loss 0.02130, distill_loss -202.82732, time 484.39199 min
Updates 67630, num timesteps 10820960, FPS 372, mean/median reward 207.3/140.0, min/max reward 2.0/469.0, entropy 0.05702, value loss 3.42023, policy loss -0.00908, distill_loss -200.15752, time 484.46151 min
Updates 67640, num timesteps 10822560, FPS 372, mean/median reward 211.1/188.0, min/max reward 2.0/469.0, entropy 0.02437, value loss 19.99882, policy loss 0.00185, distill_loss -186.77214, time 484.53067 min
Updates 67650, num timesteps 10824160, FPS 372, mean/median reward 217.8/217.0, min/max reward 2.0/469.0, entropy 0.01908, value loss 7.14883, policy loss -0.01487, distill_loss -237.93835, time 484.59974 min
Updates 67660, num timesteps 10825760, FPS 372, mean/median reward 223.4/218.0, min/max reward 2.0/469.0, entropy 0.02593, value loss 8.61039, policy loss 0.02210, distill_loss -235.11465, time 484.66836 min
Updates 67670, num timesteps 10827360, FPS 372, mean/median reward 214.1/188.0, min/max reward 2.0/469.0, entropy 0.02272, value loss 4.39842, policy loss 0.01299, distill_loss -244.52209, time 484.73749 min
Updates 67680, num timesteps 10828960, FPS 372, mean/median reward 235.7/243.0, min/max reward 4.0/469.0, entropy 0.01490, value loss 6.42757, policy loss 0.12232, distill_loss -228.35764, time 484.80604 min
Updates 67690, num timesteps 10830560, FPS 372, mean/median reward 252.3/275.0, min/max reward 64.0/469.0, entropy 0.04138, value loss 49.82175, policy loss -0.01162, distill_loss -231.44966, time 484.87470 min
Updates 67700, num timesteps 10832160, FPS 372, mean/median reward 267.2/279.0, min/max reward 106.0/469.0, entropy 0.01517, value loss 31.80991, policy loss -0.02633, distill_loss -201.52252, time 484.94351 min
Updates 67710, num timesteps 10833760, FPS 372, mean/median reward 247.6/252.0, min/max reward 80.0/469.0, entropy 0.03086, value loss 11.55588, policy loss 0.12809, distill_loss -251.40950, time 485.01883 min
Updates 67720, num timesteps 10835360, FPS 372, mean/median reward 242.8/243.0, min/max reward 64.0/469.0, entropy 0.02053, value loss 25.99990, policy loss 0.00723, distill_loss -215.21346, time 485.08749 min
Updates 67730, num timesteps 10836960, FPS 372, mean/median reward 227.9/220.0, min/max reward 48.0/469.0, entropy 0.01958, value loss 2.27553, policy loss -0.01406, distill_loss -235.24365, time 485.15708 min
Updates 67740, num timesteps 10838560, FPS 372, mean/median reward 237.7/243.0, min/max reward 3.0/469.0, entropy 0.04715, value loss 29.00140, policy loss 0.08290, distill_loss -200.67935, time 485.22598 min
Updates 67750, num timesteps 10840160, FPS 372, mean/median reward 234.9/252.0, min/max reward 3.0/469.0, entropy 0.01545, value loss 31.70331, policy loss -0.07005, distill_loss -188.29530, time 485.29535 min
Updates 67760, num timesteps 10841760, FPS 372, mean/median reward 235.0/270.0, min/max reward 3.0/469.0, entropy 0.02194, value loss 141.52138, policy loss -0.32361, distill_loss -227.64883, time 485.36394 min
Updates 67770, num timesteps 10843360, FPS 372, mean/median reward 214.5/220.0, min/max reward 3.0/469.0, entropy 0.02078, value loss 4.00164, policy loss 0.00565, distill_loss -204.39664, time 485.43330 min
Updates 67780, num timesteps 10844960, FPS 372, mean/median reward 206.8/220.0, min/max reward 3.0/418.0, entropy 0.04826, value loss 21.05982, policy loss -0.13155, distill_loss -197.96274, time 485.50133 min
Updates 67790, num timesteps 10846560, FPS 372, mean/median reward 226.2/221.0, min/max reward 6.0/478.0, entropy 0.01890, value loss 72.42122, policy loss -0.00222, distill_loss -218.14981, time 485.57057 min
Updates 67800, num timesteps 10848160, FPS 372, mean/median reward 225.6/221.0, min/max reward 6.0/478.0, entropy 0.03697, value loss 10.71456, policy loss -0.00893, distill_loss -194.91830, time 485.63972 min
Updates 67810, num timesteps 10849760, FPS 372, mean/median reward 211.2/188.0, min/max reward 6.0/423.0, entropy 0.01376, value loss 19.10132, policy loss -0.03562, distill_loss -216.22025, time 485.71515 min
Updates 67820, num timesteps 10851360, FPS 372, mean/median reward 211.0/188.0, min/max reward 6.0/423.0, entropy 0.05703, value loss 30.42075, policy loss 0.16167, distill_loss -213.79575, time 485.78403 min
Updates 67830, num timesteps 10852960, FPS 372, mean/median reward 217.0/218.0, min/max reward 6.0/423.0, entropy 0.03032, value loss 87.46223, policy loss -0.21834, distill_loss -209.51663, time 485.85308 min
Updates 67840, num timesteps 10854560, FPS 372, mean/median reward 215.9/218.0, min/max reward 6.0/423.0, entropy 0.04894, value loss 13.57747, policy loss -0.01928, distill_loss -205.34976, time 485.92100 min
Updates 67850, num timesteps 10856160, FPS 372, mean/median reward 221.5/231.0, min/max reward 6.0/423.0, entropy 0.05707, value loss 2.89626, policy loss -0.01763, distill_loss -200.60950, time 485.98966 min
Updates 67860, num timesteps 10857760, FPS 372, mean/median reward 224.7/252.0, min/max reward 22.0/423.0, entropy 0.03234, value loss 18.76900, policy loss -0.03315, distill_loss -207.01228, time 486.05895 min
Updates 67870, num timesteps 10859360, FPS 372, mean/median reward 210.2/230.0, min/max reward 15.0/423.0, entropy 0.05919, value loss 4.77238, policy loss -0.04656, distill_loss -205.87126, time 486.12846 min
Updates 67880, num timesteps 10860960, FPS 372, mean/median reward 221.8/231.0, min/max reward 15.0/423.0, entropy 0.02931, value loss 12.71548, policy loss -0.00763, distill_loss -215.79842, time 486.19721 min
Updates 67890, num timesteps 10862560, FPS 372, mean/median reward 230.2/257.0, min/max reward 15.0/423.0, entropy 0.01886, value loss 63.88351, policy loss -0.71045, distill_loss -218.35234, time 486.26564 min
Updates 67900, num timesteps 10864160, FPS 372, mean/median reward 210.2/175.0, min/max reward 15.0/423.0, entropy 0.04679, value loss 121.33430, policy loss -0.00358, distill_loss -230.16533, time 486.33495 min
Updates 67910, num timesteps 10865760, FPS 372, mean/median reward 209.3/154.0, min/max reward 15.0/423.0, entropy 0.03083, value loss 12.31097, policy loss -0.05158, distill_loss -211.76639, time 486.41014 min
Updates 67920, num timesteps 10867360, FPS 372, mean/median reward 206.2/175.0, min/max reward 7.0/423.0, entropy 0.02151, value loss 4.08434, policy loss -0.02842, distill_loss -230.65828, time 486.47995 min
Updates 67930, num timesteps 10868960, FPS 372, mean/median reward 209.1/231.0, min/max reward 7.0/418.0, entropy 0.01601, value loss 7.59329, policy loss -0.00156, distill_loss -234.17322, time 486.54939 min
