command line args: main.py --algo i2a --env HuntMiniPacmanNoFrameskip-v0 --num-processes 128 --port 5555 --log-dir /tmp/gym/Hunt_AfterBugfix --num-steps 10 --entropy-coef 0.02 --distill-coef 0.3 --num-stack 1 --use-class-labels
Updates 0, num timesteps 1280, FPS 367, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 0.00001, policy loss 0.00394, distill_loss -0.00075, time 0.05810 min
Updates 54030, num timesteps 69159680, FPS 559, mean/median reward 6.6/4.0, min/max reward -20.0/76.0, entropy 0.54118, value loss 14.37079, policy loss 0.01801, distill_loss -43.91702, time 2061.28892 min
Updates 54040, num timesteps 69172480, FPS 559, mean/median reward 5.6/3.0, min/max reward -24.0/76.0, entropy 0.52396, value loss 10.28085, policy loss 0.00791, distill_loss -44.08559, time 2061.58373 min
Updates 54050, num timesteps 69185280, FPS 559, mean/median reward 2.2/2.0, min/max reward -24.0/76.0, entropy 0.51298, value loss 16.90742, policy loss 0.00813, distill_loss -46.15758, time 2061.86796 min
Updates 54060, num timesteps 69198080, FPS 559, mean/median reward 0.5/-4.0, min/max reward -28.0/76.0, entropy 0.52109, value loss 12.09453, policy loss -0.13145, distill_loss -45.49210, time 2062.16511 min
Updates 54070, num timesteps 69210880, FPS 559, mean/median reward 1.4/2.0, min/max reward -28.0/67.0, entropy 0.56897, value loss 8.84813, policy loss 0.04641, distill_loss -41.96499, time 2062.44880 min
Updates 54080, num timesteps 69223680, FPS 559, mean/median reward 2.7/2.0, min/max reward -28.0/67.0, entropy 0.50517, value loss 6.09789, policy loss -0.01419, distill_loss -43.67850, time 2062.74627 min
Updates 54090, num timesteps 69236480, FPS 559, mean/median reward 4.0/3.0, min/max reward -28.0/88.0, entropy 0.53619, value loss 9.28708, policy loss 0.07747, distill_loss -41.20171, time 2063.02770 min
Updates 54100, num timesteps 69249280, FPS 559, mean/median reward 3.1/3.0, min/max reward -28.0/88.0, entropy 0.53142, value loss 12.02560, policy loss -0.07710, distill_loss -44.59452, time 2063.32627 min
Updates 54110, num timesteps 69262080, FPS 559, mean/median reward 1.5/2.0, min/max reward -28.0/88.0, entropy 0.51400, value loss 19.58632, policy loss -0.34685, distill_loss -44.26547, time 2063.71422 min
Updates 54120, num timesteps 69274880, FPS 559, mean/median reward 6.2/3.0, min/max reward -28.0/135.0, entropy 0.50697, value loss 16.71561, policy loss 0.02571, distill_loss -46.26871, time 2064.01235 min
Updates 54130, num timesteps 69287680, FPS 559, mean/median reward 6.9/3.0, min/max reward -28.0/135.0, entropy 0.49967, value loss 6.38245, policy loss 0.08735, distill_loss -43.63449, time 2064.29823 min
Updates 54140, num timesteps 69300480, FPS 559, mean/median reward 2.5/2.0, min/max reward -40.0/79.0, entropy 0.52429, value loss 16.13264, policy loss -0.16431, distill_loss -42.71569, time 2064.59576 min
Updates 54150, num timesteps 69313280, FPS 559, mean/median reward 2.6/2.0, min/max reward -40.0/80.0, entropy 0.52793, value loss 6.84044, policy loss -0.08364, distill_loss -45.43638, time 2064.87845 min
Updates 54160, num timesteps 69326080, FPS 559, mean/median reward 3.1/2.0, min/max reward -28.0/80.0, entropy 0.53423, value loss 14.91079, policy loss -0.06111, distill_loss -46.19091, time 2065.17661 min
Updates 54170, num timesteps 69338880, FPS 559, mean/median reward 2.3/-3.0, min/max reward -29.0/80.0, entropy 0.56067, value loss 13.83980, policy loss -0.06949, distill_loss -46.55084, time 2065.45913 min
Updates 54180, num timesteps 69351680, FPS 559, mean/median reward 0.2/-6.0, min/max reward -39.0/80.0, entropy 0.56656, value loss 15.52588, policy loss -0.08054, distill_loss -44.52258, time 2065.75602 min
Updates 54190, num timesteps 69364480, FPS 559, mean/median reward -2.6/-7.0, min/max reward -48.0/77.0, entropy 0.53208, value loss 14.79812, policy loss -0.15858, distill_loss -46.68745, time 2066.04067 min
Updates 54200, num timesteps 69377280, FPS 559, mean/median reward -1.1/-6.0, min/max reward -48.0/77.0, entropy 0.59395, value loss 12.47932, policy loss -0.05234, distill_loss -44.78794, time 2066.33883 min
Updates 54210, num timesteps 69390080, FPS 559, mean/median reward -0.4/-6.0, min/max reward -48.0/77.0, entropy 0.54887, value loss 8.16962, policy loss -0.02612, distill_loss -51.66008, time 2066.72825 min
Updates 54220, num timesteps 69402880, FPS 559, mean/median reward 0.3/-6.0, min/max reward -48.0/77.0, entropy 0.50516, value loss 7.23028, policy loss 0.06608, distill_loss -45.93462, time 2067.02465 min
Updates 54230, num timesteps 69415680, FPS 559, mean/median reward 1.9/3.0, min/max reward -39.0/60.0, entropy 0.56343, value loss 9.81395, policy loss 0.00874, distill_loss -46.83247, time 2067.30617 min
Updates 54240, num timesteps 69428480, FPS 559, mean/median reward 3.5/3.0, min/max reward -37.0/57.0, entropy 0.55478, value loss 13.74471, policy loss -0.12724, distill_loss -51.12337, time 2067.60505 min
Updates 54250, num timesteps 69441280, FPS 559, mean/median reward 3.1/3.0, min/max reward -37.0/57.0, entropy 0.58612, value loss 11.53067, policy loss 0.03534, distill_loss -46.43135, time 2067.88741 min
Updates 54260, num timesteps 69454080, FPS 559, mean/median reward 4.8/3.0, min/max reward -37.0/123.0, entropy 0.50624, value loss 7.77613, policy loss -0.03625, distill_loss -47.71349, time 2068.18509 min
Updates 54270, num timesteps 69466880, FPS 559, mean/median reward 6.7/3.0, min/max reward -24.0/123.0, entropy 0.56591, value loss 20.95888, policy loss -0.65449, distill_loss -47.35691, time 2068.46932 min
Updates 54280, num timesteps 69479680, FPS 559, mean/median reward 6.2/3.0, min/max reward -24.0/123.0, entropy 0.53886, value loss 9.31939, policy loss -0.08681, distill_loss -44.55911, time 2068.76616 min
Updates 54290, num timesteps 69492480, FPS 559, mean/median reward 5.2/2.0, min/max reward -24.0/123.0, entropy 0.56897, value loss 7.88561, policy loss -0.24605, distill_loss -43.43326, time 2069.04897 min
Updates 54300, num timesteps 69505280, FPS 559, mean/median reward 5.7/3.0, min/max reward -28.0/89.0, entropy 0.58641, value loss 4.60105, policy loss 0.05368, distill_loss -49.83331, time 2069.36458 min
Updates 54310, num timesteps 69518080, FPS 559, mean/median reward 3.2/2.0, min/max reward -35.0/78.0, entropy 0.55221, value loss 12.44214, policy loss -0.11910, distill_loss -50.30992, time 2069.74859 min
Updates 54320, num timesteps 69530880, FPS 559, mean/median reward 2.9/2.0, min/max reward -35.0/69.0, entropy 0.51778, value loss 15.46431, policy loss -0.22171, distill_loss -47.80704, time 2070.04868 min
Updates 54330, num timesteps 69543680, FPS 559, mean/median reward 1.0/-5.0, min/max reward -40.0/69.0, entropy 0.49738, value loss 11.87429, policy loss 0.10671, distill_loss -52.22525, time 2070.33074 min
Updates 54340, num timesteps 69556480, FPS 559, mean/median reward -0.1/-5.0, min/max reward -40.0/57.0, entropy 0.63789, value loss 12.18336, policy loss -0.29359, distill_loss -44.46574, time 2070.62641 min
Updates 54350, num timesteps 69569280, FPS 559, mean/median reward 1.4/-2.0, min/max reward -40.0/57.0, entropy 0.57690, value loss 8.10649, policy loss 0.08543, distill_loss -46.90292, time 2070.90671 min
Updates 54360, num timesteps 69582080, FPS 559, mean/median reward 2.0/2.0, min/max reward -40.0/57.0, entropy 0.50685, value loss 11.35276, policy loss 0.09228, distill_loss -45.40399, time 2071.20293 min
Updates 54370, num timesteps 69594880, FPS 559, mean/median reward 8.2/5.0, min/max reward -20.0/110.0, entropy 0.57071, value loss 15.84724, policy loss 0.02610, distill_loss -45.59661, time 2071.49093 min
Updates 54380, num timesteps 69607680, FPS 559, mean/median reward 6.8/3.0, min/max reward -20.0/110.0, entropy 0.56181, value loss 11.68608, policy loss -0.02065, distill_loss -47.30722, time 2071.78498 min
Updates 54390, num timesteps 69620480, FPS 559, mean/median reward 6.8/3.0, min/max reward -26.0/110.0, entropy 0.56599, value loss 11.00400, policy loss -0.08955, distill_loss -45.46142, time 2072.07345 min
Updates 54400, num timesteps 69633280, FPS 560, mean/median reward 5.6/2.0, min/max reward -38.0/77.0, entropy 0.52198, value loss 17.60453, policy loss -0.07766, distill_loss -46.65925, time 2072.36491 min
Updates 54410, num timesteps 69646080, FPS 560, mean/median reward 5.9/3.0, min/max reward -38.0/77.0, entropy 0.56713, value loss 8.10630, policy loss 0.18100, distill_loss -47.09383, time 2072.74964 min
Updates 54420, num timesteps 69658880, FPS 560, mean/median reward 6.2/3.0, min/max reward -38.0/67.0, entropy 0.53612, value loss 10.21718, policy loss 0.07318, distill_loss -46.08858, time 2073.04817 min
Updates 54430, num timesteps 69671680, FPS 560, mean/median reward 4.6/2.0, min/max reward -38.0/67.0, entropy 0.53959, value loss 13.59071, policy loss -0.16711, distill_loss -45.94501, time 2073.32924 min
Updates 54440, num timesteps 69684480, FPS 560, mean/median reward 4.4/3.0, min/max reward -28.0/67.0, entropy 0.53683, value loss 14.33652, policy loss -0.18909, distill_loss -45.28659, time 2073.62402 min
Updates 54450, num timesteps 69697280, FPS 560, mean/median reward 1.8/-4.0, min/max reward -35.0/66.0, entropy 0.49218, value loss 9.05737, policy loss 0.03022, distill_loss -44.01509, time 2073.90989 min
Updates 54460, num timesteps 69710080, FPS 560, mean/median reward 2.8/2.0, min/max reward -35.0/66.0, entropy 0.54021, value loss 8.97352, policy loss 0.09108, distill_loss -44.69255, time 2074.20186 min
Updates 54470, num timesteps 69722880, FPS 560, mean/median reward 3.6/2.0, min/max reward -35.0/68.0, entropy 0.55681, value loss 12.19407, policy loss 0.04264, distill_loss -46.63044, time 2074.49125 min
Updates 54480, num timesteps 69735680, FPS 560, mean/median reward 4.0/3.0, min/max reward -35.0/68.0, entropy 0.57066, value loss 9.14003, policy loss -0.03282, distill_loss -44.36095, time 2074.78310 min
Updates 54490, num timesteps 69748480, FPS 560, mean/median reward 6.1/3.0, min/max reward -25.0/68.0, entropy 0.51499, value loss 10.31478, policy loss 0.13570, distill_loss -48.29992, time 2075.07503 min
Updates 54500, num timesteps 69761280, FPS 560, mean/median reward 5.7/3.0, min/max reward -37.0/65.0, entropy 0.52131, value loss 8.82095, policy loss -0.03464, distill_loss -49.52664, time 2075.36476 min
Updates 54510, num timesteps 69774080, FPS 560, mean/median reward 5.5/3.0, min/max reward -39.0/65.0, entropy 0.46654, value loss 6.78451, policy loss -0.04000, distill_loss -50.53995, time 2075.75214 min
Updates 54520, num timesteps 69786880, FPS 560, mean/median reward 5.3/2.0, min/max reward -39.0/68.0, entropy 0.48558, value loss 11.74946, policy loss -0.11421, distill_loss -44.70770, time 2076.04833 min
Updates 54530, num timesteps 69799680, FPS 560, mean/median reward 4.5/3.0, min/max reward -39.0/68.0, entropy 0.54874, value loss 8.11489, policy loss 0.03601, distill_loss -46.25508, time 2076.33447 min
Updates 54540, num timesteps 69812480, FPS 560, mean/median reward 5.0/2.0, min/max reward -36.0/68.0, entropy 0.47716, value loss 14.50905, policy loss -0.04706, distill_loss -48.34386, time 2076.62969 min
Updates 54550, num timesteps 69825280, FPS 560, mean/median reward 5.2/3.0, min/max reward -36.0/68.0, entropy 0.56388, value loss 12.00417, policy loss -0.02794, distill_loss -44.37341, time 2076.91646 min
Updates 54560, num timesteps 69838080, FPS 560, mean/median reward 5.9/3.0, min/max reward -36.0/68.0, entropy 0.49714, value loss 12.98451, policy loss -0.16689, distill_loss -47.14794, time 2077.20843 min
Updates 54570, num timesteps 69850880, FPS 560, mean/median reward 5.4/3.0, min/max reward -36.0/77.0, entropy 0.53006, value loss 9.67651, policy loss -0.04075, distill_loss -46.73750, time 2077.50294 min
Updates 54580, num timesteps 69863680, FPS 560, mean/median reward 5.2/3.0, min/max reward -39.0/77.0, entropy 0.59230, value loss 10.85235, policy loss -0.06190, distill_loss -47.90449, time 2077.79246 min
Updates 54590, num timesteps 69876480, FPS 560, mean/median reward 5.2/2.0, min/max reward -39.0/67.0, entropy 0.47925, value loss 14.91101, policy loss -0.10004, distill_loss -48.64605, time 2078.08635 min
Updates 54600, num timesteps 69889280, FPS 560, mean/median reward 4.8/2.0, min/max reward -39.0/69.0, entropy 0.53725, value loss 10.84975, policy loss -0.11469, distill_loss -47.07724, time 2078.37401 min
Updates 54610, num timesteps 69902080, FPS 560, mean/median reward 5.5/2.0, min/max reward -47.0/69.0, entropy 0.53241, value loss 5.65609, policy loss -0.07003, distill_loss -47.35915, time 2078.76333 min
Updates 54620, num timesteps 69914880, FPS 560, mean/median reward 6.3/2.0, min/max reward -47.0/69.0, entropy 0.55323, value loss 7.76000, policy loss -0.16149, distill_loss -45.30061, time 2079.05564 min
Updates 54630, num timesteps 69927680, FPS 560, mean/median reward 7.1/3.0, min/max reward -47.0/76.0, entropy 0.49704, value loss 9.26434, policy loss -0.05307, distill_loss -48.23244, time 2079.34527 min
Updates 54640, num timesteps 69940480, FPS 560, mean/median reward 4.9/2.0, min/max reward -47.0/88.0, entropy 0.50827, value loss 11.53874, policy loss 0.04152, distill_loss -47.47832, time 2079.63377 min
Updates 54650, num timesteps 69953280, FPS 560, mean/median reward 3.9/2.0, min/max reward -40.0/88.0, entropy 0.45503, value loss 9.07779, policy loss 0.05478, distill_loss -48.44005, time 2079.92662 min
Updates 54660, num timesteps 69966080, FPS 560, mean/median reward 4.2/2.0, min/max reward -40.0/88.0, entropy 0.53523, value loss 11.84700, policy loss -0.10374, distill_loss -47.71685, time 2080.21132 min
Updates 54670, num timesteps 69978880, FPS 560, mean/median reward 6.8/4.0, min/max reward -40.0/88.0, entropy 0.51780, value loss 15.90602, policy loss -0.16885, distill_loss -43.11091, time 2080.50786 min
Updates 54680, num timesteps 69991680, FPS 560, mean/median reward 7.8/4.0, min/max reward -40.0/90.0, entropy 0.52409, value loss 10.27185, policy loss -0.03999, distill_loss -44.55131, time 2080.79047 min
Updates 54690, num timesteps 70004480, FPS 560, mean/median reward 10.2/5.0, min/max reward -40.0/91.0, entropy 0.45959, value loss 20.21849, policy loss -0.31119, distill_loss -47.81470, time 2081.08789 min
Updates 54700, num timesteps 70017280, FPS 560, mean/median reward 11.3/5.0, min/max reward -28.0/91.0, entropy 0.53347, value loss 5.54795, policy loss -0.22636, distill_loss -49.70148, time 2081.37219 min
Updates 54710, num timesteps 70030080, FPS 560, mean/median reward 7.0/3.0, min/max reward -28.0/91.0, entropy 0.47210, value loss 12.05684, policy loss -0.00095, distill_loss -49.61691, time 2081.76826 min
Updates 54720, num timesteps 70042880, FPS 560, mean/median reward 4.8/3.0, min/max reward -46.0/70.0, entropy 0.55139, value loss 11.34680, policy loss 0.08017, distill_loss -46.42728, time 2082.05433 min
Updates 54730, num timesteps 70055680, FPS 560, mean/median reward 3.4/2.0, min/max reward -46.0/58.0, entropy 0.54355, value loss 6.11991, policy loss -0.18116, distill_loss -47.55630, time 2082.34728 min
Updates 54740, num timesteps 70068480, FPS 560, mean/median reward 2.3/2.0, min/max reward -25.0/59.0, entropy 0.60890, value loss 18.21485, policy loss -0.08917, distill_loss -45.02517, time 2082.63249 min
Updates 54750, num timesteps 70081280, FPS 560, mean/median reward 3.2/2.0, min/max reward -25.0/72.0, entropy 0.57493, value loss 12.77036, policy loss -0.15990, distill_loss -43.55012, time 2082.92951 min
Updates 54760, num timesteps 70094080, FPS 560, mean/median reward 2.8/2.0, min/max reward -29.0/72.0, entropy 0.57625, value loss 9.64949, policy loss -0.13525, distill_loss -47.32288, time 2083.21421 min
Updates 54770, num timesteps 70106880, FPS 560, mean/median reward 3.4/2.0, min/max reward -25.0/72.0, entropy 0.57643, value loss 7.69031, policy loss 0.02461, distill_loss -43.39255, time 2083.51240 min
Updates 54780, num timesteps 70119680, FPS 560, mean/median reward 4.0/2.0, min/max reward -25.0/72.0, entropy 0.58348, value loss 15.11080, policy loss -0.21145, distill_loss -45.14403, time 2083.79415 min
Updates 54790, num timesteps 70132480, FPS 560, mean/median reward 4.9/2.0, min/max reward -25.0/95.0, entropy 0.51842, value loss 8.99331, policy loss 0.11459, distill_loss -49.78398, time 2084.09314 min
Updates 54800, num timesteps 70145280, FPS 560, mean/median reward 6.7/3.0, min/max reward -25.0/95.0, entropy 0.52295, value loss 10.33035, policy loss 0.02131, distill_loss -46.47204, time 2084.37970 min
Updates 54810, num timesteps 70158080, FPS 560, mean/median reward 6.3/3.0, min/max reward -25.0/95.0, entropy 0.54614, value loss 10.30251, policy loss 0.06975, distill_loss -44.87183, time 2084.77620 min
Updates 54820, num timesteps 70170880, FPS 560, mean/median reward 8.2/4.0, min/max reward -20.0/95.0, entropy 0.59342, value loss 12.61215, policy loss 0.07743, distill_loss -44.82853, time 2085.05798 min
Updates 54830, num timesteps 70183680, FPS 560, mean/median reward 9.6/3.0, min/max reward -20.0/95.0, entropy 0.52771, value loss 9.14555, policy loss -0.05229, distill_loss -44.32529, time 2085.35702 min
Updates 54840, num timesteps 70196480, FPS 560, mean/median reward 9.8/3.0, min/max reward -28.0/95.0, entropy 0.61275, value loss 16.28984, policy loss -0.04948, distill_loss -43.00877, time 2085.63753 min
Updates 54850, num timesteps 70209280, FPS 560, mean/median reward 10.3/4.0, min/max reward -28.0/86.0, entropy 0.56456, value loss 7.42642, policy loss -0.05512, distill_loss -45.68869, time 2085.93568 min
Updates 54860, num timesteps 70222080, FPS 560, mean/median reward 9.4/4.0, min/max reward -28.0/81.0, entropy 0.53359, value loss 8.16835, policy loss 0.04505, distill_loss -45.02251, time 2086.21799 min
Updates 54870, num timesteps 70234880, FPS 561, mean/median reward 9.5/4.0, min/max reward -28.0/81.0, entropy 0.51785, value loss 33.49197, policy loss -0.31729, distill_loss -45.30363, time 2086.51526 min
Updates 54880, num timesteps 70247680, FPS 561, mean/median reward 10.0/4.0, min/max reward -28.0/81.0, entropy 0.54153, value loss 7.98218, policy loss -0.12693, distill_loss -45.03508, time 2086.79950 min
Updates 54890, num timesteps 70260480, FPS 561, mean/median reward 7.2/3.0, min/max reward -23.0/81.0, entropy 0.55443, value loss 12.89654, policy loss 0.09331, distill_loss -45.17719, time 2087.09263 min
Updates 54900, num timesteps 70273280, FPS 561, mean/median reward 6.9/3.0, min/max reward -25.0/70.0, entropy 0.56850, value loss 9.45468, policy loss -0.07398, distill_loss -44.74506, time 2087.38379 min
Updates 54910, num timesteps 70286080, FPS 561, mean/median reward 6.4/3.0, min/max reward -25.0/70.0, entropy 0.56358, value loss 7.63974, policy loss 0.05252, distill_loss -46.15499, time 2087.78266 min
Updates 54920, num timesteps 70298880, FPS 561, mean/median reward 3.7/2.0, min/max reward -68.0/69.0, entropy 0.52685, value loss 10.37826, policy loss 0.11461, distill_loss -48.02931, time 2088.06342 min
Updates 54930, num timesteps 70311680, FPS 561, mean/median reward 5.0/2.0, min/max reward -68.0/69.0, entropy 0.54433, value loss 13.30047, policy loss -0.10149, distill_loss -44.21764, time 2088.36241 min
Updates 54940, num timesteps 70324480, FPS 561, mean/median reward 5.6/2.0, min/max reward -68.0/69.0, entropy 0.48514, value loss 14.94068, policy loss -0.00228, distill_loss -46.79369, time 2088.64717 min
Updates 54950, num timesteps 70337280, FPS 561, mean/median reward 4.8/1.0, min/max reward -68.0/69.0, entropy 0.54827, value loss 24.35582, policy loss 0.05582, distill_loss -46.26786, time 2088.94394 min
Updates 54960, num timesteps 70350080, FPS 561, mean/median reward 7.4/3.0, min/max reward -68.0/139.0, entropy 0.52505, value loss 11.10183, policy loss -0.18295, distill_loss -48.77645, time 2089.23267 min
Updates 54970, num timesteps 70362880, FPS 561, mean/median reward 10.8/4.0, min/max reward -45.0/139.0, entropy 0.57253, value loss 9.41690, policy loss -0.06537, distill_loss -47.85915, time 2089.52303 min
Updates 54980, num timesteps 70375680, FPS 561, mean/median reward 6.8/2.0, min/max reward -45.0/102.0, entropy 0.49373, value loss 9.68272, policy loss 0.10228, distill_loss -47.31195, time 2089.81264 min
Updates 54990, num timesteps 70388480, FPS 561, mean/median reward 7.9/3.0, min/max reward -45.0/102.0, entropy 0.48809, value loss 8.76652, policy loss 0.15287, distill_loss -47.96124, time 2090.10208 min
Updates 55000, num timesteps 70401280, FPS 561, mean/median reward 5.8/3.0, min/max reward -20.0/100.0, entropy 0.55515, value loss 8.44691, policy loss -0.01456, distill_loss -44.51177, time 2090.39611 min
Updates 55010, num timesteps 70414080, FPS 561, mean/median reward 6.5/3.0, min/max reward -40.0/100.0, entropy 0.61309, value loss 11.95798, policy loss -0.13105, distill_loss -45.67156, time 2090.79628 min
Updates 55020, num timesteps 70426880, FPS 561, mean/median reward 6.4/3.0, min/max reward -40.0/100.0, entropy 0.54809, value loss 14.79095, policy loss -0.03695, distill_loss -47.91541, time 2091.08210 min
Updates 55030, num timesteps 70439680, FPS 561, mean/median reward 5.4/3.0, min/max reward -29.0/100.0, entropy 0.53015, value loss 9.54246, policy loss -0.03849, distill_loss -48.95660, time 2091.37317 min
Updates 55040, num timesteps 70452480, FPS 561, mean/median reward 4.7/3.0, min/max reward -29.0/100.0, entropy 0.49194, value loss 10.46621, policy loss 0.00356, distill_loss -44.73294, time 2091.66514 min
Updates 55050, num timesteps 70465280, FPS 561, mean/median reward 5.2/3.0, min/max reward -29.0/78.0, entropy 0.52351, value loss 9.53562, policy loss -0.07701, distill_loss -46.63197, time 2091.95420 min
Updates 55060, num timesteps 70478080, FPS 561, mean/median reward 7.1/3.0, min/max reward -26.0/87.0, entropy 0.53993, value loss 6.32926, policy loss -0.16445, distill_loss -46.30739, time 2092.24793 min
Updates 55070, num timesteps 70490880, FPS 561, mean/median reward 8.9/4.0, min/max reward -26.0/100.0, entropy 0.51290, value loss 8.49825, policy loss 0.01286, distill_loss -48.26413, time 2092.53491 min
Updates 55080, num timesteps 70503680, FPS 561, mean/median reward 9.0/4.0, min/max reward -40.0/100.0, entropy 0.57847, value loss 11.34435, policy loss 0.08727, distill_loss -44.12191, time 2092.82916 min
Updates 55090, num timesteps 70516480, FPS 561, mean/median reward 8.3/4.0, min/max reward -40.0/100.0, entropy 0.53373, value loss 8.57633, policy loss -0.13704, distill_loss -43.48390, time 2093.11263 min
Updates 55100, num timesteps 70529280, FPS 561, mean/median reward 8.3/4.0, min/max reward -40.0/100.0, entropy 0.53270, value loss 14.18127, policy loss -0.01730, distill_loss -43.87291, time 2093.41106 min
Updates 55110, num timesteps 70542080, FPS 561, mean/median reward 9.5/4.0, min/max reward -40.0/78.0, entropy 0.54769, value loss 12.44092, policy loss -0.02197, distill_loss -41.31817, time 2093.80454 min
Updates 55120, num timesteps 70554880, FPS 561, mean/median reward 8.1/4.0, min/max reward -20.0/132.0, entropy 0.51134, value loss 9.89775, policy loss -0.04891, distill_loss -44.17268, time 2094.09827 min
Updates 55130, num timesteps 70567680, FPS 561, mean/median reward 8.1/4.0, min/max reward -40.0/132.0, entropy 0.50751, value loss 11.25844, policy loss -0.17890, distill_loss -43.70207, time 2094.38511 min
Updates 55140, num timesteps 70580480, FPS 561, mean/median reward 7.2/4.0, min/max reward -40.0/132.0, entropy 0.54154, value loss 13.53383, policy loss 0.05007, distill_loss -44.56495, time 2094.67830 min
Updates 55150, num timesteps 70593280, FPS 561, mean/median reward 9.1/4.0, min/max reward -40.0/152.0, entropy 0.53239, value loss 10.13489, policy loss 0.15509, distill_loss -42.64865, time 2094.96918 min
Updates 55160, num timesteps 70606080, FPS 561, mean/median reward 7.4/3.0, min/max reward -40.0/152.0, entropy 0.52023, value loss 7.91932, policy loss -0.04737, distill_loss -42.19584, time 2095.26716 min
Updates 55170, num timesteps 70618880, FPS 561, mean/median reward 7.1/3.0, min/max reward -20.0/152.0, entropy 0.55080, value loss 10.05563, policy loss -0.24617, distill_loss -43.05024, time 2095.55165 min
Updates 55180, num timesteps 70631680, FPS 561, mean/median reward 9.5/4.0, min/max reward -45.0/152.0, entropy 0.56727, value loss 8.45560, policy loss -0.09611, distill_loss -43.69592, time 2095.85107 min
Updates 55190, num timesteps 70644480, FPS 561, mean/median reward 6.6/4.0, min/max reward -45.0/80.0, entropy 0.58534, value loss 14.27679, policy loss -0.00351, distill_loss -42.44660, time 2096.13149 min
Updates 55200, num timesteps 70657280, FPS 561, mean/median reward 7.7/4.0, min/max reward -45.0/81.0, entropy 0.57534, value loss 10.52641, policy loss -0.08062, distill_loss -47.25155, time 2096.43817 min
Updates 55210, num timesteps 70670080, FPS 561, mean/median reward 6.0/4.0, min/max reward -38.0/81.0, entropy 0.54410, value loss 6.53057, policy loss 0.02460, distill_loss -44.84106, time 2096.82508 min
Updates 55220, num timesteps 70682880, FPS 561, mean/median reward 4.4/2.0, min/max reward -38.0/81.0, entropy 0.51254, value loss 10.84708, policy loss 0.01944, distill_loss -43.38758, time 2097.12150 min
Updates 55230, num timesteps 70695680, FPS 561, mean/median reward 5.4/2.0, min/max reward -40.0/92.0, entropy 0.54067, value loss 11.18083, policy loss -0.17655, distill_loss -43.65067, time 2097.40663 min
Updates 55240, num timesteps 70708480, FPS 561, mean/median reward 5.4/3.0, min/max reward -40.0/92.0, entropy 0.56340, value loss 5.10120, policy loss -0.11491, distill_loss -45.89665, time 2097.70514 min
Updates 55250, num timesteps 70721280, FPS 561, mean/median reward 6.6/3.0, min/max reward -20.0/92.0, entropy 0.55057, value loss 9.06345, policy loss -0.11171, distill_loss -43.40026, time 2097.98740 min
Updates 55260, num timesteps 70734080, FPS 561, mean/median reward 7.0/5.0, min/max reward -39.0/92.0, entropy 0.47048, value loss 18.14730, policy loss -0.00333, distill_loss -47.79716, time 2098.28521 min
Updates 55270, num timesteps 70746880, FPS 561, mean/median reward 5.4/4.0, min/max reward -39.0/92.0, entropy 0.51724, value loss 15.98355, policy loss -0.06297, distill_loss -44.28170, time 2098.57513 min
Updates 55280, num timesteps 70759680, FPS 561, mean/median reward 6.9/4.0, min/max reward -39.0/68.0, entropy 0.49536, value loss 8.52662, policy loss 0.05374, distill_loss -45.37154, time 2098.87068 min
Updates 55290, num timesteps 70772480, FPS 561, mean/median reward 7.3/4.0, min/max reward -39.0/79.0, entropy 0.54631, value loss 11.55723, policy loss -0.25628, distill_loss -43.44444, time 2099.15716 min
Updates 55300, num timesteps 70785280, FPS 561, mean/median reward 7.8/4.0, min/max reward -39.0/79.0, entropy 0.51766, value loss 10.18246, policy loss -0.03290, distill_loss -46.09703, time 2099.44989 min
Updates 55310, num timesteps 70798080, FPS 561, mean/median reward 6.4/4.0, min/max reward -39.0/79.0, entropy 0.49450, value loss 10.45470, policy loss -0.01504, distill_loss -44.12927, time 2099.83734 min
Updates 55320, num timesteps 70810880, FPS 561, mean/median reward 7.2/3.0, min/max reward -39.0/79.0, entropy 0.52788, value loss 7.72263, policy loss 0.10287, distill_loss -43.09219, time 2100.13467 min
Updates 55330, num timesteps 70823680, FPS 561, mean/median reward 7.7/4.0, min/max reward -39.0/70.0, entropy 0.49869, value loss 10.72400, policy loss -0.00048, distill_loss -46.11633, time 2100.41591 min
Updates 55340, num timesteps 70836480, FPS 562, mean/median reward 7.1/4.0, min/max reward -39.0/70.0, entropy 0.53455, value loss 16.42291, policy loss -0.17754, distill_loss -43.42181, time 2100.71429 min
Updates 55350, num timesteps 70849280, FPS 562, mean/median reward 5.5/4.0, min/max reward -39.0/58.0, entropy 0.52804, value loss 11.38298, policy loss 0.04171, distill_loss -45.21140, time 2100.99968 min
Updates 55360, num timesteps 70862080, FPS 562, mean/median reward 4.2/3.0, min/max reward -40.0/67.0, entropy 0.54754, value loss 9.52238, policy loss -0.00572, distill_loss -43.24158, time 2101.29649 min
Updates 55370, num timesteps 70874880, FPS 562, mean/median reward 6.0/4.0, min/max reward -40.0/67.0, entropy 0.52390, value loss 12.57294, policy loss -0.02343, distill_loss -43.83900, time 2101.58647 min
Updates 55380, num timesteps 70887680, FPS 562, mean/median reward 7.8/5.0, min/max reward -40.0/90.0, entropy 0.56011, value loss 8.44419, policy loss -0.14814, distill_loss -42.47259, time 2101.87734 min
