command line args: main.py --algo i2a --env HuntMiniPacmanNoFrameskip-v0 --num-processes 128 --port 5555 --log-dir /tmp/gym/Hunt_AfterBugfix --num-steps 10 --entropy-coef 0.02 --distill-coef 0.3 --num-stack 1 --use-class-labels
Updates 0, num timesteps 1280, FPS 367, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 0.00001, policy loss 0.00394, distill_loss -0.00075, time 0.05810 min
Updates 41690, num timesteps 53364480, FPS 527, mean/median reward -15.3/-19.0, min/max reward -40.0/12.0, entropy 0.72797, value loss 7.14429, policy loss -0.12632, distill_loss -42.96616, time 1686.54154 min
Updates 41700, num timesteps 53377280, FPS 527, mean/median reward -14.4/-18.0, min/max reward -40.0/13.0, entropy 0.63188, value loss 5.65887, policy loss -0.00542, distill_loss -45.14065, time 1686.86016 min
Updates 41710, num timesteps 53390080, FPS 527, mean/median reward -13.5/-18.0, min/max reward -38.0/26.0, entropy 0.68051, value loss 4.10806, policy loss -0.19074, distill_loss -47.13604, time 1687.26508 min
Updates 41720, num timesteps 53402880, FPS 527, mean/median reward -15.1/-19.0, min/max reward -38.0/26.0, entropy 0.68711, value loss 4.93985, policy loss -0.03983, distill_loss -46.21194, time 1687.58110 min
Updates 41730, num timesteps 53415680, FPS 527, mean/median reward -15.7/-19.0, min/max reward -39.0/5.0, entropy 0.71103, value loss 6.46911, policy loss -0.33479, distill_loss -45.17061, time 1687.90830 min
Updates 41740, num timesteps 53428480, FPS 527, mean/median reward -15.6/-19.0, min/max reward -39.0/5.0, entropy 0.69219, value loss 5.50995, policy loss -0.00712, distill_loss -46.84363, time 1688.22151 min
Updates 41750, num timesteps 53441280, FPS 527, mean/median reward -15.7/-19.0, min/max reward -39.0/5.0, entropy 0.71143, value loss 2.24411, policy loss 0.00672, distill_loss -43.06327, time 1688.55623 min
Updates 41760, num timesteps 53454080, FPS 527, mean/median reward -15.9/-19.0, min/max reward -40.0/14.0, entropy 0.62635, value loss 4.96671, policy loss -0.00414, distill_loss -48.22721, time 1688.88099 min
Updates 41770, num timesteps 53466880, FPS 527, mean/median reward -15.2/-19.0, min/max reward -40.0/26.0, entropy 0.74287, value loss 2.82019, policy loss -0.05059, distill_loss -46.34933, time 1689.21312 min
Updates 41780, num timesteps 53479680, FPS 527, mean/median reward -15.7/-19.0, min/max reward -39.0/26.0, entropy 0.62585, value loss 4.19125, policy loss -0.02972, distill_loss -45.99973, time 1689.52970 min
Updates 41790, num timesteps 53492480, FPS 527, mean/median reward -13.8/-18.0, min/max reward -39.0/25.0, entropy 0.68590, value loss 4.26722, policy loss -0.04284, distill_loss -42.80401, time 1689.85562 min
Updates 41800, num timesteps 53505280, FPS 527, mean/median reward -14.4/-18.0, min/max reward -39.0/25.0, entropy 0.68209, value loss 5.30747, policy loss -0.15512, distill_loss -42.95572, time 1690.18137 min
Updates 41810, num timesteps 53518080, FPS 527, mean/median reward -14.5/-18.0, min/max reward -40.0/25.0, entropy 0.64798, value loss 5.26763, policy loss -0.22086, distill_loss -46.92361, time 1690.59423 min
Updates 41820, num timesteps 53530880, FPS 527, mean/median reward -14.5/-18.0, min/max reward -40.0/13.0, entropy 0.70604, value loss 3.31468, policy loss 0.01036, distill_loss -42.35059, time 1690.91648 min
Updates 41830, num timesteps 53543680, FPS 527, mean/median reward -14.3/-18.0, min/max reward -40.0/23.0, entropy 0.62987, value loss 4.70172, policy loss 0.03049, distill_loss -46.38832, time 1691.23410 min
Updates 41840, num timesteps 53556480, FPS 527, mean/median reward -14.8/-19.0, min/max reward -40.0/14.0, entropy 0.67612, value loss 5.25169, policy loss -0.07709, distill_loss -45.09942, time 1691.55895 min
Updates 41850, num timesteps 53569280, FPS 527, mean/median reward -13.9/-18.0, min/max reward -39.0/15.0, entropy 0.69278, value loss 6.99303, policy loss -0.32223, distill_loss -47.15650, time 1691.87612 min
Updates 41860, num timesteps 53582080, FPS 527, mean/median reward -14.5/-18.0, min/max reward -39.0/15.0, entropy 0.71977, value loss 4.10803, policy loss 0.04318, distill_loss -43.70700, time 1692.23094 min
Updates 41870, num timesteps 53594880, FPS 527, mean/median reward -14.0/-18.0, min/max reward -27.0/15.0, entropy 0.72952, value loss 6.23507, policy loss 0.01438, distill_loss -46.85484, time 1692.56836 min
Updates 41880, num timesteps 53607680, FPS 527, mean/median reward -13.7/-18.0, min/max reward -40.0/15.0, entropy 0.72438, value loss 4.19647, policy loss 0.09295, distill_loss -48.34092, time 1692.92978 min
Updates 41890, num timesteps 53620480, FPS 527, mean/median reward -14.2/-19.0, min/max reward -40.0/17.0, entropy 0.71883, value loss 3.35085, policy loss 0.05831, distill_loss -44.76109, time 1693.27446 min
Updates 41900, num timesteps 53633280, FPS 527, mean/median reward -14.8/-19.0, min/max reward -40.0/17.0, entropy 0.60206, value loss 3.07204, policy loss 0.09820, distill_loss -46.40976, time 1693.60271 min
Updates 41910, num timesteps 53646080, FPS 527, mean/median reward -14.1/-19.0, min/max reward -39.0/17.0, entropy 0.64032, value loss 2.87521, policy loss -0.12539, distill_loss -45.43169, time 1694.01104 min
Updates 41920, num timesteps 53658880, FPS 527, mean/median reward -13.9/-18.0, min/max reward -20.0/5.0, entropy 0.63363, value loss 5.21927, policy loss -0.02143, distill_loss -46.77355, time 1694.33454 min
Updates 41930, num timesteps 53671680, FPS 527, mean/median reward -14.5/-18.0, min/max reward -38.0/5.0, entropy 0.55674, value loss 9.45999, policy loss -0.02248, distill_loss -51.11090, time 1694.65525 min
Updates 41940, num timesteps 53684480, FPS 527, mean/median reward -15.0/-19.0, min/max reward -38.0/26.0, entropy 0.64775, value loss 4.20533, policy loss -0.03366, distill_loss -43.38092, time 1694.97174 min
Updates 41950, num timesteps 53697280, FPS 527, mean/median reward -14.9/-19.0, min/max reward -39.0/26.0, entropy 0.63970, value loss 3.05943, policy loss 0.11716, distill_loss -46.27732, time 1695.29631 min
Updates 41960, num timesteps 53710080, FPS 527, mean/median reward -15.2/-19.0, min/max reward -39.0/26.0, entropy 0.63878, value loss 3.61968, policy loss 0.05250, distill_loss -43.12888, time 1695.61718 min
Updates 41970, num timesteps 53722880, FPS 527, mean/median reward -14.8/-19.0, min/max reward -39.0/26.0, entropy 0.59867, value loss 3.70451, policy loss 0.12593, distill_loss -47.13071, time 1695.94937 min
Updates 41980, num timesteps 53735680, FPS 527, mean/median reward -14.4/-18.0, min/max reward -39.0/23.0, entropy 0.59652, value loss 5.70663, policy loss -0.07161, distill_loss -46.97202, time 1696.27221 min
Updates 41990, num timesteps 53748480, FPS 527, mean/median reward -13.7/-18.0, min/max reward -40.0/23.0, entropy 0.59311, value loss 6.50851, policy loss -0.14605, distill_loss -45.41737, time 1696.62343 min
Updates 42000, num timesteps 53761280, FPS 528, mean/median reward -13.8/-18.0, min/max reward -40.0/23.0, entropy 0.63464, value loss 3.13304, policy loss 0.00169, distill_loss -45.74518, time 1696.94544 min
Updates 42010, num timesteps 53774080, FPS 528, mean/median reward -14.4/-18.0, min/max reward -28.0/23.0, entropy 0.68312, value loss 8.48406, policy loss 0.11170, distill_loss -48.43809, time 1697.35489 min
Updates 42020, num timesteps 53786880, FPS 528, mean/median reward -14.7/-18.0, min/max reward -28.0/23.0, entropy 0.60811, value loss 5.34686, policy loss -0.05236, distill_loss -47.50239, time 1697.66764 min
Updates 42030, num timesteps 53799680, FPS 528, mean/median reward -15.4/-19.0, min/max reward -38.0/5.0, entropy 0.57468, value loss 10.21254, policy loss -0.02878, distill_loss -49.80543, time 1697.99523 min
Updates 42040, num timesteps 53812480, FPS 528, mean/median reward -14.5/-18.0, min/max reward -38.0/5.0, entropy 0.63929, value loss 4.53561, policy loss -0.06319, distill_loss -45.05072, time 1698.31467 min
Updates 42050, num timesteps 53825280, FPS 528, mean/median reward -14.6/-19.0, min/max reward -37.0/4.0, entropy 0.56814, value loss 10.58742, policy loss -0.07424, distill_loss -46.63248, time 1698.63668 min
Updates 42060, num timesteps 53838080, FPS 528, mean/median reward -14.6/-18.0, min/max reward -37.0/4.0, entropy 0.66311, value loss 2.59521, policy loss 0.12637, distill_loss -44.84147, time 1698.96196 min
Updates 42070, num timesteps 53850880, FPS 528, mean/median reward -14.4/-18.0, min/max reward -39.0/12.0, entropy 0.61880, value loss 7.30880, policy loss 0.31928, distill_loss -47.08422, time 1699.27795 min
Updates 42080, num timesteps 53863680, FPS 528, mean/median reward -15.9/-18.0, min/max reward -40.0/4.0, entropy 0.68187, value loss 6.67220, policy loss 0.05887, distill_loss -45.07156, time 1699.62290 min
Updates 42090, num timesteps 53876480, FPS 528, mean/median reward -16.0/-19.0, min/max reward -40.0/4.0, entropy 0.64735, value loss 3.63346, policy loss 0.09327, distill_loss -45.92393, time 1699.94581 min
Updates 42100, num timesteps 53889280, FPS 528, mean/median reward -15.6/-19.0, min/max reward -40.0/14.0, entropy 0.73047, value loss 2.38214, policy loss 0.01536, distill_loss -44.74276, time 1700.30117 min
Updates 42110, num timesteps 53902080, FPS 528, mean/median reward -14.5/-19.0, min/max reward -39.0/24.0, entropy 0.68131, value loss 4.21676, policy loss -0.17726, distill_loss -44.97843, time 1700.70859 min
Updates 42120, num timesteps 53914880, FPS 528, mean/median reward -13.9/-19.0, min/max reward -38.0/35.0, entropy 0.62133, value loss 3.76700, policy loss 0.05963, distill_loss -50.40270, time 1701.05213 min
Updates 42130, num timesteps 53927680, FPS 528, mean/median reward -14.9/-19.0, min/max reward -38.0/35.0, entropy 0.65294, value loss 7.98551, policy loss -0.19991, distill_loss -48.78341, time 1701.37999 min
Updates 42140, num timesteps 53940480, FPS 528, mean/median reward -14.0/-19.0, min/max reward -39.0/35.0, entropy 0.72924, value loss 5.41772, policy loss -0.25444, distill_loss -45.03298, time 1701.70335 min
Updates 42150, num timesteps 53953280, FPS 528, mean/median reward -13.9/-19.0, min/max reward -39.0/35.0, entropy 0.65446, value loss 7.11587, policy loss 0.00885, distill_loss -45.83477, time 1702.02275 min
Updates 42160, num timesteps 53966080, FPS 528, mean/median reward -13.9/-19.0, min/max reward -38.0/35.0, entropy 0.70022, value loss 3.11445, policy loss -0.03180, distill_loss -43.06251, time 1702.34112 min
Updates 42170, num timesteps 53978880, FPS 528, mean/median reward -13.1/-18.0, min/max reward -38.0/34.0, entropy 0.64010, value loss 5.59118, policy loss -0.20798, distill_loss -45.78570, time 1702.66562 min
Updates 42180, num timesteps 53991680, FPS 528, mean/median reward -13.3/-18.0, min/max reward -29.0/14.0, entropy 0.65092, value loss 7.03170, policy loss -0.17821, distill_loss -48.63860, time 1702.98659 min
Updates 42190, num timesteps 54004480, FPS 528, mean/median reward -12.9/-18.0, min/max reward -20.0/37.0, entropy 0.71958, value loss 4.09916, policy loss 0.08649, distill_loss -46.03070, time 1703.34064 min
Updates 42200, num timesteps 54017280, FPS 528, mean/median reward -13.2/-18.0, min/max reward -38.0/37.0, entropy 0.67301, value loss 5.33950, policy loss -0.03283, distill_loss -44.77120, time 1703.67773 min
Updates 42210, num timesteps 54030080, FPS 528, mean/median reward -13.8/-18.0, min/max reward -38.0/37.0, entropy 0.67944, value loss 2.67739, policy loss -0.04028, distill_loss -44.91209, time 1704.09840 min
Updates 42220, num timesteps 54042880, FPS 528, mean/median reward -15.3/-19.0, min/max reward -38.0/14.0, entropy 0.69419, value loss 5.67992, policy loss -0.17686, distill_loss -44.01553, time 1704.42002 min
Updates 42230, num timesteps 54055680, FPS 528, mean/median reward -14.8/-18.0, min/max reward -39.0/14.0, entropy 0.69511, value loss 7.52642, policy loss -0.29869, distill_loss -44.37168, time 1704.75710 min
Updates 42240, num timesteps 54068480, FPS 528, mean/median reward -14.4/-18.0, min/max reward -37.0/16.0, entropy 0.70681, value loss 4.17500, policy loss 0.03512, distill_loss -44.06234, time 1705.08131 min
Updates 42250, num timesteps 54081280, FPS 528, mean/median reward -13.9/-18.0, min/max reward -38.0/16.0, entropy 0.68743, value loss 4.72487, policy loss 0.17282, distill_loss -43.17372, time 1705.40524 min
Updates 42260, num timesteps 54094080, FPS 528, mean/median reward -12.8/-18.0, min/max reward -38.0/35.0, entropy 0.70484, value loss 5.64862, policy loss -0.05560, distill_loss -45.60427, time 1705.72651 min
Updates 42270, num timesteps 54106880, FPS 528, mean/median reward -12.8/-18.0, min/max reward -38.0/35.0, entropy 0.72153, value loss 5.80082, policy loss -0.01307, distill_loss -44.19682, time 1706.04371 min
Updates 42280, num timesteps 54119680, FPS 528, mean/median reward -13.7/-18.0, min/max reward -39.0/33.0, entropy 0.68011, value loss 9.78172, policy loss -0.18491, distill_loss -44.46819, time 1706.36793 min
Updates 42290, num timesteps 54132480, FPS 528, mean/median reward -14.5/-18.0, min/max reward -39.0/22.0, entropy 0.74464, value loss 6.21401, policy loss -0.34412, distill_loss -42.95104, time 1706.68825 min
Updates 42300, num timesteps 54145280, FPS 528, mean/median reward -14.3/-18.0, min/max reward -39.0/26.0, entropy 0.71795, value loss 6.97198, policy loss -0.35656, distill_loss -44.10913, time 1707.03506 min
Updates 42310, num timesteps 54158080, FPS 528, mean/median reward -13.4/-18.0, min/max reward -38.0/26.0, entropy 0.68193, value loss 3.30541, policy loss -0.01114, distill_loss -43.26280, time 1707.44585 min
Updates 42320, num timesteps 54170880, FPS 528, mean/median reward -13.1/-18.0, min/max reward -39.0/15.0, entropy 0.71451, value loss 3.12124, policy loss -0.00039, distill_loss -44.45768, time 1707.80765 min
Updates 42330, num timesteps 54183680, FPS 528, mean/median reward -14.1/-18.0, min/max reward -39.0/15.0, entropy 0.70255, value loss 5.14632, policy loss -0.02097, distill_loss -45.43770, time 1708.13245 min
Updates 42340, num timesteps 54196480, FPS 528, mean/median reward -13.0/-18.0, min/max reward -39.0/25.0, entropy 0.73425, value loss 4.56447, policy loss -0.06818, distill_loss -43.72181, time 1708.46706 min
Updates 42350, num timesteps 54209280, FPS 528, mean/median reward -12.0/-18.0, min/max reward -40.0/25.0, entropy 0.71514, value loss 3.77475, policy loss -0.01669, distill_loss -46.14165, time 1708.78536 min
Updates 42360, num timesteps 54222080, FPS 528, mean/median reward -13.1/-18.0, min/max reward -40.0/25.0, entropy 0.67701, value loss 7.10934, policy loss -0.06664, distill_loss -45.32833, time 1709.11392 min
Updates 42370, num timesteps 54234880, FPS 528, mean/median reward -13.5/-18.0, min/max reward -40.0/25.0, entropy 0.65578, value loss 6.56256, policy loss 0.03892, distill_loss -47.23379, time 1709.44870 min
Updates 42380, num timesteps 54247680, FPS 528, mean/median reward -13.1/-18.0, min/max reward -40.0/24.0, entropy 0.67062, value loss 4.42205, policy loss 0.11027, distill_loss -49.64963, time 1709.76625 min
Updates 42390, num timesteps 54260480, FPS 528, mean/median reward -12.8/-18.0, min/max reward -37.0/24.0, entropy 0.67894, value loss 5.33826, policy loss -0.15285, distill_loss -46.82305, time 1710.09193 min
Updates 42400, num timesteps 54273280, FPS 528, mean/median reward -13.3/-19.0, min/max reward -27.0/25.0, entropy 0.69907, value loss 4.43363, policy loss -0.09725, distill_loss -47.55463, time 1710.40877 min
Updates 42410, num timesteps 54286080, FPS 528, mean/median reward -13.2/-19.0, min/max reward -27.0/25.0, entropy 0.71400, value loss 4.24378, policy loss 0.12298, distill_loss -44.65424, time 1710.83412 min
Updates 42420, num timesteps 54298880, FPS 528, mean/median reward -13.4/-19.0, min/max reward -27.0/26.0, entropy 0.68643, value loss 4.49499, policy loss -0.02380, distill_loss -44.43687, time 1711.16290 min
Updates 42430, num timesteps 54311680, FPS 528, mean/median reward -12.8/-18.0, min/max reward -20.0/26.0, entropy 0.75209, value loss 3.74972, policy loss 0.00522, distill_loss -43.22066, time 1711.52189 min
Updates 42440, num timesteps 54324480, FPS 528, mean/median reward -14.1/-18.0, min/max reward -27.0/26.0, entropy 0.67353, value loss 8.37517, policy loss -0.09065, distill_loss -47.76513, time 1711.86211 min
Updates 42450, num timesteps 54337280, FPS 528, mean/median reward -13.7/-18.0, min/max reward -57.0/14.0, entropy 0.70913, value loss 6.74311, policy loss 0.01358, distill_loss -42.23735, time 1712.18589 min
Updates 42460, num timesteps 54350080, FPS 528, mean/median reward -13.7/-18.0, min/max reward -57.0/15.0, entropy 0.73304, value loss 5.65459, policy loss -0.08074, distill_loss -45.56567, time 1712.50794 min
Updates 42470, num timesteps 54362880, FPS 528, mean/median reward -13.9/-18.0, min/max reward -57.0/15.0, entropy 0.72172, value loss 3.96909, policy loss 0.00487, distill_loss -44.90664, time 1712.83685 min
Updates 42480, num timesteps 54375680, FPS 528, mean/median reward -13.9/-18.0, min/max reward -49.0/15.0, entropy 0.70115, value loss 4.93742, policy loss 0.03048, distill_loss -48.99749, time 1713.17244 min
Updates 42490, num timesteps 54388480, FPS 529, mean/median reward -13.7/-18.0, min/max reward -37.0/14.0, entropy 0.62851, value loss 7.31466, policy loss 0.08706, distill_loss -50.30845, time 1713.49487 min
Updates 42500, num timesteps 54401280, FPS 529, mean/median reward -13.2/-18.0, min/max reward -20.0/15.0, entropy 0.71851, value loss 4.14004, policy loss 0.05182, distill_loss -42.66371, time 1713.83268 min
Updates 42510, num timesteps 54414080, FPS 529, mean/median reward -14.0/-19.0, min/max reward -40.0/24.0, entropy 0.66781, value loss 4.64505, policy loss 0.01760, distill_loss -45.02802, time 1714.24923 min
Updates 42520, num timesteps 54426880, FPS 529, mean/median reward -13.4/-18.0, min/max reward -40.0/24.0, entropy 0.62275, value loss 6.92198, policy loss -0.17782, distill_loss -45.98528, time 1714.60051 min
Updates 42530, num timesteps 54439680, FPS 529, mean/median reward -12.8/-18.0, min/max reward -39.0/24.0, entropy 0.68154, value loss 4.43888, policy loss 0.16799, distill_loss -44.75668, time 1714.93361 min
Updates 42540, num timesteps 54452480, FPS 529, mean/median reward -12.7/-18.0, min/max reward -60.0/23.0, entropy 0.70920, value loss 7.29022, policy loss -0.22804, distill_loss -42.45008, time 1715.28126 min
Updates 42550, num timesteps 54465280, FPS 529, mean/median reward -13.4/-18.0, min/max reward -60.0/23.0, entropy 0.69555, value loss 4.08154, policy loss -0.02272, distill_loss -43.81218, time 1715.62425 min
Updates 42560, num timesteps 54478080, FPS 529, mean/median reward -14.1/-18.0, min/max reward -60.0/14.0, entropy 0.64932, value loss 5.64908, policy loss 0.08032, distill_loss -44.78634, time 1715.94658 min
Updates 42570, num timesteps 54490880, FPS 529, mean/median reward -13.6/-18.0, min/max reward -40.0/15.0, entropy 0.66581, value loss 4.84149, policy loss -0.05705, distill_loss -45.74540, time 1716.26327 min
Updates 42580, num timesteps 54503680, FPS 529, mean/median reward -13.4/-18.0, min/max reward -40.0/15.0, entropy 0.73787, value loss 3.78523, policy loss -0.01507, distill_loss -46.90983, time 1716.57244 min
Updates 42590, num timesteps 54516480, FPS 529, mean/median reward -13.5/-19.0, min/max reward -28.0/25.0, entropy 0.74863, value loss 3.99777, policy loss -0.10002, distill_loss -44.02982, time 1716.88763 min
Updates 42600, num timesteps 54529280, FPS 529, mean/median reward -13.6/-18.0, min/max reward -28.0/25.0, entropy 0.72615, value loss 6.40594, policy loss -0.25750, distill_loss -43.49143, time 1717.18914 min
Updates 42610, num timesteps 54542080, FPS 529, mean/median reward -13.1/-18.0, min/max reward -28.0/25.0, entropy 0.76612, value loss 4.67207, policy loss 0.19954, distill_loss -46.01315, time 1717.58981 min
Updates 42620, num timesteps 54554880, FPS 529, mean/median reward -13.2/-18.0, min/max reward -40.0/24.0, entropy 0.79829, value loss 5.14214, policy loss 0.10411, distill_loss -42.67090, time 1717.90239 min
Updates 42630, num timesteps 54567680, FPS 529, mean/median reward -13.2/-18.0, min/max reward -40.0/24.0, entropy 0.74942, value loss 4.47936, policy loss -0.23993, distill_loss -46.18418, time 1718.20555 min
Updates 42640, num timesteps 54580480, FPS 529, mean/median reward -14.7/-19.0, min/max reward -40.0/14.0, entropy 0.79309, value loss 3.37511, policy loss -0.19344, distill_loss -44.54013, time 1718.49196 min
Updates 42650, num timesteps 54593280, FPS 529, mean/median reward -14.8/-19.0, min/max reward -40.0/35.0, entropy 0.72247, value loss 4.64016, policy loss -0.10895, distill_loss -43.26559, time 1718.78617 min
Updates 42660, num timesteps 54606080, FPS 529, mean/median reward -14.0/-19.0, min/max reward -40.0/35.0, entropy 0.73199, value loss 9.88908, policy loss -0.16085, distill_loss -43.51657, time 1719.07545 min
Updates 42670, num timesteps 54618880, FPS 529, mean/median reward -13.1/-18.0, min/max reward -55.0/35.0, entropy 0.78612, value loss 13.08096, policy loss 0.01166, distill_loss -45.05145, time 1719.37199 min
Updates 42680, num timesteps 54631680, FPS 529, mean/median reward -13.3/-18.0, min/max reward -55.0/35.0, entropy 0.74009, value loss 6.73013, policy loss -0.20203, distill_loss -43.77789, time 1719.65929 min
Updates 42690, num timesteps 54644480, FPS 529, mean/median reward -13.7/-18.0, min/max reward -55.0/35.0, entropy 0.78706, value loss 4.09134, policy loss 0.00273, distill_loss -45.80136, time 1719.95504 min
Updates 42700, num timesteps 54657280, FPS 529, mean/median reward -13.4/-18.0, min/max reward -58.0/15.0, entropy 0.73735, value loss 5.01275, policy loss 0.01901, distill_loss -49.87303, time 1720.24590 min
Updates 42710, num timesteps 54670080, FPS 529, mean/median reward -14.0/-18.0, min/max reward -58.0/14.0, entropy 0.75201, value loss 4.49481, policy loss 0.11252, distill_loss -44.79510, time 1720.62222 min
Updates 42720, num timesteps 54682880, FPS 529, mean/median reward -14.7/-19.0, min/max reward -27.0/12.0, entropy 0.75468, value loss 6.25825, policy loss -0.30761, distill_loss -46.52292, time 1720.91836 min
Updates 42730, num timesteps 54695680, FPS 529, mean/median reward -14.8/-18.0, min/max reward -27.0/13.0, entropy 0.77613, value loss 3.24336, policy loss -0.13109, distill_loss -46.00013, time 1721.20321 min
Updates 42740, num timesteps 54708480, FPS 529, mean/median reward -15.0/-19.0, min/max reward -40.0/13.0, entropy 0.69121, value loss 3.91623, policy loss 0.11555, distill_loss -46.83845, time 1721.49841 min
Updates 42750, num timesteps 54721280, FPS 529, mean/median reward -14.4/-19.0, min/max reward -40.0/24.0, entropy 0.65705, value loss 4.02418, policy loss 0.14483, distill_loss -48.69183, time 1721.78739 min
Updates 42760, num timesteps 54734080, FPS 529, mean/median reward -13.8/-18.0, min/max reward -40.0/24.0, entropy 0.73636, value loss 1.89675, policy loss 0.09539, distill_loss -48.04394, time 1722.08524 min
Updates 42770, num timesteps 54746880, FPS 529, mean/median reward -14.6/-18.0, min/max reward -40.0/24.0, entropy 0.68883, value loss 4.83630, policy loss -0.02498, distill_loss -49.06189, time 1722.37460 min
Updates 42780, num timesteps 54759680, FPS 529, mean/median reward -15.1/-18.0, min/max reward -38.0/5.0, entropy 0.80102, value loss 3.45871, policy loss 0.01278, distill_loss -45.04446, time 1722.67015 min
Updates 42790, num timesteps 54772480, FPS 529, mean/median reward -14.8/-18.0, min/max reward -40.0/14.0, entropy 0.73094, value loss 20.68477, policy loss -0.20887, distill_loss -46.60080, time 1722.95880 min
Updates 42800, num timesteps 54785280, FPS 529, mean/median reward -14.8/-18.0, min/max reward -40.0/14.0, entropy 0.79010, value loss 6.57034, policy loss 0.04256, distill_loss -41.20152, time 1723.25525 min
Updates 42810, num timesteps 54798080, FPS 529, mean/median reward -13.6/-18.0, min/max reward -40.0/34.0, entropy 0.80452, value loss 6.34930, policy loss 0.12572, distill_loss -43.10759, time 1723.62825 min
Updates 42820, num timesteps 54810880, FPS 529, mean/median reward -14.2/-18.0, min/max reward -40.0/34.0, entropy 0.73082, value loss 13.34418, policy loss -0.40581, distill_loss -49.69235, time 1723.92422 min
Updates 42830, num timesteps 54823680, FPS 529, mean/median reward -14.0/-18.0, min/max reward -40.0/16.0, entropy 0.81197, value loss 2.77331, policy loss 0.05349, distill_loss -44.05963, time 1724.20880 min
Updates 42840, num timesteps 54836480, FPS 529, mean/median reward -14.5/-18.0, min/max reward -40.0/16.0, entropy 0.77749, value loss 2.91275, policy loss -0.07328, distill_loss -47.52005, time 1724.50830 min
Updates 42850, num timesteps 54849280, FPS 530, mean/median reward -14.2/-18.0, min/max reward -39.0/16.0, entropy 0.78908, value loss 8.08618, policy loss -0.15012, distill_loss -44.88683, time 1724.79249 min
Updates 42860, num timesteps 54862080, FPS 530, mean/median reward -14.9/-18.0, min/max reward -28.0/5.0, entropy 0.76355, value loss 3.28378, policy loss 0.02819, distill_loss -46.39626, time 1725.08970 min
Updates 42870, num timesteps 54874880, FPS 530, mean/median reward -14.9/-18.0, min/max reward -20.0/5.0, entropy 0.72109, value loss 5.02200, policy loss -0.15212, distill_loss -49.04008, time 1725.37457 min
Updates 42880, num timesteps 54887680, FPS 530, mean/median reward -14.5/-18.0, min/max reward -20.0/13.0, entropy 0.75690, value loss 10.45752, policy loss -0.02670, distill_loss -47.52538, time 1725.67485 min
Updates 42890, num timesteps 54900480, FPS 530, mean/median reward -14.4/-18.0, min/max reward -28.0/13.0, entropy 0.74556, value loss 3.75800, policy loss 0.06104, distill_loss -47.13829, time 1725.96127 min
Updates 42900, num timesteps 54913280, FPS 530, mean/median reward -14.3/-18.0, min/max reward -28.0/25.0, entropy 0.72695, value loss 3.65974, policy loss -0.03245, distill_loss -45.83710, time 1726.25920 min
Updates 42910, num timesteps 54926080, FPS 530, mean/median reward -14.1/-18.0, min/max reward -40.0/25.0, entropy 0.72240, value loss 5.17299, policy loss 0.19399, distill_loss -46.93889, time 1726.64202 min
Updates 42920, num timesteps 54938880, FPS 530, mean/median reward -13.2/-18.0, min/max reward -40.0/25.0, entropy 0.78897, value loss 3.80800, policy loss 0.12650, distill_loss -44.62609, time 1726.93494 min
Updates 42930, num timesteps 54951680, FPS 530, mean/median reward -13.5/-18.0, min/max reward -40.0/35.0, entropy 0.70062, value loss 4.08294, policy loss 0.04826, distill_loss -47.39389, time 1727.22286 min
Updates 42940, num timesteps 54964480, FPS 530, mean/median reward -13.2/-18.0, min/max reward -37.0/25.0, entropy 0.71511, value loss 3.89561, policy loss -0.01634, distill_loss -47.97620, time 1727.51743 min
Updates 42950, num timesteps 54977280, FPS 530, mean/median reward -13.9/-18.0, min/max reward -40.0/25.0, entropy 0.66883, value loss 4.24760, policy loss 0.08480, distill_loss -49.55848, time 1727.80504 min
Updates 42960, num timesteps 54990080, FPS 530, mean/median reward -13.9/-18.0, min/max reward -55.0/16.0, entropy 0.74605, value loss 3.10691, policy loss -0.03230, distill_loss -47.42611, time 1728.10214 min
Updates 42970, num timesteps 55002880, FPS 530, mean/median reward -14.9/-19.0, min/max reward -55.0/15.0, entropy 0.68188, value loss 7.95709, policy loss 0.04939, distill_loss -43.17939, time 1728.38636 min
Updates 42980, num timesteps 55015680, FPS 530, mean/median reward -14.4/-18.0, min/max reward -39.0/15.0, entropy 0.67847, value loss 6.94887, policy loss 0.01156, distill_loss -49.04268, time 1728.68419 min
Updates 42990, num timesteps 55028480, FPS 530, mean/median reward -14.0/-18.0, min/max reward -39.0/15.0, entropy 0.70137, value loss 3.12191, policy loss 0.07526, distill_loss -47.96868, time 1728.96835 min
Updates 43000, num timesteps 55041280, FPS 530, mean/median reward -14.3/-18.0, min/max reward -39.0/15.0, entropy 0.73164, value loss 4.27938, policy loss -0.02415, distill_loss -47.41070, time 1729.27152 min
Updates 43010, num timesteps 55054080, FPS 530, mean/median reward -14.3/-18.0, min/max reward -39.0/25.0, entropy 0.73303, value loss 4.34395, policy loss -0.01685, distill_loss -45.95642, time 1729.65371 min
Updates 43020, num timesteps 55066880, FPS 530, mean/median reward -13.5/-18.0, min/max reward -39.0/34.0, entropy 0.77436, value loss 4.76473, policy loss -0.05486, distill_loss -44.19895, time 1729.94716 min
Updates 43030, num timesteps 55079680, FPS 530, mean/median reward -14.4/-18.0, min/max reward -39.0/15.0, entropy 0.78401, value loss 6.69660, policy loss -0.06248, distill_loss -44.06327, time 1730.23499 min
