command line args: main.py --algo i2a --env RegularMiniPacmanNoFrameskip-v0 --num-processes 64 --port 5555 --log-dir /tmp/gym/RegularCopyModel --num-steps 10 --vis-interval 10 --entropy-coef 0.05 --num-stack 1 --use-copy-model
Updates 0, num timesteps 640, FPS 104, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 2.92146, policy loss 1.94581, distill_loss -0.00107, time 0.10199 min
Updates 60420, num timesteps 38669440, FPS 668, mean/median reward 280.1/279.0, min/max reward 1.0/649.0, entropy 0.03220, value loss 37.40743, policy loss -0.03224, distill_loss -176.40161, time 964.10703 min
Updates 60430, num timesteps 38675840, FPS 668, mean/median reward 277.2/279.0, min/max reward 1.0/512.0, entropy 0.02843, value loss 29.30671, policy loss -0.06343, distill_loss -169.05254, time 964.26454 min
Updates 60440, num timesteps 38682240, FPS 668, mean/median reward 268.2/279.0, min/max reward 1.0/512.0, entropy 0.04260, value loss 32.40968, policy loss 0.01635, distill_loss -169.32631, time 964.41992 min
Updates 60450, num timesteps 38688640, FPS 668, mean/median reward 270.0/290.0, min/max reward 1.0/512.0, entropy 0.02956, value loss 41.14008, policy loss -0.03560, distill_loss -172.59102, time 964.57520 min
Updates 60460, num timesteps 38695040, FPS 668, mean/median reward 277.1/292.0, min/max reward 1.0/512.0, entropy 0.02154, value loss 50.99963, policy loss -0.15631, distill_loss -172.18716, time 964.72999 min
Updates 60470, num timesteps 38701440, FPS 668, mean/median reward 294.0/324.0, min/max reward 1.0/543.0, entropy 0.04957, value loss 33.86062, policy loss 0.02315, distill_loss -157.46970, time 964.88431 min
Updates 60480, num timesteps 38707840, FPS 668, mean/median reward 306.2/346.0, min/max reward 3.0/543.0, entropy 0.03675, value loss 36.92222, policy loss -0.01781, distill_loss -172.16898, time 965.03967 min
Updates 60490, num timesteps 38714240, FPS 668, mean/median reward 300.8/327.0, min/max reward 3.0/543.0, entropy 0.03023, value loss 66.41444, policy loss 0.01052, distill_loss -165.08946, time 965.19494 min
Updates 60500, num timesteps 38720640, FPS 668, mean/median reward 288.8/305.0, min/max reward 2.0/543.0, entropy 0.03613, value loss 18.14548, policy loss -0.25828, distill_loss -158.23926, time 965.36030 min
Updates 60510, num timesteps 38727040, FPS 668, mean/median reward 289.4/327.0, min/max reward 3.0/543.0, entropy 0.05532, value loss 23.40866, policy loss -0.17702, distill_loss -145.20865, time 965.49091 min
Updates 60520, num timesteps 38733440, FPS 668, mean/median reward 299.2/330.0, min/max reward 3.0/590.0, entropy 0.02299, value loss 37.47619, policy loss -0.19073, distill_loss -177.93954, time 965.64367 min
Updates 60530, num timesteps 38739840, FPS 668, mean/median reward 290.1/305.0, min/max reward 3.0/590.0, entropy 0.02528, value loss 16.51810, policy loss 0.01919, distill_loss -156.08005, time 965.79747 min
Updates 60540, num timesteps 38746240, FPS 668, mean/median reward 293.9/308.0, min/max reward 6.0/590.0, entropy 0.03598, value loss 10.64042, policy loss -0.02133, distill_loss -171.78073, time 965.95123 min
Updates 60550, num timesteps 38752640, FPS 668, mean/median reward 283.3/290.0, min/max reward 6.0/590.0, entropy 0.02517, value loss 52.80326, policy loss -0.25173, distill_loss -164.90201, time 966.10741 min
Updates 60560, num timesteps 38759040, FPS 668, mean/median reward 280.9/279.0, min/max reward 2.0/590.0, entropy 0.03734, value loss 16.22180, policy loss -0.00297, distill_loss -171.63945, time 966.26117 min
Updates 60570, num timesteps 38765440, FPS 668, mean/median reward 289.9/288.0, min/max reward 2.0/590.0, entropy 0.04871, value loss 23.97651, policy loss -0.12205, distill_loss -152.35243, time 966.41808 min
Updates 60580, num timesteps 38771840, FPS 668, mean/median reward 307.0/325.0, min/max reward 2.0/590.0, entropy 0.03360, value loss 7.64160, policy loss -0.00791, distill_loss -156.43411, time 966.52496 min
Updates 60590, num timesteps 38778240, FPS 668, mean/median reward 278.8/279.0, min/max reward 2.0/493.0, entropy 0.02906, value loss 10.52316, policy loss -0.01962, distill_loss -165.40125, time 966.69964 min
Updates 60600, num timesteps 38784640, FPS 668, mean/median reward 288.6/297.0, min/max reward 2.0/493.0, entropy 0.02744, value loss 17.86613, policy loss -0.03995, distill_loss -166.98151, time 966.85715 min
Updates 60610, num timesteps 38791040, FPS 668, mean/median reward 289.7/297.0, min/max reward 22.0/493.0, entropy 0.03388, value loss 46.08351, policy loss -0.00213, distill_loss -161.39944, time 967.01219 min
Updates 60620, num timesteps 38797440, FPS 668, mean/median reward 278.4/290.0, min/max reward 1.0/493.0, entropy 0.02365, value loss 24.15329, policy loss 0.01302, distill_loss -163.54057, time 967.17251 min
Updates 60630, num timesteps 38803840, FPS 668, mean/median reward 275.8/286.0, min/max reward 1.0/534.0, entropy 0.03001, value loss 23.61148, policy loss 0.01334, distill_loss -154.08220, time 967.32918 min
Updates 60640, num timesteps 38810240, FPS 668, mean/median reward 287.1/296.0, min/max reward 42.0/551.0, entropy 0.03822, value loss 14.24814, policy loss 0.01440, distill_loss -166.21069, time 967.48562 min
Updates 60650, num timesteps 38816640, FPS 668, mean/median reward 289.9/302.0, min/max reward 42.0/534.0, entropy 0.04683, value loss 50.90530, policy loss -0.31241, distill_loss -163.44887, time 967.63882 min
Updates 60660, num timesteps 38823040, FPS 668, mean/median reward 289.1/296.0, min/max reward 42.0/534.0, entropy 0.03925, value loss 19.69268, policy loss -0.04855, distill_loss -160.80559, time 967.79263 min
Updates 60670, num timesteps 38829440, FPS 668, mean/median reward 284.2/296.0, min/max reward 46.0/534.0, entropy 0.03783, value loss 69.71861, policy loss -0.40250, distill_loss -160.53465, time 967.96922 min
Updates 60680, num timesteps 38835840, FPS 668, mean/median reward 295.8/326.0, min/max reward 46.0/534.0, entropy 0.03297, value loss 25.55361, policy loss -0.05834, distill_loss -157.96373, time 968.12558 min
Updates 60690, num timesteps 38842240, FPS 668, mean/median reward 285.5/311.0, min/max reward 43.0/506.0, entropy 0.03547, value loss 23.07289, policy loss -0.04180, distill_loss -161.85632, time 968.27995 min
Updates 60700, num timesteps 38848640, FPS 668, mean/median reward 281.1/306.0, min/max reward 4.0/506.0, entropy 0.02396, value loss 12.11378, policy loss -0.05858, distill_loss -156.87985, time 968.43810 min
Updates 60710, num timesteps 38855040, FPS 668, mean/median reward 280.6/306.0, min/max reward 4.0/506.0, entropy 0.04638, value loss 51.84386, policy loss -0.02598, distill_loss -150.43430, time 968.56959 min
Updates 60720, num timesteps 38861440, FPS 668, mean/median reward 282.0/303.0, min/max reward 4.0/506.0, entropy 0.04776, value loss 27.17164, policy loss -0.07096, distill_loss -151.89737, time 968.72851 min
Updates 60730, num timesteps 38867840, FPS 668, mean/median reward 284.0/306.0, min/max reward 2.0/521.0, entropy 0.03474, value loss 29.69927, policy loss -0.10776, distill_loss -170.01706, time 968.88606 min
Updates 60740, num timesteps 38874240, FPS 668, mean/median reward 268.4/297.0, min/max reward 2.0/521.0, entropy 0.03364, value loss 14.36796, policy loss 0.01898, distill_loss -152.34372, time 969.03503 min
Updates 60750, num timesteps 38880640, FPS 668, mean/median reward 251.5/276.0, min/max reward 2.0/424.0, entropy 0.03801, value loss 36.78210, policy loss -0.00836, distill_loss -167.15121, time 969.26009 min
Updates 60760, num timesteps 38887040, FPS 668, mean/median reward 254.6/276.0, min/max reward 2.0/424.0, entropy 0.03112, value loss 10.43695, policy loss -0.01978, distill_loss -156.64560, time 969.41468 min
Updates 60770, num timesteps 38893440, FPS 668, mean/median reward 258.1/276.0, min/max reward 2.0/536.0, entropy 0.02384, value loss 27.28362, policy loss -0.10832, distill_loss -175.04352, time 969.54881 min
Updates 60780, num timesteps 38899840, FPS 668, mean/median reward 267.4/276.0, min/max reward 2.0/424.0, entropy 0.02921, value loss 13.88344, policy loss -0.01575, distill_loss -156.64729, time 969.70376 min
Updates 60790, num timesteps 38906240, FPS 668, mean/median reward 271.7/282.0, min/max reward 2.0/429.0, entropy 0.03597, value loss 67.40224, policy loss -0.13262, distill_loss -158.18982, time 969.86209 min
Updates 60800, num timesteps 38912640, FPS 668, mean/median reward 284.1/288.0, min/max reward 14.0/605.0, entropy 0.02665, value loss 12.75333, policy loss -0.00711, distill_loss -164.18333, time 970.01838 min
Updates 60810, num timesteps 38919040, FPS 668, mean/median reward 284.9/307.0, min/max reward 14.0/605.0, entropy 0.03775, value loss 12.94592, policy loss -0.04967, distill_loss -159.85936, time 970.17382 min
Updates 60820, num timesteps 38925440, FPS 668, mean/median reward 284.3/282.0, min/max reward 14.0/605.0, entropy 0.03705, value loss 17.43833, policy loss 0.00502, distill_loss -150.85114, time 970.33090 min
Updates 60830, num timesteps 38931840, FPS 668, mean/median reward 275.8/278.0, min/max reward 14.0/491.0, entropy 0.01925, value loss 23.29891, policy loss -0.03815, distill_loss -165.30836, time 970.45071 min
Updates 60840, num timesteps 38938240, FPS 668, mean/median reward 270.8/269.0, min/max reward 14.0/491.0, entropy 0.03412, value loss 42.61591, policy loss -0.03440, distill_loss -155.71600, time 970.63352 min
Updates 60850, num timesteps 38944640, FPS 668, mean/median reward 269.0/272.0, min/max reward 41.0/491.0, entropy 0.02471, value loss 12.27490, policy loss -0.00276, distill_loss -168.66832, time 970.79031 min
Updates 60860, num timesteps 38951040, FPS 668, mean/median reward 280.4/282.0, min/max reward 44.0/491.0, entropy 0.03204, value loss 42.99427, policy loss -0.24538, distill_loss -168.16373, time 970.94593 min
Updates 60870, num timesteps 38957440, FPS 668, mean/median reward 271.2/296.0, min/max reward 24.0/484.0, entropy 0.04882, value loss 40.70760, policy loss -0.28687, distill_loss -149.77971, time 971.09957 min
Updates 60880, num timesteps 38963840, FPS 668, mean/median reward 263.7/282.0, min/max reward 24.0/484.0, entropy 0.02645, value loss 45.33451, policy loss -0.22972, distill_loss -169.95712, time 971.25425 min
Updates 60890, num timesteps 38970240, FPS 668, mean/median reward 266.6/282.0, min/max reward 24.0/484.0, entropy 0.02552, value loss 17.60997, policy loss -0.07531, distill_loss -167.82938, time 971.41254 min
Updates 60900, num timesteps 38976640, FPS 668, mean/median reward 262.0/279.0, min/max reward 24.0/484.0, entropy 0.03602, value loss 22.64720, policy loss -0.01899, distill_loss -163.25929, time 971.51357 min
Updates 60910, num timesteps 38983040, FPS 668, mean/median reward 279.3/306.0, min/max reward 24.0/540.0, entropy 0.04089, value loss 11.68477, policy loss 0.04331, distill_loss -176.70837, time 971.66791 min
Updates 60920, num timesteps 38989440, FPS 668, mean/median reward 282.6/313.0, min/max reward 24.0/643.0, entropy 0.03415, value loss 41.56432, policy loss -0.11202, distill_loss -167.85829, time 971.82009 min
Updates 60930, num timesteps 38995840, FPS 668, mean/median reward 283.7/319.0, min/max reward 28.0/643.0, entropy 0.03345, value loss 37.86481, policy loss -0.02508, distill_loss -167.39182, time 971.99124 min
Updates 60940, num timesteps 39002240, FPS 668, mean/median reward 292.3/320.0, min/max reward 28.0/643.0, entropy 0.01684, value loss 16.07264, policy loss 0.02041, distill_loss -173.11993, time 972.14859 min
Updates 60950, num timesteps 39008640, FPS 668, mean/median reward 303.7/329.0, min/max reward 1.0/540.0, entropy 0.04426, value loss 12.49817, policy loss -0.04237, distill_loss -170.01645, time 972.30207 min
Updates 60960, num timesteps 39015040, FPS 668, mean/median reward 297.2/329.0, min/max reward 1.0/540.0, entropy 0.03256, value loss 19.83908, policy loss -0.01340, distill_loss -164.48288, time 972.45582 min
Updates 60970, num timesteps 39021440, FPS 668, mean/median reward 302.3/332.0, min/max reward 4.0/544.0, entropy 0.02717, value loss 25.99262, policy loss -0.05345, distill_loss -165.16975, time 972.59962 min
Updates 60980, num timesteps 39027840, FPS 668, mean/median reward 298.2/324.0, min/max reward 50.0/544.0, entropy 0.02381, value loss 53.30828, policy loss 0.01508, distill_loss -161.59267, time 972.75326 min
Updates 60990, num timesteps 39034240, FPS 668, mean/median reward 284.0/282.0, min/max reward 1.0/649.0, entropy 0.03206, value loss 11.14601, policy loss 0.08616, distill_loss -152.30074, time 972.91307 min
Updates 61000, num timesteps 39040640, FPS 668, mean/median reward 286.8/282.0, min/max reward 1.0/649.0, entropy 0.02097, value loss 65.42776, policy loss -0.03540, distill_loss -159.23344, time 973.12877 min
Updates 61010, num timesteps 39047040, FPS 668, mean/median reward 284.7/268.0, min/max reward 6.0/649.0, entropy 0.03544, value loss 30.18568, policy loss -0.04734, distill_loss -171.15906, time 973.28505 min
Updates 61020, num timesteps 39053440, FPS 668, mean/median reward 290.1/280.0, min/max reward 6.0/649.0, entropy 0.02020, value loss 9.15122, policy loss -0.02192, distill_loss -155.25143, time 973.43643 min
Updates 61030, num timesteps 39059840, FPS 668, mean/median reward 290.1/282.0, min/max reward 6.0/649.0, entropy 0.02818, value loss 41.59306, policy loss -0.10405, distill_loss -162.01770, time 973.57723 min
Updates 61040, num timesteps 39066240, FPS 668, mean/median reward 264.4/267.0, min/max reward 2.0/540.0, entropy 0.04911, value loss 19.59999, policy loss -0.11429, distill_loss -169.48111, time 973.73158 min
Updates 61050, num timesteps 39072640, FPS 668, mean/median reward 262.0/264.0, min/max reward 1.0/540.0, entropy 0.03349, value loss 26.47508, policy loss -0.13892, distill_loss -161.32303, time 973.89149 min
Updates 61060, num timesteps 39079040, FPS 668, mean/median reward 271.1/270.0, min/max reward 0.0/540.0, entropy 0.03694, value loss 45.04918, policy loss 0.03815, distill_loss -168.85403, time 974.04986 min
Updates 61070, num timesteps 39085440, FPS 668, mean/median reward 280.7/289.0, min/max reward 0.0/540.0, entropy 0.04197, value loss 10.82573, policy loss -0.04331, distill_loss -162.58394, time 974.20516 min
Updates 61080, num timesteps 39091840, FPS 668, mean/median reward 289.2/296.0, min/max reward 0.0/540.0, entropy 0.02453, value loss 11.11516, policy loss -0.04401, distill_loss -165.05881, time 974.36002 min
Updates 61090, num timesteps 39098240, FPS 668, mean/median reward 279.0/293.0, min/max reward 0.0/533.0, entropy 0.03737, value loss 25.89888, policy loss -0.03576, distill_loss -166.92661, time 974.53702 min
Updates 61100, num timesteps 39104640, FPS 668, mean/median reward 293.1/326.0, min/max reward 0.0/533.0, entropy 0.04202, value loss 32.07503, policy loss 0.02622, distill_loss -158.05037, time 974.69215 min
Updates 61110, num timesteps 39111040, FPS 668, mean/median reward 302.0/319.0, min/max reward 1.0/533.0, entropy 0.03181, value loss 33.21442, policy loss 0.00994, distill_loss -164.13736, time 974.84675 min
Updates 61120, num timesteps 39117440, FPS 668, mean/median reward 291.5/319.0, min/max reward 1.0/531.0, entropy 0.03802, value loss 9.45128, policy loss -0.06748, distill_loss -168.24792, time 974.99897 min
Updates 61130, num timesteps 39123840, FPS 668, mean/median reward 285.0/318.0, min/max reward 43.0/531.0, entropy 0.03304, value loss 49.73115, policy loss 0.03894, distill_loss -152.29640, time 975.15437 min
Updates 61140, num timesteps 39130240, FPS 668, mean/median reward 285.6/315.0, min/max reward 43.0/531.0, entropy 0.04246, value loss 20.89368, policy loss 0.14720, distill_loss -156.05103, time 975.30794 min
Updates 61150, num timesteps 39136640, FPS 668, mean/median reward 302.1/324.0, min/max reward 70.0/590.0, entropy 0.03358, value loss 14.90571, policy loss -0.11834, distill_loss -159.33400, time 975.45032 min
Updates 61160, num timesteps 39143040, FPS 668, mean/median reward 295.9/315.0, min/max reward 70.0/590.0, entropy 0.02786, value loss 26.58800, policy loss -0.01235, distill_loss -152.97218, time 975.61535 min
Updates 61170, num timesteps 39149440, FPS 668, mean/median reward 292.5/295.0, min/max reward 70.0/590.0, entropy 0.03715, value loss 22.90863, policy loss -0.07813, distill_loss -161.50154, time 975.77186 min
Updates 61180, num timesteps 39155840, FPS 668, mean/median reward 297.4/315.0, min/max reward 70.0/590.0, entropy 0.03490, value loss 18.06219, policy loss 0.00042, distill_loss -151.86263, time 975.92583 min
Updates 61190, num timesteps 39162240, FPS 668, mean/median reward 312.7/342.0, min/max reward 70.0/590.0, entropy 0.03424, value loss 22.52552, policy loss -0.02459, distill_loss -169.62762, time 976.08436 min
Updates 61200, num timesteps 39168640, FPS 668, mean/median reward 302.1/324.0, min/max reward 58.0/590.0, entropy 0.05265, value loss 18.84028, policy loss 0.03038, distill_loss -147.89005, time 976.25126 min
Updates 61210, num timesteps 39175040, FPS 668, mean/median reward 294.2/301.0, min/max reward 2.0/566.0, entropy 0.04763, value loss 33.89831, policy loss 0.02525, distill_loss -161.07780, time 976.41124 min
Updates 61220, num timesteps 39181440, FPS 668, mean/median reward 299.0/301.0, min/max reward 2.0/566.0, entropy 0.02634, value loss 23.58331, policy loss -0.01264, distill_loss -155.83066, time 976.52101 min
Updates 61230, num timesteps 39187840, FPS 668, mean/median reward 288.4/292.0, min/max reward 2.0/524.0, entropy 0.04167, value loss 38.82837, policy loss -0.03667, distill_loss -156.05124, time 976.67364 min
Updates 61240, num timesteps 39194240, FPS 668, mean/median reward 281.1/286.0, min/max reward 2.0/524.0, entropy 0.01606, value loss 23.53209, policy loss -0.24365, distill_loss -162.15480, time 976.82010 min
Updates 61250, num timesteps 39200640, FPS 668, mean/median reward 283.3/289.0, min/max reward 2.0/524.0, entropy 0.03133, value loss 19.23646, policy loss 0.00287, distill_loss -163.62431, time 976.97511 min
Updates 61260, num timesteps 39207040, FPS 668, mean/median reward 288.8/292.0, min/max reward 8.0/524.0, entropy 0.03107, value loss 37.67804, policy loss 0.00820, distill_loss -168.96727, time 977.13943 min
Updates 61270, num timesteps 39213440, FPS 668, mean/median reward 294.9/333.0, min/max reward 8.0/606.0, entropy 0.04800, value loss 21.71058, policy loss -0.03976, distill_loss -151.83592, time 977.29705 min
Updates 61280, num timesteps 39219840, FPS 668, mean/median reward 289.1/319.0, min/max reward 1.0/606.0, entropy 0.04021, value loss 45.97322, policy loss -0.14680, distill_loss -165.20992, time 977.45369 min
Updates 61290, num timesteps 39226240, FPS 668, mean/median reward 275.2/280.0, min/max reward 1.0/606.0, entropy 0.03556, value loss 17.73535, policy loss 0.00059, distill_loss -144.70531, time 977.60273 min
Updates 61300, num timesteps 39232640, FPS 668, mean/median reward 288.6/333.0, min/max reward 1.0/606.0, entropy 0.04680, value loss 33.83787, policy loss -0.41765, distill_loss -168.35995, time 977.76108 min
Updates 61310, num timesteps 39239040, FPS 668, mean/median reward 272.8/280.0, min/max reward 1.0/606.0, entropy 0.03806, value loss 22.98070, policy loss 0.01425, distill_loss -157.72177, time 977.91758 min
Updates 61320, num timesteps 39245440, FPS 668, mean/median reward 279.3/274.0, min/max reward 54.0/606.0, entropy 0.02518, value loss 9.21345, policy loss 0.01386, distill_loss -170.47597, time 978.07584 min
Updates 61330, num timesteps 39251840, FPS 668, mean/median reward 265.3/263.0, min/max reward 1.0/550.0, entropy 0.02534, value loss 118.02039, policy loss -0.15718, distill_loss -170.02467, time 978.23341 min
Updates 61340, num timesteps 39258240, FPS 668, mean/median reward 265.7/272.0, min/max reward 1.0/509.0, entropy 0.03287, value loss 29.05790, policy loss -0.05508, distill_loss -163.61414, time 978.43781 min
Updates 61350, num timesteps 39264640, FPS 668, mean/median reward 268.8/263.0, min/max reward 1.0/509.0, entropy 0.02543, value loss 10.69895, policy loss 0.03001, distill_loss -170.91728, time 978.59310 min
Updates 61360, num timesteps 39271040, FPS 668, mean/median reward 278.2/273.0, min/max reward 1.0/467.0, entropy 0.02347, value loss 26.61285, policy loss -0.00895, distill_loss -167.52339, time 978.74912 min
Updates 61370, num timesteps 39277440, FPS 668, mean/median reward 277.2/282.0, min/max reward 1.0/514.0, entropy 0.04613, value loss 14.59885, policy loss -0.01228, distill_loss -162.94086, time 978.89592 min
Updates 61380, num timesteps 39283840, FPS 668, mean/median reward 280.3/300.0, min/max reward 0.0/635.0, entropy 0.03581, value loss 55.98891, policy loss -0.08598, distill_loss -165.68831, time 979.05114 min
Updates 61390, num timesteps 39290240, FPS 668, mean/median reward 278.2/282.0, min/max reward 0.0/635.0, entropy 0.04730, value loss 10.36549, policy loss -0.02262, distill_loss -154.48837, time 979.20842 min
Updates 61400, num timesteps 39296640, FPS 668, mean/median reward 290.8/298.0, min/max reward 0.0/635.0, entropy 0.03285, value loss 43.54378, policy loss 0.04231, distill_loss -166.17023, time 979.36399 min
Updates 61410, num timesteps 39303040, FPS 668, mean/median reward 297.1/300.0, min/max reward 0.0/635.0, entropy 0.02856, value loss 39.79606, policy loss -0.00963, distill_loss -163.63351, time 979.49121 min
Updates 61420, num timesteps 39309440, FPS 668, mean/median reward 308.2/305.0, min/max reward 0.0/635.0, entropy 0.02992, value loss 7.93487, policy loss 0.01540, distill_loss -149.66385, time 979.64573 min
Updates 61430, num timesteps 39315840, FPS 668, mean/median reward 294.2/299.0, min/max reward 0.0/635.0, entropy 0.02975, value loss 29.87366, policy loss 0.00381, distill_loss -163.00200, time 979.80281 min
Updates 61440, num timesteps 39322240, FPS 668, mean/median reward 286.9/298.0, min/max reward 3.0/635.0, entropy 0.02462, value loss 15.36996, policy loss 0.01686, distill_loss -157.11307, time 979.95733 min
Updates 61450, num timesteps 39328640, FPS 668, mean/median reward 289.4/278.0, min/max reward 3.0/635.0, entropy 0.03157, value loss 14.27622, policy loss 0.02631, distill_loss -166.25926, time 980.11202 min
Updates 61460, num timesteps 39335040, FPS 668, mean/median reward 296.0/289.0, min/max reward 3.0/554.0, entropy 0.02388, value loss 10.22458, policy loss 0.02837, distill_loss -159.99254, time 980.26693 min
Updates 61470, num timesteps 39341440, FPS 668, mean/median reward 298.8/289.0, min/max reward 2.0/554.0, entropy 0.02230, value loss 31.34623, policy loss -0.01979, distill_loss -162.88965, time 980.42338 min
Updates 61480, num timesteps 39347840, FPS 668, mean/median reward 287.8/289.0, min/max reward 2.0/528.0, entropy 0.02892, value loss 43.37716, policy loss -0.11348, distill_loss -173.30508, time 980.58083 min
Updates 61490, num timesteps 39354240, FPS 668, mean/median reward 293.8/289.0, min/max reward 2.0/546.0, entropy 0.02818, value loss 100.42910, policy loss -0.29770, distill_loss -163.65646, time 980.74153 min
Updates 61500, num timesteps 39360640, FPS 668, mean/median reward 283.2/289.0, min/max reward 2.0/528.0, entropy 0.02984, value loss 57.33324, policy loss -0.11580, distill_loss -163.66667, time 980.97852 min
Updates 61510, num timesteps 39367040, FPS 668, mean/median reward 281.1/294.0, min/max reward 2.0/604.0, entropy 0.03633, value loss 12.26256, policy loss 0.10251, distill_loss -152.36607, time 981.13580 min
Updates 61520, num timesteps 39373440, FPS 668, mean/median reward 273.4/273.0, min/max reward 5.0/604.0, entropy 0.03033, value loss 46.40321, policy loss -0.00634, distill_loss -160.75204, time 981.29053 min
Updates 61530, num timesteps 39379840, FPS 668, mean/median reward 272.5/276.0, min/max reward 5.0/604.0, entropy 0.03031, value loss 35.98623, policy loss -0.06762, distill_loss -172.32483, time 981.42529 min
Updates 61540, num timesteps 39386240, FPS 668, mean/median reward 286.0/288.0, min/max reward 50.0/604.0, entropy 0.04324, value loss 16.65077, policy loss 0.00404, distill_loss -178.52365, time 981.58555 min
Updates 61550, num timesteps 39392640, FPS 668, mean/median reward 299.2/297.0, min/max reward 88.0/604.0, entropy 0.04262, value loss 15.05402, policy loss 0.01084, distill_loss -154.49966, time 981.73791 min
Updates 61560, num timesteps 39399040, FPS 668, mean/median reward 282.5/280.0, min/max reward 20.0/604.0, entropy 0.04581, value loss 10.48727, policy loss 0.00970, distill_loss -165.73792, time 981.90224 min
Updates 61570, num timesteps 39405440, FPS 668, mean/median reward 291.3/282.0, min/max reward 20.0/537.0, entropy 0.04540, value loss 10.49564, policy loss 0.02336, distill_loss -156.57266, time 982.06146 min
Updates 61580, num timesteps 39411840, FPS 668, mean/median reward 299.4/305.0, min/max reward 20.0/554.0, entropy 0.02429, value loss 25.68697, policy loss -0.07904, distill_loss -173.27785, time 982.21784 min
Updates 61590, num timesteps 39418240, FPS 668, mean/median reward 277.6/282.0, min/max reward 2.0/554.0, entropy 0.03028, value loss 8.58286, policy loss -0.01003, distill_loss -175.44595, time 982.40121 min
Updates 61600, num timesteps 39424640, FPS 668, mean/median reward 277.5/297.0, min/max reward 2.0/554.0, entropy 0.02827, value loss 49.23223, policy loss -0.09185, distill_loss -167.35901, time 982.55435 min
Updates 61610, num timesteps 39431040, FPS 668, mean/median reward 263.2/282.0, min/max reward 1.0/554.0, entropy 0.03937, value loss 46.54916, policy loss -0.26969, distill_loss -163.40181, time 982.71333 min
Updates 61620, num timesteps 39437440, FPS 668, mean/median reward 269.1/290.0, min/max reward 1.0/493.0, entropy 0.03737, value loss 47.57889, policy loss -0.12648, distill_loss -153.58038, time 982.87103 min
Updates 61630, num timesteps 39443840, FPS 668, mean/median reward 274.2/282.0, min/max reward 1.0/493.0, entropy 0.02002, value loss 16.71357, policy loss -0.00843, distill_loss -164.29305, time 983.02459 min
Updates 61640, num timesteps 39450240, FPS 668, mean/median reward 279.8/299.0, min/max reward 1.0/493.0, entropy 0.05092, value loss 14.60015, policy loss 0.01361, distill_loss -164.30084, time 983.18053 min
Updates 61650, num timesteps 39456640, FPS 668, mean/median reward 269.4/290.0, min/max reward 1.0/493.0, entropy 0.03115, value loss 25.90169, policy loss -0.09188, distill_loss -153.78714, time 983.33563 min
Updates 61660, num timesteps 39463040, FPS 668, mean/median reward 281.1/296.0, min/max reward 1.0/559.0, entropy 0.03541, value loss 44.22702, policy loss 0.03813, distill_loss -160.74911, time 983.46669 min
Updates 61670, num timesteps 39469440, FPS 668, mean/median reward 289.7/298.0, min/max reward 1.0/559.0, entropy 0.03409, value loss 16.63486, policy loss -0.01776, distill_loss -162.20850, time 983.56662 min
Updates 61680, num timesteps 39475840, FPS 668, mean/median reward 285.9/293.0, min/max reward 1.0/559.0, entropy 0.03203, value loss 26.81022, policy loss 0.00620, distill_loss -161.59288, time 983.76656 min
Updates 61690, num timesteps 39482240, FPS 668, mean/median reward 323.1/327.0, min/max reward 4.0/582.0, entropy 0.03295, value loss 41.46987, policy loss -0.00530, distill_loss -178.86169, time 983.92505 min
Updates 61700, num timesteps 39488640, FPS 668, mean/median reward 308.8/302.0, min/max reward 4.0/582.0, entropy 0.05134, value loss 9.33426, policy loss 0.02440, distill_loss -163.00040, time 984.08299 min
Updates 61710, num timesteps 39495040, FPS 668, mean/median reward 312.1/302.0, min/max reward 4.0/582.0, entropy 0.03691, value loss 48.77317, policy loss 0.00598, distill_loss -168.24730, time 984.23544 min
Updates 61720, num timesteps 39501440, FPS 668, mean/median reward 301.7/291.0, min/max reward 4.0/582.0, entropy 0.03069, value loss 14.11680, policy loss -0.02705, distill_loss -165.12077, time 984.38966 min
Updates 61730, num timesteps 39507840, FPS 668, mean/median reward 297.5/282.0, min/max reward 4.0/582.0, entropy 0.03556, value loss 27.93761, policy loss -0.20027, distill_loss -162.85313, time 984.52171 min
Updates 61740, num timesteps 39514240, FPS 668, mean/median reward 292.5/281.0, min/max reward 4.0/582.0, entropy 0.05053, value loss 35.63456, policy loss -0.06683, distill_loss -166.30972, time 984.67454 min
Updates 61750, num timesteps 39520640, FPS 668, mean/median reward 282.9/281.0, min/max reward 4.0/582.0, entropy 0.03718, value loss 27.61631, policy loss -0.08001, distill_loss -172.01947, time 984.82888 min
Updates 61760, num timesteps 39527040, FPS 668, mean/median reward 288.7/282.0, min/max reward 4.0/582.0, entropy 0.02814, value loss 74.68282, policy loss 0.03735, distill_loss -167.53421, time 984.99158 min
Updates 61770, num timesteps 39533440, FPS 668, mean/median reward 310.6/315.0, min/max reward 32.0/582.0, entropy 0.03249, value loss 12.58383, policy loss 0.05750, distill_loss -152.31244, time 985.15077 min
Updates 61780, num timesteps 39539840, FPS 668, mean/median reward 302.7/307.0, min/max reward 7.0/557.0, entropy 0.03959, value loss 32.24281, policy loss -0.00995, distill_loss -159.11969, time 985.30795 min
