command line args: main.py --algo i2a --env-name MsPacmanNoFrameskip-v0 --num-processes 100 --port 5555 --log-dir /tmp/gym/MsPacman_dSSM_DET --num-steps 10 --entropy-coef 0.02 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model dSSM_DET
Updates 0, num timesteps 1000, FPS 128, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00074, policy loss -0.00386, distill_loss -0.00363, time 0.13011 min
Updates 30090, num timesteps 30091000, FPS 124, mean/median reward 263.5/265.0, min/max reward 78.0/515.0, entropy 0.08218, value loss 17.44465, policy loss -0.00355, distill_loss -654.97504, time 4041.71306 min
Updates 30100, num timesteps 30101000, FPS 124, mean/median reward 279.6/269.0, min/max reward 78.0/515.0, entropy 0.08466, value loss 13.02341, policy loss -0.01154, distill_loss -692.93304, time 4043.10394 min
Updates 30110, num timesteps 30111000, FPS 124, mean/median reward 288.0/271.0, min/max reward 78.0/515.0, entropy 0.11110, value loss 9.10581, policy loss -0.09747, distill_loss -662.29028, time 4044.51466 min
Updates 30120, num timesteps 30121000, FPS 124, mean/median reward 296.2/273.0, min/max reward 96.0/524.0, entropy 0.10307, value loss 16.23206, policy loss -0.00341, distill_loss -816.62561, time 4045.92370 min
Updates 30130, num timesteps 30131000, FPS 124, mean/median reward 303.5/275.0, min/max reward 96.0/524.0, entropy 0.11623, value loss 17.02924, policy loss -0.02922, distill_loss -746.79205, time 4047.30918 min
Updates 30140, num timesteps 30141000, FPS 124, mean/median reward 302.6/276.0, min/max reward 96.0/524.0, entropy 0.12208, value loss 8.85488, policy loss -0.08146, distill_loss -772.38556, time 4048.68216 min
Updates 30150, num timesteps 30151000, FPS 124, mean/median reward 303.7/277.0, min/max reward 96.0/524.0, entropy 0.10567, value loss 14.45387, policy loss -0.03058, distill_loss -697.60132, time 4050.07668 min
Updates 30160, num timesteps 30161000, FPS 124, mean/median reward 304.5/278.0, min/max reward 96.0/524.0, entropy 0.08847, value loss 21.81701, policy loss -0.02903, distill_loss -721.93628, time 4051.49839 min
Updates 30170, num timesteps 30171000, FPS 124, mean/median reward 304.0/279.0, min/max reward 101.0/524.0, entropy 0.10192, value loss 14.03453, policy loss -0.01956, distill_loss -589.81299, time 4052.90412 min
Updates 30180, num timesteps 30181000, FPS 124, mean/median reward 307.1/280.0, min/max reward 101.0/524.0, entropy 0.12355, value loss 7.02274, policy loss 0.01907, distill_loss -670.52087, time 4054.32207 min
Updates 30190, num timesteps 30191000, FPS 124, mean/median reward 302.6/279.0, min/max reward 101.0/524.0, entropy 0.13460, value loss 24.15694, policy loss 0.04003, distill_loss -639.69946, time 4055.74957 min
Updates 30200, num timesteps 30201000, FPS 124, mean/median reward 300.8/278.0, min/max reward 101.0/524.0, entropy 0.13174, value loss 56.35072, policy loss 0.24673, distill_loss -596.23553, time 4057.16779 min
Updates 30210, num timesteps 30211000, FPS 124, mean/median reward 299.8/278.0, min/max reward 101.0/522.0, entropy 0.10757, value loss 19.61287, policy loss -0.02268, distill_loss -632.56335, time 4058.59907 min
Updates 30220, num timesteps 30221000, FPS 124, mean/median reward 302.0/278.0, min/max reward 183.0/522.0, entropy 0.12470, value loss 6.22343, policy loss 0.00011, distill_loss -695.04230, time 4060.00947 min
Updates 30230, num timesteps 30231000, FPS 124, mean/median reward 295.1/278.0, min/max reward 183.0/516.0, entropy 0.10352, value loss 5.28827, policy loss -0.03426, distill_loss -718.38715, time 4061.43954 min
Updates 30240, num timesteps 30241000, FPS 124, mean/median reward 293.4/278.0, min/max reward 183.0/516.0, entropy 0.12458, value loss 8.16615, policy loss 0.03102, distill_loss -691.24017, time 4062.86017 min
Updates 30250, num timesteps 30251000, FPS 124, mean/median reward 293.8/279.0, min/max reward 183.0/516.0, entropy 0.12072, value loss 22.47459, policy loss 0.01252, distill_loss -663.91376, time 4064.27820 min
Updates 30260, num timesteps 30261000, FPS 124, mean/median reward 295.4/279.0, min/max reward 183.0/524.0, entropy 0.09222, value loss 7.84713, policy loss -0.06043, distill_loss -613.10059, time 4065.69670 min
Updates 30270, num timesteps 30271000, FPS 124, mean/median reward 289.5/277.0, min/max reward 183.0/524.0, entropy 0.07932, value loss 54.57545, policy loss 0.12295, distill_loss -688.13342, time 4067.10191 min
Updates 30280, num timesteps 30281000, FPS 124, mean/median reward 287.7/276.0, min/max reward 183.0/524.0, entropy 0.09102, value loss 11.60223, policy loss -0.01717, distill_loss -706.78888, time 4068.52591 min
Updates 30290, num timesteps 30291000, FPS 124, mean/median reward 286.4/276.0, min/max reward 183.0/524.0, entropy 0.09900, value loss 31.08357, policy loss 0.04816, distill_loss -636.36554, time 4069.93176 min
Updates 30300, num timesteps 30301000, FPS 124, mean/median reward 284.9/275.0, min/max reward 113.0/524.0, entropy 0.07817, value loss 17.53082, policy loss -0.02837, distill_loss -605.01904, time 4071.33990 min
Updates 30310, num timesteps 30311000, FPS 124, mean/median reward 283.8/274.0, min/max reward 113.0/524.0, entropy 0.10216, value loss 15.30974, policy loss -0.05550, distill_loss -643.85803, time 4072.76657 min
Updates 30320, num timesteps 30321000, FPS 124, mean/median reward 283.4/273.0, min/max reward 113.0/373.0, entropy 0.06487, value loss 23.56792, policy loss -0.00328, distill_loss -654.71765, time 4074.18680 min
Updates 30330, num timesteps 30331000, FPS 124, mean/median reward 284.6/273.0, min/max reward 113.0/373.0, entropy 0.10186, value loss 13.58622, policy loss -0.01350, distill_loss -728.57458, time 4075.62076 min
Updates 30340, num timesteps 30341000, FPS 124, mean/median reward 283.6/273.0, min/max reward 113.0/371.0, entropy 0.11274, value loss 27.72918, policy loss -0.04608, distill_loss -669.87683, time 4077.03503 min
Updates 30350, num timesteps 30351000, FPS 124, mean/median reward 286.3/273.0, min/max reward 113.0/510.0, entropy 0.12664, value loss 14.30102, policy loss -0.00686, distill_loss -641.98950, time 4078.45300 min
Updates 30360, num timesteps 30361000, FPS 124, mean/median reward 289.2/274.0, min/max reward 113.0/510.0, entropy 0.11612, value loss 8.89666, policy loss -0.03765, distill_loss -673.36786, time 4079.87625 min
Updates 30370, num timesteps 30371000, FPS 124, mean/median reward 291.3/275.0, min/max reward 113.0/510.0, entropy 0.13196, value loss 11.36690, policy loss -0.02944, distill_loss -589.86505, time 4081.29647 min
Updates 30380, num timesteps 30381000, FPS 124, mean/median reward 294.8/275.0, min/max reward 200.0/510.0, entropy 0.10942, value loss 25.59302, policy loss 0.08197, distill_loss -628.01520, time 4082.70461 min
Updates 30390, num timesteps 30391000, FPS 124, mean/median reward 295.5/276.0, min/max reward 200.0/510.0, entropy 0.11112, value loss 7.99209, policy loss -0.05816, distill_loss -634.62921, time 4084.13598 min
Updates 30400, num timesteps 30401000, FPS 124, mean/median reward 299.0/277.0, min/max reward 200.0/510.0, entropy 0.12905, value loss 20.01055, policy loss -0.13047, distill_loss -583.78265, time 4085.56318 min
Updates 30410, num timesteps 30411000, FPS 124, mean/median reward 297.4/277.0, min/max reward 200.0/510.0, entropy 0.07273, value loss 7.91284, policy loss -0.08084, distill_loss -641.30896, time 4087.00787 min
Updates 30420, num timesteps 30421000, FPS 124, mean/median reward 295.2/276.0, min/max reward 209.0/510.0, entropy 0.08075, value loss 53.39678, policy loss 0.03929, distill_loss -713.75275, time 4088.44294 min
Updates 30430, num timesteps 30431000, FPS 124, mean/median reward 292.7/277.0, min/max reward 209.0/503.0, entropy 0.07133, value loss 8.37572, policy loss -0.00887, distill_loss -691.03162, time 4089.87845 min
Updates 30440, num timesteps 30441000, FPS 124, mean/median reward 294.0/278.0, min/max reward 211.0/500.0, entropy 0.09409, value loss 6.94967, policy loss -0.02545, distill_loss -674.88043, time 4091.29687 min
Updates 30450, num timesteps 30451000, FPS 124, mean/median reward 293.4/279.0, min/max reward 191.0/500.0, entropy 0.12562, value loss 16.68012, policy loss -0.04571, distill_loss -675.68951, time 4092.72325 min
Updates 30460, num timesteps 30461000, FPS 124, mean/median reward 298.1/282.0, min/max reward 175.0/511.0, entropy 0.09031, value loss 12.33927, policy loss -0.04653, distill_loss -700.80927, time 4094.14309 min
Updates 30470, num timesteps 30471000, FPS 124, mean/median reward 297.7/283.0, min/max reward 175.0/511.0, entropy 0.12678, value loss 23.05849, policy loss -0.05728, distill_loss -588.04803, time 4095.54548 min
Updates 30480, num timesteps 30481000, FPS 123, mean/median reward 298.0/283.0, min/max reward 175.0/511.0, entropy 0.08216, value loss 8.42493, policy loss 0.01296, distill_loss -632.95941, time 4096.94262 min
Updates 30490, num timesteps 30491000, FPS 123, mean/median reward 297.8/282.0, min/max reward 175.0/511.0, entropy 0.07270, value loss 23.88572, policy loss 0.00837, distill_loss -681.67224, time 4098.34773 min
Updates 30500, num timesteps 30501000, FPS 123, mean/median reward 304.8/285.0, min/max reward 175.0/511.0, entropy 0.08183, value loss 28.91966, policy loss -0.02300, distill_loss -649.00873, time 4099.76870 min
Updates 30510, num timesteps 30511000, FPS 123, mean/median reward 306.0/284.0, min/max reward 175.0/516.0, entropy 0.08878, value loss 58.22701, policy loss 0.13355, distill_loss -732.25165, time 4101.19623 min
Updates 30520, num timesteps 30521000, FPS 123, mean/median reward 308.9/288.0, min/max reward 175.0/516.0, entropy 0.11313, value loss 15.72891, policy loss 0.03017, distill_loss -743.11871, time 4102.58808 min
Updates 30530, num timesteps 30531000, FPS 123, mean/median reward 314.5/294.0, min/max reward 182.0/516.0, entropy 0.11238, value loss 37.34417, policy loss -0.01149, distill_loss -647.56146, time 4103.99229 min
Updates 30540, num timesteps 30541000, FPS 123, mean/median reward 312.0/289.0, min/max reward 182.0/516.0, entropy 0.08205, value loss 7.34289, policy loss -0.03500, distill_loss -722.73602, time 4105.40469 min
Updates 30550, num timesteps 30551000, FPS 123, mean/median reward 317.3/293.0, min/max reward 182.0/516.0, entropy 0.10143, value loss 13.60924, policy loss -0.03147, distill_loss -695.94727, time 4106.80095 min
Updates 30560, num timesteps 30561000, FPS 123, mean/median reward 320.8/294.0, min/max reward 187.0/516.0, entropy 0.09874, value loss 23.89875, policy loss -0.03925, distill_loss -726.09204, time 4108.19628 min
Updates 30570, num timesteps 30571000, FPS 123, mean/median reward 321.7/294.0, min/max reward 187.0/520.0, entropy 0.08160, value loss 4.17567, policy loss 0.01637, distill_loss -737.38739, time 4109.60572 min
Updates 30580, num timesteps 30581000, FPS 123, mean/median reward 319.9/287.0, min/max reward 213.0/520.0, entropy 0.08272, value loss 15.68420, policy loss -0.02078, distill_loss -707.13354, time 4111.00909 min
Updates 30590, num timesteps 30591000, FPS 123, mean/median reward 325.8/291.0, min/max reward 213.0/520.0, entropy 0.10594, value loss 4.61917, policy loss -0.05215, distill_loss -702.85736, time 4112.42348 min
Updates 30600, num timesteps 30601000, FPS 123, mean/median reward 322.8/291.0, min/max reward 178.0/520.0, entropy 0.08328, value loss 9.05485, policy loss -0.00694, distill_loss -781.11810, time 4113.82177 min
Updates 30610, num timesteps 30611000, FPS 123, mean/median reward 324.9/293.0, min/max reward 178.0/523.0, entropy 0.08358, value loss 17.77852, policy loss 0.05295, distill_loss -809.00037, time 4115.22828 min
Updates 30620, num timesteps 30621000, FPS 123, mean/median reward 322.6/290.0, min/max reward 178.0/523.0, entropy 0.14462, value loss 18.44572, policy loss -0.01988, distill_loss -710.25629, time 4116.63055 min
Updates 30630, num timesteps 30631000, FPS 123, mean/median reward 324.1/295.0, min/max reward 178.0/523.0, entropy 0.11702, value loss 82.48499, policy loss 0.32002, distill_loss -709.67853, time 4118.01232 min
Updates 30640, num timesteps 30641000, FPS 123, mean/median reward 325.0/303.0, min/max reward 178.0/523.0, entropy 0.09871, value loss 86.31326, policy loss 0.18472, distill_loss -633.14752, time 4119.40118 min
Updates 30650, num timesteps 30651000, FPS 123, mean/median reward 320.6/296.0, min/max reward 178.0/523.0, entropy 0.10302, value loss 6.21811, policy loss 0.00616, distill_loss -595.75922, time 4120.79654 min
Updates 30660, num timesteps 30661000, FPS 123, mean/median reward 316.5/293.0, min/max reward 178.0/523.0, entropy 0.10789, value loss 17.11196, policy loss -0.01182, distill_loss -603.43030, time 4122.20910 min
Updates 30670, num timesteps 30671000, FPS 123, mean/median reward 318.2/296.0, min/max reward 178.0/523.0, entropy 0.09767, value loss 27.67965, policy loss -0.01185, distill_loss -604.84210, time 4123.64268 min
Updates 30680, num timesteps 30681000, FPS 123, mean/median reward 315.6/293.0, min/max reward 176.0/523.0, entropy 0.09762, value loss 13.90837, policy loss -0.01130, distill_loss -689.53424, time 4125.06224 min
Updates 30690, num timesteps 30691000, FPS 123, mean/median reward 308.0/291.0, min/max reward 176.0/523.0, entropy 0.11548, value loss 46.58625, policy loss -0.07704, distill_loss -662.94678, time 4126.47501 min
Updates 30700, num timesteps 30701000, FPS 123, mean/median reward 305.4/290.0, min/max reward 176.0/523.0, entropy 0.13477, value loss 8.43549, policy loss 0.02433, distill_loss -711.94238, time 4127.88338 min
Updates 30710, num timesteps 30711000, FPS 123, mean/median reward 295.1/284.0, min/max reward 74.0/514.0, entropy 0.14894, value loss 58.18604, policy loss 0.06619, distill_loss -603.71704, time 4129.32179 min
Updates 30720, num timesteps 30721000, FPS 123, mean/median reward 288.4/278.0, min/max reward 74.0/514.0, entropy 0.13767, value loss 27.83706, policy loss -0.00828, distill_loss -588.28137, time 4130.71467 min
Updates 30730, num timesteps 30731000, FPS 123, mean/median reward 283.6/277.0, min/max reward 74.0/514.0, entropy 0.12741, value loss 14.03081, policy loss -0.00551, distill_loss -665.19427, time 4132.12303 min
Updates 30740, num timesteps 30741000, FPS 123, mean/median reward 280.0/276.0, min/max reward 74.0/514.0, entropy 0.14016, value loss 42.84602, policy loss 0.19481, distill_loss -632.80334, time 4133.54717 min
Updates 30750, num timesteps 30751000, FPS 123, mean/median reward 276.0/276.0, min/max reward 74.0/495.0, entropy 0.13464, value loss 15.00391, policy loss -0.05384, distill_loss -560.87592, time 4134.94415 min
Updates 30760, num timesteps 30761000, FPS 123, mean/median reward 271.4/262.0, min/max reward 74.0/495.0, entropy 0.11975, value loss 12.77551, policy loss -0.03422, distill_loss -695.61957, time 4136.35707 min
Updates 30770, num timesteps 30771000, FPS 123, mean/median reward 271.6/261.0, min/max reward 74.0/495.0, entropy 0.16105, value loss 11.01913, policy loss 0.02425, distill_loss -715.00854, time 4137.77103 min
Updates 30780, num timesteps 30781000, FPS 123, mean/median reward 270.3/258.0, min/max reward 74.0/495.0, entropy 0.13356, value loss 5.75592, policy loss -0.03620, distill_loss -761.95911, time 4139.18367 min
Updates 30790, num timesteps 30791000, FPS 123, mean/median reward 276.4/265.0, min/max reward 80.0/495.0, entropy 0.13626, value loss 34.99907, policy loss 0.08565, distill_loss -762.51746, time 4140.60072 min
Updates 30800, num timesteps 30801000, FPS 123, mean/median reward 280.9/271.0, min/max reward 80.0/513.0, entropy 0.10572, value loss 11.60134, policy loss -0.06225, distill_loss -654.49780, time 4141.97432 min
Updates 30810, num timesteps 30811000, FPS 123, mean/median reward 277.0/262.0, min/max reward 80.0/513.0, entropy 0.10735, value loss 11.34472, policy loss -0.01300, distill_loss -595.30927, time 4143.39021 min
Updates 30820, num timesteps 30821000, FPS 123, mean/median reward 276.4/262.0, min/max reward 80.0/513.0, entropy 0.11545, value loss 10.41022, policy loss -0.00928, distill_loss -624.21735, time 4144.79422 min
Updates 30830, num timesteps 30831000, FPS 123, mean/median reward 274.8/262.0, min/max reward 80.0/513.0, entropy 0.12196, value loss 11.05175, policy loss 0.06586, distill_loss -541.68903, time 4146.21791 min
Updates 30840, num timesteps 30841000, FPS 123, mean/median reward 279.4/262.0, min/max reward 194.0/513.0, entropy 0.11003, value loss 16.42559, policy loss -0.11579, distill_loss -596.93512, time 4147.61528 min
Updates 30850, num timesteps 30851000, FPS 123, mean/median reward 283.8/266.0, min/max reward 204.0/513.0, entropy 0.09716, value loss 21.61914, policy loss -0.01280, distill_loss -658.52728, time 4149.02755 min
Updates 30860, num timesteps 30861000, FPS 123, mean/median reward 282.4/265.0, min/max reward 204.0/513.0, entropy 0.09424, value loss 7.37505, policy loss -0.04352, distill_loss -713.67615, time 4150.45219 min
Updates 30870, num timesteps 30871000, FPS 123, mean/median reward 285.5/269.0, min/max reward 204.0/513.0, entropy 0.11324, value loss 9.46223, policy loss -0.10003, distill_loss -765.98486, time 4151.85126 min
Updates 30880, num timesteps 30881000, FPS 123, mean/median reward 287.8/270.0, min/max reward 204.0/513.0, entropy 0.14746, value loss 9.31675, policy loss 0.08142, distill_loss -741.72675, time 4153.23075 min
Updates 30890, num timesteps 30891000, FPS 123, mean/median reward 291.5/276.0, min/max reward 195.0/513.0, entropy 0.11671, value loss 5.98989, policy loss -0.05752, distill_loss -652.05414, time 4154.63147 min
Updates 30900, num timesteps 30901000, FPS 123, mean/median reward 298.0/277.0, min/max reward 195.0/513.0, entropy 0.13856, value loss 18.10136, policy loss -0.01968, distill_loss -593.80127, time 4156.03011 min
Updates 30910, num timesteps 30911000, FPS 123, mean/median reward 298.0/277.0, min/max reward 195.0/491.0, entropy 0.10006, value loss 22.12052, policy loss 0.02921, distill_loss -693.53326, time 4157.45393 min
Updates 30920, num timesteps 30921000, FPS 123, mean/median reward 295.3/277.0, min/max reward 195.0/491.0, entropy 0.11002, value loss 17.06083, policy loss -0.02793, distill_loss -608.86395, time 4158.85348 min
Updates 30930, num timesteps 30931000, FPS 123, mean/median reward 294.0/277.0, min/max reward 195.0/373.0, entropy 0.11230, value loss 8.12779, policy loss 0.09813, distill_loss -668.56531, time 4160.25543 min
Updates 30940, num timesteps 30941000, FPS 123, mean/median reward 290.2/276.0, min/max reward 185.0/522.0, entropy 0.12386, value loss 12.46040, policy loss -0.06222, distill_loss -607.41504, time 4161.67149 min
Updates 30950, num timesteps 30951000, FPS 123, mean/median reward 290.2/276.0, min/max reward 185.0/522.0, entropy 0.11957, value loss 37.95503, policy loss 0.12037, distill_loss -709.51215, time 4163.08675 min
Updates 30960, num timesteps 30961000, FPS 123, mean/median reward 296.4/276.0, min/max reward 185.0/526.0, entropy 0.13338, value loss 10.20049, policy loss -0.07510, distill_loss -626.83923, time 4164.47818 min
Updates 30970, num timesteps 30971000, FPS 123, mean/median reward 293.7/275.0, min/max reward 185.0/526.0, entropy 0.10664, value loss 128.71513, policy loss 0.34632, distill_loss -640.40637, time 4165.87486 min
Updates 30980, num timesteps 30981000, FPS 123, mean/median reward 291.9/274.0, min/max reward 185.0/526.0, entropy 0.08786, value loss 34.07473, policy loss -0.16462, distill_loss -569.62616, time 4167.26447 min
Updates 30990, num timesteps 30991000, FPS 123, mean/median reward 289.3/272.0, min/max reward 72.0/526.0, entropy 0.13454, value loss 20.44380, policy loss -0.16926, distill_loss -543.49677, time 4168.66016 min
Updates 31000, num timesteps 31001000, FPS 123, mean/median reward 291.2/272.0, min/max reward 72.0/526.0, entropy 0.08820, value loss 21.83596, policy loss -0.06468, distill_loss -852.56293, time 4170.02989 min
Updates 31010, num timesteps 31011000, FPS 123, mean/median reward 288.7/269.0, min/max reward 72.0/526.0, entropy 0.04864, value loss 2.63616, policy loss -0.03755, distill_loss -777.05408, time 4171.40107 min
Updates 31020, num timesteps 31021000, FPS 123, mean/median reward 281.0/266.0, min/max reward -8.0/526.0, entropy 0.13073, value loss 2.04346, policy loss -0.00647, distill_loss -699.06757, time 4172.74804 min
Updates 31030, num timesteps 31031000, FPS 123, mean/median reward 252.0/248.0, min/max reward -8.0/512.0, entropy 0.20821, value loss 7.24835, policy loss 0.12312, distill_loss -553.40460, time 4174.15621 min
Updates 31040, num timesteps 31041000, FPS 123, mean/median reward 231.2/234.0, min/max reward -8.0/512.0, entropy 0.07701, value loss 34.61211, policy loss 0.07937, distill_loss -541.11212, time 4175.53762 min
Updates 31050, num timesteps 31051000, FPS 123, mean/median reward 184.1/193.0, min/max reward -11.0/497.0, entropy 0.24694, value loss 4.39268, policy loss 0.02255, distill_loss -563.37793, time 4176.90837 min
Updates 31060, num timesteps 31061000, FPS 123, mean/median reward 143.1/153.0, min/max reward -11.0/497.0, entropy 0.11743, value loss 4.12703, policy loss -0.01441, distill_loss -459.42093, time 4178.27355 min
Updates 31070, num timesteps 31071000, FPS 123, mean/median reward 126.1/125.0, min/max reward -11.0/357.0, entropy 0.16360, value loss 4.45304, policy loss -0.01376, distill_loss -515.37732, time 4179.65181 min
Updates 31080, num timesteps 31081000, FPS 123, mean/median reward 114.5/93.0, min/max reward -11.0/357.0, entropy 0.15196, value loss 7.59348, policy loss -0.03943, distill_loss -494.51666, time 4181.02898 min
Updates 31090, num timesteps 31091000, FPS 123, mean/median reward 100.1/75.0, min/max reward -11.0/357.0, entropy 0.13948, value loss 7.20720, policy loss 0.04726, distill_loss -468.17105, time 4182.42968 min
Updates 31100, num timesteps 31101000, FPS 123, mean/median reward 81.2/48.0, min/max reward -8.0/315.0, entropy 0.12403, value loss 8.71758, policy loss 0.01830, distill_loss -467.32236, time 4183.82367 min
Updates 31110, num timesteps 31111000, FPS 123, mean/median reward 69.2/48.0, min/max reward -8.0/234.0, entropy 0.11990, value loss 25.15452, policy loss -0.06392, distill_loss -356.82251, time 4185.19602 min
Updates 31120, num timesteps 31121000, FPS 123, mean/median reward 63.1/48.0, min/max reward -8.0/219.0, entropy 0.09734, value loss 16.66153, policy loss -0.02869, distill_loss -348.02722, time 4186.57306 min
Updates 31130, num timesteps 31131000, FPS 123, mean/median reward 61.4/50.0, min/max reward -3.0/214.0, entropy 0.09535, value loss 130.69557, policy loss 0.23146, distill_loss -375.32916, time 4187.93597 min
Updates 31140, num timesteps 31141000, FPS 123, mean/median reward 62.7/51.0, min/max reward -3.0/214.0, entropy 0.12597, value loss 12.13192, policy loss 0.04003, distill_loss -443.34735, time 4189.26070 min
Updates 31150, num timesteps 31151000, FPS 123, mean/median reward 63.1/54.0, min/max reward -3.0/214.0, entropy 0.16210, value loss 17.29085, policy loss 0.02723, distill_loss -533.75250, time 4190.56911 min
Updates 31160, num timesteps 31161000, FPS 123, mean/median reward 70.0/60.0, min/max reward 22.0/258.0, entropy 0.13184, value loss 6.41660, policy loss -0.03772, distill_loss -587.93469, time 4191.93418 min
Updates 31170, num timesteps 31171000, FPS 123, mean/median reward 90.8/76.0, min/max reward 23.0/515.0, entropy 0.16321, value loss 12.10819, policy loss 0.01779, distill_loss -612.89752, time 4193.28039 min
Updates 31180, num timesteps 31181000, FPS 123, mean/median reward 119.0/86.0, min/max reward 23.0/515.0, entropy 0.10762, value loss 13.23511, policy loss 0.00268, distill_loss -622.53076, time 4194.62305 min
Updates 31190, num timesteps 31191000, FPS 123, mean/median reward 144.8/103.0, min/max reward 23.0/515.0, entropy 0.07898, value loss 22.02332, policy loss -0.00360, distill_loss -623.96771, time 4195.98354 min
Updates 31200, num timesteps 31201000, FPS 123, mean/median reward 171.1/146.0, min/max reward 23.0/515.0, entropy 0.11812, value loss 11.93695, policy loss -0.03437, distill_loss -521.09668, time 4197.36999 min
Updates 31210, num timesteps 31211000, FPS 123, mean/median reward 192.5/222.0, min/max reward 23.0/515.0, entropy 0.10197, value loss 31.81015, policy loss -0.05122, distill_loss -485.39206, time 4198.79271 min
Updates 31220, num timesteps 31221000, FPS 123, mean/median reward 202.0/228.0, min/max reward 23.0/515.0, entropy 0.11796, value loss 21.32202, policy loss -0.05858, distill_loss -608.21899, time 4200.20007 min
Updates 31230, num timesteps 31231000, FPS 123, mean/median reward 228.7/239.0, min/max reward 52.0/515.0, entropy 0.11471, value loss 5.25193, policy loss 0.00748, distill_loss -721.63458, time 4201.61140 min
Updates 31240, num timesteps 31241000, FPS 123, mean/median reward 243.5/245.0, min/max reward 67.0/515.0, entropy 0.13286, value loss 7.48463, policy loss -0.00298, distill_loss -698.29474, time 4203.04130 min
Updates 31250, num timesteps 31251000, FPS 123, mean/median reward 246.8/247.0, min/max reward 67.0/359.0, entropy 0.13934, value loss 16.69887, policy loss -0.05876, distill_loss -714.70813, time 4204.42259 min
Updates 31260, num timesteps 31261000, FPS 123, mean/median reward 252.9/252.0, min/max reward 76.0/359.0, entropy 0.15412, value loss 8.43112, policy loss -0.05183, distill_loss -689.33490, time 4205.81243 min
Updates 31270, num timesteps 31271000, FPS 123, mean/median reward 263.7/257.0, min/max reward 76.0/535.0, entropy 0.13143, value loss 18.81232, policy loss 0.05725, distill_loss -672.16626, time 4207.20825 min
Updates 31280, num timesteps 31281000, FPS 123, mean/median reward 275.2/272.0, min/max reward 76.0/535.0, entropy 0.12558, value loss 19.15587, policy loss -0.01371, distill_loss -597.17664, time 4208.61164 min
Updates 31290, num timesteps 31291000, FPS 123, mean/median reward 282.1/275.0, min/max reward 76.0/535.0, entropy 0.07769, value loss 14.17750, policy loss -0.05141, distill_loss -567.50964, time 4210.01915 min
Updates 31300, num timesteps 31301000, FPS 123, mean/median reward 286.1/276.0, min/max reward 97.0/535.0, entropy 0.10612, value loss 11.10367, policy loss -0.07018, distill_loss -621.79279, time 4211.42404 min
Updates 31310, num timesteps 31311000, FPS 123, mean/median reward 285.9/277.0, min/max reward 97.0/535.0, entropy 0.09789, value loss 44.46225, policy loss 0.07073, distill_loss -684.07971, time 4212.83711 min
Updates 31320, num timesteps 31321000, FPS 123, mean/median reward 286.8/277.0, min/max reward 97.0/535.0, entropy 0.12643, value loss 17.52486, policy loss 0.02732, distill_loss -803.96094, time 4214.25815 min
Updates 31330, num timesteps 31331000, FPS 123, mean/median reward 290.6/278.0, min/max reward 97.0/535.0, entropy 0.11831, value loss 11.71785, policy loss -0.00858, distill_loss -781.13812, time 4215.65600 min
Updates 31340, num timesteps 31341000, FPS 123, mean/median reward 294.4/281.0, min/max reward 211.0/535.0, entropy 0.10458, value loss 51.79735, policy loss 0.17513, distill_loss -821.21692, time 4217.05130 min
Updates 31350, num timesteps 31351000, FPS 123, mean/median reward 302.7/283.0, min/max reward 211.0/535.0, entropy 0.08919, value loss 10.28234, policy loss 0.03885, distill_loss -724.92078, time 4218.41478 min
Updates 31360, num timesteps 31361000, FPS 123, mean/median reward 306.1/287.0, min/max reward 211.0/535.0, entropy 0.07973, value loss 14.91632, policy loss -0.03558, distill_loss -711.79675, time 4219.80909 min
Updates 31370, num timesteps 31371000, FPS 123, mean/median reward 308.3/290.0, min/max reward 211.0/508.0, entropy 0.05515, value loss 5.81001, policy loss -0.00983, distill_loss -620.20898, time 4221.18291 min
Updates 31380, num timesteps 31381000, FPS 123, mean/median reward 306.0/287.0, min/max reward 220.0/508.0, entropy 0.05365, value loss 65.23763, policy loss 0.02171, distill_loss -624.33875, time 4222.55504 min
Updates 31390, num timesteps 31391000, FPS 123, mean/median reward 307.0/289.0, min/max reward 220.0/508.0, entropy 0.04908, value loss 13.66724, policy loss 0.01359, distill_loss -784.85394, time 4223.93746 min
Updates 31400, num timesteps 31401000, FPS 123, mean/median reward 305.9/289.0, min/max reward 199.0/378.0, entropy 0.08402, value loss 7.99161, policy loss -0.04174, distill_loss -686.27618, time 4225.30188 min
Updates 31410, num timesteps 31411000, FPS 123, mean/median reward 306.7/289.0, min/max reward 199.0/378.0, entropy 0.05136, value loss 21.78608, policy loss -0.00044, distill_loss -727.34717, time 4226.65564 min
Updates 31420, num timesteps 31421000, FPS 123, mean/median reward 306.0/288.0, min/max reward 199.0/378.0, entropy 0.05161, value loss 2.59731, policy loss -0.01355, distill_loss -728.53149, time 4228.01197 min
Updates 31430, num timesteps 31431000, FPS 123, mean/median reward 304.8/289.0, min/max reward 186.0/378.0, entropy 0.06273, value loss 12.33376, policy loss -0.01059, distill_loss -666.76550, time 4229.35688 min
Updates 31440, num timesteps 31441000, FPS 123, mean/median reward 301.3/280.0, min/max reward 185.0/499.0, entropy 0.07220, value loss 12.78582, policy loss 0.09550, distill_loss -603.34631, time 4230.74361 min
