command line args: main.py --env-name RegularMiniPacmanNoFrameskip-v0 --algo i2a --environment-model MiniModel --distill-coef 10 --entropy-coef 0.02 --num-stack 1 --num-processes 128 --port 5027
Updates 0, num timesteps 640, FPS 100, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60800, value loss 2.21387, policy loss 1.83457, distill_loss -0.04561, time 0.10619 min
Updates 71240, num timesteps 45594240, FPS 434, mean/median reward 101.8/107.0, min/max reward 1.0/366.0, entropy 0.38128, value loss 1.25904, policy loss -0.08448, distill_loss -143.76633, time 1748.02929 min
Updates 71250, num timesteps 45600640, FPS 434, mean/median reward 100.7/104.0, min/max reward 1.0/366.0, entropy 0.49514, value loss 2.75322, policy loss -0.02199, distill_loss -121.59100, time 1748.26522 min
Updates 71260, num timesteps 45607040, FPS 434, mean/median reward 103.5/102.0, min/max reward 1.0/292.0, entropy 0.57145, value loss 3.68342, policy loss -0.02279, distill_loss -132.36484, time 1748.51474 min
Updates 71270, num timesteps 45613440, FPS 434, mean/median reward 105.0/101.0, min/max reward 1.0/292.0, entropy 0.39448, value loss 4.12898, policy loss -0.03984, distill_loss -151.68794, time 1748.74033 min
Updates 71280, num timesteps 45619840, FPS 434, mean/median reward 101.9/102.0, min/max reward 1.0/276.0, entropy 0.46723, value loss 4.14870, policy loss 0.00993, distill_loss -135.47264, time 1748.98145 min
Updates 71290, num timesteps 45626240, FPS 434, mean/median reward 100.0/101.0, min/max reward 1.0/276.0, entropy 0.46724, value loss 19.08119, policy loss -0.01526, distill_loss -145.37546, time 1749.21254 min
Updates 71300, num timesteps 45632640, FPS 434, mean/median reward 101.1/104.0, min/max reward 1.0/292.0, entropy 0.43618, value loss 2.36495, policy loss 0.00761, distill_loss -170.01625, time 1749.38850 min
Updates 71310, num timesteps 45639040, FPS 434, mean/median reward 102.5/106.0, min/max reward 1.0/292.0, entropy 0.46266, value loss 11.57192, policy loss -0.14028, distill_loss -153.73869, time 1749.64976 min
Updates 71320, num timesteps 45645440, FPS 434, mean/median reward 103.6/106.0, min/max reward 1.0/292.0, entropy 0.50092, value loss 12.58076, policy loss 0.13368, distill_loss -149.09874, time 1749.85305 min
Updates 71330, num timesteps 45651840, FPS 434, mean/median reward 97.7/105.0, min/max reward 1.0/276.0, entropy 0.48894, value loss 15.57202, policy loss -0.00689, distill_loss -138.34358, time 1750.14545 min
Updates 71340, num timesteps 45658240, FPS 434, mean/median reward 98.2/105.0, min/max reward 1.0/276.0, entropy 0.53162, value loss 14.99835, policy loss -0.02037, distill_loss -130.45360, time 1750.34767 min
Updates 71350, num timesteps 45664640, FPS 434, mean/median reward 93.7/104.0, min/max reward 1.0/276.0, entropy 0.55954, value loss 4.46045, policy loss -0.11011, distill_loss -134.71909, time 1750.54894 min
Updates 71360, num timesteps 45671040, FPS 434, mean/median reward 91.4/102.0, min/max reward 0.0/276.0, entropy 0.56708, value loss 8.56420, policy loss -0.16245, distill_loss -127.82617, time 1750.75411 min
Updates 71370, num timesteps 45677440, FPS 434, mean/median reward 90.8/100.0, min/max reward 0.0/276.0, entropy 0.57444, value loss 8.36437, policy loss -0.01208, distill_loss -135.72263, time 1750.94640 min
Updates 71380, num timesteps 45683840, FPS 434, mean/median reward 92.3/99.0, min/max reward 1.0/289.0, entropy 0.56518, value loss 2.06765, policy loss -0.00632, distill_loss -129.99284, time 1751.14051 min
Updates 71390, num timesteps 45690240, FPS 434, mean/median reward 97.2/103.0, min/max reward 0.0/289.0, entropy 0.48990, value loss 14.12763, policy loss 0.15744, distill_loss -142.10828, time 1751.39295 min
Updates 71400, num timesteps 45696640, FPS 434, mean/median reward 95.4/102.0, min/max reward 0.0/276.0, entropy 0.40563, value loss 5.93599, policy loss -0.07002, distill_loss -142.07115, time 1751.65245 min
Updates 71410, num timesteps 45703040, FPS 434, mean/median reward 99.4/108.0, min/max reward 0.0/276.0, entropy 0.49662, value loss 8.11922, policy loss 0.03409, distill_loss -171.41757, time 1751.89292 min
Updates 71420, num timesteps 45709440, FPS 434, mean/median reward 98.9/106.0, min/max reward 0.0/276.0, entropy 0.50594, value loss 4.32374, policy loss -0.03903, distill_loss -137.93903, time 1752.10104 min
Updates 71430, num timesteps 45715840, FPS 434, mean/median reward 95.7/102.0, min/max reward 0.0/341.0, entropy 0.51008, value loss 3.14300, policy loss -0.09492, distill_loss -146.53316, time 1752.32596 min
Updates 71440, num timesteps 45722240, FPS 434, mean/median reward 94.5/102.0, min/max reward 1.0/341.0, entropy 0.51509, value loss 3.33197, policy loss -0.04700, distill_loss -152.31458, time 1752.54256 min
Updates 71450, num timesteps 45728640, FPS 434, mean/median reward 94.7/102.0, min/max reward 1.0/276.0, entropy 0.57006, value loss 4.62969, policy loss -0.06371, distill_loss -136.48329, time 1752.80797 min
Updates 71460, num timesteps 45735040, FPS 434, mean/median reward 89.7/101.0, min/max reward 0.0/276.0, entropy 0.59230, value loss 1.63863, policy loss -0.05267, distill_loss -117.75319, time 1753.02231 min
Updates 71470, num timesteps 45741440, FPS 434, mean/median reward 92.5/99.0, min/max reward 0.0/276.0, entropy 0.54935, value loss 3.64949, policy loss -0.01345, distill_loss -131.98289, time 1753.20130 min
Updates 71480, num timesteps 45747840, FPS 434, mean/median reward 92.5/101.0, min/max reward 0.0/276.0, entropy 0.53452, value loss 5.77840, policy loss -0.04404, distill_loss -122.61737, time 1753.42326 min
Updates 71490, num timesteps 45754240, FPS 434, mean/median reward 90.4/99.0, min/max reward 0.0/276.0, entropy 0.60866, value loss 9.45068, policy loss 0.05456, distill_loss -126.55724, time 1753.62109 min
Updates 71500, num timesteps 45760640, FPS 434, mean/median reward 90.3/99.0, min/max reward 0.0/276.0, entropy 0.48864, value loss 8.78153, policy loss 0.05592, distill_loss -106.18089, time 1753.81236 min
Updates 71510, num timesteps 45767040, FPS 434, mean/median reward 91.5/102.0, min/max reward 0.0/276.0, entropy 0.56395, value loss 11.88370, policy loss -0.02988, distill_loss -119.10394, time 1754.03920 min
Updates 71520, num timesteps 45773440, FPS 434, mean/median reward 92.8/100.0, min/max reward 0.0/276.0, entropy 0.65388, value loss 3.70703, policy loss -0.10552, distill_loss -114.91174, time 1754.28864 min
Updates 71530, num timesteps 45779840, FPS 434, mean/median reward 93.3/101.0, min/max reward 1.0/276.0, entropy 0.67584, value loss 19.50790, policy loss 0.29738, distill_loss -105.76396, time 1754.52375 min
Updates 71540, num timesteps 45786240, FPS 434, mean/median reward 87.5/96.0, min/max reward 1.0/276.0, entropy 0.43784, value loss 5.03058, policy loss 0.03312, distill_loss -125.28510, time 1754.74654 min
Updates 71550, num timesteps 45792640, FPS 434, mean/median reward 89.3/101.0, min/max reward 1.0/264.0, entropy 0.24306, value loss 2.75263, policy loss 0.00744, distill_loss -158.68785, time 1754.93757 min
Updates 71560, num timesteps 45799040, FPS 434, mean/median reward 92.5/101.0, min/max reward 1.0/264.0, entropy 0.50507, value loss 2.85010, policy loss -0.06153, distill_loss -140.35638, time 1755.17768 min
Updates 71570, num timesteps 45805440, FPS 434, mean/median reward 94.4/101.0, min/max reward 1.0/264.0, entropy 0.57191, value loss 14.01217, policy loss -0.11757, distill_loss -118.56936, time 1755.38346 min
Updates 71580, num timesteps 45811840, FPS 434, mean/median reward 94.5/101.0, min/max reward 1.0/264.0, entropy 0.63271, value loss 3.69310, policy loss 0.00022, distill_loss -137.29715, time 1755.60311 min
Updates 71590, num timesteps 45818240, FPS 434, mean/median reward 97.0/101.0, min/max reward 1.0/264.0, entropy 0.38300, value loss 35.83524, policy loss 0.21431, distill_loss -145.96950, time 1755.91241 min
Updates 71600, num timesteps 45824640, FPS 434, mean/median reward 97.2/101.0, min/max reward 1.0/264.0, entropy 0.50102, value loss 1.73843, policy loss 0.02194, distill_loss -111.82118, time 1756.15771 min
Updates 71610, num timesteps 45831040, FPS 434, mean/median reward 93.9/101.0, min/max reward 0.0/264.0, entropy 0.62337, value loss 3.13953, policy loss -0.01202, distill_loss -122.80747, time 1756.43162 min
Updates 71620, num timesteps 45837440, FPS 434, mean/median reward 93.4/101.0, min/max reward 0.0/264.0, entropy 0.57933, value loss 1.94994, policy loss -0.01639, distill_loss -119.07697, time 1756.67288 min
Updates 71630, num timesteps 45843840, FPS 434, mean/median reward 93.7/101.0, min/max reward 0.0/264.0, entropy 0.29834, value loss 26.73136, policy loss -0.02434, distill_loss -126.40664, time 1756.90893 min
Updates 71640, num timesteps 45850240, FPS 434, mean/median reward 93.1/102.0, min/max reward 1.0/264.0, entropy 0.59885, value loss 3.47262, policy loss -0.07508, distill_loss -138.59128, time 1757.05857 min
Updates 71650, num timesteps 45856640, FPS 434, mean/median reward 91.9/101.0, min/max reward 1.0/264.0, entropy 0.57508, value loss 22.35209, policy loss 0.35846, distill_loss -117.12140, time 1757.27963 min
Updates 71660, num timesteps 45863040, FPS 434, mean/median reward 95.3/102.0, min/max reward 1.0/264.0, entropy 0.55188, value loss 3.88020, policy loss -0.05525, distill_loss -132.08911, time 1757.52950 min
Updates 71670, num timesteps 45869440, FPS 434, mean/median reward 94.2/102.0, min/max reward 1.0/264.0, entropy 0.41828, value loss 6.57500, policy loss -0.02675, distill_loss -139.56870, time 1757.76222 min
Updates 71680, num timesteps 45875840, FPS 434, mean/median reward 98.0/102.0, min/max reward 1.0/268.0, entropy 0.57755, value loss 1.64060, policy loss -0.02290, distill_loss -139.68617, time 1757.98004 min
Updates 71690, num timesteps 45882240, FPS 434, mean/median reward 100.1/102.0, min/max reward 1.0/268.0, entropy 0.59229, value loss 2.78009, policy loss -0.07039, distill_loss -129.29431, time 1758.22371 min
Updates 71700, num timesteps 45888640, FPS 434, mean/median reward 97.5/102.0, min/max reward 0.0/267.0, entropy 0.54941, value loss 1.70096, policy loss -0.02874, distill_loss -130.47725, time 1758.47160 min
Updates 71710, num timesteps 45895040, FPS 434, mean/median reward 101.3/104.0, min/max reward 0.0/267.0, entropy 0.63476, value loss 2.98446, policy loss -0.02768, distill_loss -121.48392, time 1758.75008 min
Updates 71720, num timesteps 45901440, FPS 434, mean/median reward 100.6/105.0, min/max reward 0.0/267.0, entropy 0.58908, value loss 9.88350, policy loss -0.00943, distill_loss -125.83369, time 1759.02881 min
Updates 71730, num timesteps 45907840, FPS 434, mean/median reward 98.3/105.0, min/max reward 0.0/267.0, entropy 0.63879, value loss 2.68337, policy loss -0.03639, distill_loss -114.57318, time 1759.30564 min
Updates 71740, num timesteps 45914240, FPS 434, mean/median reward 95.4/104.0, min/max reward 1.0/267.0, entropy 0.67342, value loss 14.92280, policy loss -0.00072, distill_loss -112.94772, time 1759.52102 min
Updates 71750, num timesteps 45920640, FPS 434, mean/median reward 96.3/104.0, min/max reward 1.0/267.0, entropy 0.64834, value loss 3.47278, policy loss -0.03875, distill_loss -124.83901, time 1759.71162 min
Updates 71760, num timesteps 45927040, FPS 434, mean/median reward 95.4/104.0, min/max reward 1.0/267.0, entropy 0.62990, value loss 3.38228, policy loss 0.02419, distill_loss -131.68515, time 1759.92010 min
Updates 71770, num timesteps 45933440, FPS 434, mean/median reward 93.6/104.0, min/max reward 1.0/267.0, entropy 0.65503, value loss 11.47047, policy loss 0.26339, distill_loss -94.49586, time 1760.13132 min
Updates 71780, num timesteps 45939840, FPS 434, mean/median reward 93.8/102.0, min/max reward 2.0/267.0, entropy 0.70082, value loss 14.38733, policy loss -0.09360, distill_loss -112.89010, time 1760.40862 min
Updates 71790, num timesteps 45946240, FPS 434, mean/median reward 95.6/102.0, min/max reward 1.0/267.0, entropy 0.67883, value loss 10.42002, policy loss -0.11797, distill_loss -119.55271, time 1760.61675 min
Updates 71800, num timesteps 45952640, FPS 434, mean/median reward 95.2/102.0, min/max reward 1.0/267.0, entropy 0.69970, value loss 2.12350, policy loss -0.02514, distill_loss -111.34300, time 1760.93519 min
Updates 71810, num timesteps 45959040, FPS 434, mean/median reward 96.4/102.0, min/max reward 2.0/268.0, entropy 0.43962, value loss 5.39264, policy loss -0.02791, distill_loss -123.84495, time 1761.20813 min
Updates 71820, num timesteps 45965440, FPS 434, mean/median reward 95.9/102.0, min/max reward 2.0/268.0, entropy 0.60989, value loss 21.95609, policy loss -0.06998, distill_loss -114.54763, time 1761.51248 min
Updates 71830, num timesteps 45971840, FPS 434, mean/median reward 97.4/104.0, min/max reward 2.0/267.0, entropy 0.46768, value loss 1.71103, policy loss -0.04899, distill_loss -170.74348, time 1761.75814 min
Updates 71840, num timesteps 45978240, FPS 434, mean/median reward 97.0/103.0, min/max reward 2.0/267.0, entropy 0.44974, value loss 9.76381, policy loss -0.00769, distill_loss -138.96005, time 1761.93922 min
Updates 71850, num timesteps 45984640, FPS 434, mean/median reward 98.8/105.0, min/max reward 2.0/278.0, entropy 0.54717, value loss 1.59682, policy loss 0.03181, distill_loss -121.17037, time 1762.17682 min
Updates 71860, num timesteps 45991040, FPS 434, mean/median reward 102.2/104.0, min/max reward 2.0/278.0, entropy 0.64331, value loss 24.08427, policy loss -0.17273, distill_loss -125.11101, time 1762.35589 min
Updates 71870, num timesteps 45997440, FPS 434, mean/median reward 96.3/101.0, min/max reward 1.0/267.0, entropy 0.60694, value loss 21.18354, policy loss 0.55662, distill_loss -153.30087, time 1762.60130 min
Updates 71880, num timesteps 46003840, FPS 434, mean/median reward 96.5/100.0, min/max reward 1.0/267.0, entropy 0.50472, value loss 2.63429, policy loss -0.07918, distill_loss -148.64792, time 1762.94532 min
Updates 71890, num timesteps 46010240, FPS 434, mean/median reward 96.2/100.0, min/max reward 2.0/267.0, entropy 0.47247, value loss 5.78230, policy loss -0.16600, distill_loss -121.80769, time 1763.27058 min
Updates 71900, num timesteps 46016640, FPS 434, mean/median reward 98.9/100.0, min/max reward 2.0/305.0, entropy 0.55867, value loss 1.45121, policy loss -0.01738, distill_loss -133.60637, time 1763.49076 min
Updates 71910, num timesteps 46023040, FPS 434, mean/median reward 97.7/100.0, min/max reward 2.0/305.0, entropy 0.59369, value loss 8.04246, policy loss -0.13384, distill_loss -144.22966, time 1763.77680 min
Updates 71920, num timesteps 46029440, FPS 434, mean/median reward 99.9/102.0, min/max reward 2.0/305.0, entropy 0.31081, value loss 4.40345, policy loss -0.04320, distill_loss -142.87015, time 1764.00411 min
Updates 71930, num timesteps 46035840, FPS 434, mean/median reward 99.8/100.0, min/max reward 2.0/276.0, entropy 0.56975, value loss 1.56816, policy loss -0.00402, distill_loss -115.10242, time 1764.26921 min
Updates 71940, num timesteps 46042240, FPS 434, mean/median reward 98.5/102.0, min/max reward 1.0/276.0, entropy 0.53702, value loss 3.38067, policy loss -0.07959, distill_loss -138.85825, time 1764.49447 min
Updates 71950, num timesteps 46048640, FPS 434, mean/median reward 97.8/102.0, min/max reward 1.0/276.0, entropy 0.59408, value loss 65.65739, policy loss 1.34150, distill_loss -130.34827, time 1764.75043 min
Updates 71960, num timesteps 46055040, FPS 434, mean/median reward 98.1/102.0, min/max reward 1.0/276.0, entropy 0.46639, value loss 7.41867, policy loss 0.07657, distill_loss -145.42702, time 1764.99811 min
Updates 71970, num timesteps 46061440, FPS 434, mean/median reward 97.0/102.0, min/max reward 1.0/271.0, entropy 0.35702, value loss 13.94217, policy loss -0.10071, distill_loss -165.99326, time 1765.24553 min
Updates 71980, num timesteps 46067840, FPS 434, mean/median reward 97.4/100.0, min/max reward 1.0/271.0, entropy 0.35120, value loss 5.47140, policy loss -0.04222, distill_loss -141.59790, time 1765.59055 min
Updates 71990, num timesteps 46074240, FPS 434, mean/median reward 97.9/102.0, min/max reward 1.0/270.0, entropy 0.50145, value loss 12.14740, policy loss -0.20302, distill_loss -136.98499, time 1765.77979 min
Updates 72000, num timesteps 46080640, FPS 434, mean/median reward 100.6/104.0, min/max reward 2.0/270.0, entropy 0.41945, value loss 16.33895, policy loss -0.01775, distill_loss -157.50339, time 1766.02757 min
Updates 72010, num timesteps 46087040, FPS 434, mean/median reward 100.4/104.0, min/max reward 1.0/256.0, entropy 0.53017, value loss 3.76551, policy loss -0.04920, distill_loss -144.57109, time 1766.30457 min
Updates 72020, num timesteps 46093440, FPS 434, mean/median reward 99.6/102.0, min/max reward 1.0/289.0, entropy 0.56627, value loss 8.68563, policy loss 0.01501, distill_loss -132.79935, time 1766.55596 min
Updates 72030, num timesteps 46099840, FPS 434, mean/median reward 95.9/100.0, min/max reward 1.0/289.0, entropy 0.50213, value loss 6.61544, policy loss -0.07504, distill_loss -118.42362, time 1766.77317 min
Updates 72040, num timesteps 46106240, FPS 434, mean/median reward 94.5/102.0, min/max reward 2.0/289.0, entropy 0.36042, value loss 9.80385, policy loss -0.02890, distill_loss -133.35960, time 1766.97800 min
Updates 72050, num timesteps 46112640, FPS 434, mean/median reward 92.3/102.0, min/max reward 2.0/248.0, entropy 0.45972, value loss 5.66162, policy loss -0.03922, distill_loss -146.17517, time 1767.24480 min
Updates 72060, num timesteps 46119040, FPS 434, mean/median reward 99.2/105.0, min/max reward 2.0/227.0, entropy 0.49151, value loss 7.23669, policy loss -0.10087, distill_loss -158.30199, time 1767.48876 min
Updates 72070, num timesteps 46125440, FPS 434, mean/median reward 95.8/104.0, min/max reward 2.0/255.0, entropy 0.53231, value loss 5.70271, policy loss -0.00829, distill_loss -144.67915, time 1767.70413 min
Updates 72080, num timesteps 46131840, FPS 434, mean/median reward 98.9/104.0, min/max reward 1.0/263.0, entropy 0.51631, value loss 23.65136, policy loss 0.38767, distill_loss -157.00052, time 1767.87279 min
Updates 72090, num timesteps 46138240, FPS 434, mean/median reward 97.4/102.0, min/max reward 1.0/263.0, entropy 0.40016, value loss 7.26602, policy loss -0.04761, distill_loss -144.90968, time 1768.08743 min
Updates 72100, num timesteps 46144640, FPS 434, mean/median reward 95.6/102.0, min/max reward 1.0/263.0, entropy 0.51714, value loss 3.72271, policy loss -0.03831, distill_loss -137.89563, time 1768.35394 min
Updates 72110, num timesteps 46151040, FPS 434, mean/median reward 95.3/104.0, min/max reward 1.0/227.0, entropy 0.59213, value loss 2.29260, policy loss -0.03931, distill_loss -137.83890, time 1768.60456 min
Updates 72120, num timesteps 46157440, FPS 434, mean/median reward 92.8/103.0, min/max reward 1.0/227.0, entropy 0.49882, value loss 7.99799, policy loss -0.02213, distill_loss -153.11052, time 1768.86559 min
Updates 72130, num timesteps 46163840, FPS 434, mean/median reward 94.0/103.0, min/max reward 1.0/227.0, entropy 0.45460, value loss 2.48101, policy loss 0.01826, distill_loss -154.10355, time 1769.11213 min
Updates 72140, num timesteps 46170240, FPS 434, mean/median reward 93.2/102.0, min/max reward 1.0/271.0, entropy 0.44880, value loss 10.39346, policy loss 0.12997, distill_loss -145.38814, time 1769.33223 min
Updates 72150, num timesteps 46176640, FPS 434, mean/median reward 91.9/100.0, min/max reward 0.0/271.0, entropy 0.51839, value loss 1.75457, policy loss -0.03154, distill_loss -140.67654, time 1769.61962 min
Updates 72160, num timesteps 46183040, FPS 434, mean/median reward 95.6/102.0, min/max reward 0.0/271.0, entropy 0.57391, value loss 2.39183, policy loss -0.06022, distill_loss -138.54709, time 1769.82879 min
Updates 72170, num timesteps 46189440, FPS 434, mean/median reward 94.4/100.0, min/max reward 0.0/268.0, entropy 0.52925, value loss 16.66229, policy loss -0.05614, distill_loss -160.26013, time 1770.03017 min
Updates 72180, num timesteps 46195840, FPS 434, mean/median reward 93.1/99.0, min/max reward 1.0/268.0, entropy 0.49615, value loss 2.15625, policy loss -0.04871, distill_loss -151.77649, time 1770.22070 min
Updates 72190, num timesteps 46202240, FPS 434, mean/median reward 91.3/99.0, min/max reward 1.0/261.0, entropy 0.57024, value loss 3.24849, policy loss -0.06589, distill_loss -135.60234, time 1770.46102 min
Updates 72200, num timesteps 46208640, FPS 434, mean/median reward 91.1/99.0, min/max reward 1.0/261.0, entropy 0.61062, value loss 1.77674, policy loss 0.00426, distill_loss -115.77451, time 1770.77305 min
Updates 72210, num timesteps 46215040, FPS 434, mean/median reward 90.5/98.0, min/max reward 1.0/265.0, entropy 0.42480, value loss 2.09793, policy loss -0.04730, distill_loss -149.39125, time 1770.98975 min
Updates 72220, num timesteps 46221440, FPS 434, mean/median reward 89.2/97.0, min/max reward 1.0/265.0, entropy 0.48469, value loss 10.24285, policy loss -0.07194, distill_loss -162.17691, time 1771.28004 min
Updates 72230, num timesteps 46227840, FPS 434, mean/median reward 86.0/91.0, min/max reward 1.0/265.0, entropy 0.60908, value loss 2.46842, policy loss -0.04946, distill_loss -127.44956, time 1771.53178 min
Updates 72240, num timesteps 46234240, FPS 434, mean/median reward 94.1/98.0, min/max reward 1.0/393.0, entropy 0.55253, value loss 7.13492, policy loss 0.06518, distill_loss -112.04901, time 1771.73146 min
Updates 72250, num timesteps 46240640, FPS 434, mean/median reward 92.9/98.0, min/max reward 1.0/393.0, entropy 0.59272, value loss 1.28615, policy loss 0.02331, distill_loss -108.73962, time 1771.94283 min
Updates 72260, num timesteps 46247040, FPS 434, mean/median reward 97.3/100.0, min/max reward 0.0/393.0, entropy 0.69928, value loss 2.59194, policy loss -0.00621, distill_loss -136.91150, time 1772.17576 min
Updates 72270, num timesteps 46253440, FPS 434, mean/median reward 92.5/100.0, min/max reward 0.0/393.0, entropy 0.67361, value loss 2.15272, policy loss -0.06954, distill_loss -126.61652, time 1772.37587 min
Updates 72280, num timesteps 46259840, FPS 434, mean/median reward 87.5/99.0, min/max reward 0.0/275.0, entropy 0.59876, value loss 2.29796, policy loss -0.05077, distill_loss -133.10048, time 1772.57755 min
Updates 72290, num timesteps 46266240, FPS 434, mean/median reward 88.1/99.0, min/max reward 0.0/275.0, entropy 0.70155, value loss 2.16552, policy loss 0.04140, distill_loss -100.04685, time 1772.80278 min
Updates 72300, num timesteps 46272640, FPS 434, mean/median reward 91.3/102.0, min/max reward 0.0/254.0, entropy 0.62968, value loss 1.45412, policy loss -0.04768, distill_loss -127.38108, time 1773.06416 min
Updates 72310, num timesteps 46279040, FPS 434, mean/median reward 93.2/102.0, min/max reward 1.0/254.0, entropy 0.46799, value loss 2.70628, policy loss -0.05197, distill_loss -145.75871, time 1773.35024 min
Updates 72320, num timesteps 46285440, FPS 434, mean/median reward 92.6/102.0, min/max reward 1.0/254.0, entropy 0.52511, value loss 5.92269, policy loss -0.00583, distill_loss -122.27409, time 1773.55936 min
Updates 72330, num timesteps 46291840, FPS 434, mean/median reward 96.1/102.0, min/max reward 1.0/260.0, entropy 0.56297, value loss 2.22053, policy loss -0.09129, distill_loss -136.10471, time 1773.80885 min
Updates 72340, num timesteps 46298240, FPS 434, mean/median reward 99.4/105.0, min/max reward 1.0/260.0, entropy 0.58059, value loss 9.12953, policy loss -0.05678, distill_loss -144.92896, time 1774.05606 min
Updates 72350, num timesteps 46304640, FPS 434, mean/median reward 97.5/106.0, min/max reward 1.0/260.0, entropy 0.61214, value loss 5.33760, policy loss -0.08577, distill_loss -137.24094, time 1774.28744 min
Updates 72360, num timesteps 46311040, FPS 434, mean/median reward 94.9/104.0, min/max reward 0.0/260.0, entropy 0.57370, value loss 11.15961, policy loss -0.01516, distill_loss -126.29201, time 1774.53115 min
Updates 72370, num timesteps 46317440, FPS 434, mean/median reward 95.0/103.0, min/max reward 0.0/272.0, entropy 0.62047, value loss 15.15995, policy loss -0.06920, distill_loss -142.49080, time 1774.73269 min
Updates 72380, num timesteps 46323840, FPS 434, mean/median reward 98.7/104.0, min/max reward 0.0/272.0, entropy 0.67585, value loss 14.54703, policy loss -0.04319, distill_loss -125.90066, time 1774.98175 min
Updates 72390, num timesteps 46330240, FPS 434, mean/median reward 94.9/101.0, min/max reward 0.0/262.0, entropy 0.50865, value loss 9.60039, policy loss -0.01727, distill_loss -140.68008, time 1775.18708 min
Updates 72400, num timesteps 46336640, FPS 434, mean/median reward 96.1/102.0, min/max reward 0.0/262.0, entropy 0.49518, value loss 22.78415, policy loss 0.41091, distill_loss -151.48209, time 1775.45719 min
Updates 72410, num timesteps 46343040, FPS 434, mean/median reward 97.8/102.0, min/max reward 0.0/262.0, entropy 0.48311, value loss 4.43937, policy loss -0.08372, distill_loss -169.06381, time 1775.70415 min
Updates 72420, num timesteps 46349440, FPS 434, mean/median reward 101.0/106.0, min/max reward 0.0/262.0, entropy 0.48030, value loss 2.35598, policy loss -0.03259, distill_loss -170.42288, time 1775.88882 min
Updates 72430, num timesteps 46355840, FPS 434, mean/median reward 104.5/106.0, min/max reward 0.0/263.0, entropy 0.41591, value loss 4.62148, policy loss -0.05832, distill_loss -152.20660, time 1776.14351 min
Updates 72440, num timesteps 46362240, FPS 434, mean/median reward 109.6/108.0, min/max reward 0.0/272.0, entropy 0.45896, value loss 2.76055, policy loss -0.14932, distill_loss -159.99072, time 1776.35049 min
Updates 72450, num timesteps 46368640, FPS 435, mean/median reward 110.2/107.0, min/max reward 0.0/273.0, entropy 0.53470, value loss 1.70494, policy loss -0.06720, distill_loss -171.84746, time 1776.53375 min
Updates 72460, num timesteps 46375040, FPS 435, mean/median reward 103.7/106.0, min/max reward 0.0/273.0, entropy 0.41893, value loss 48.92794, policy loss 0.64230, distill_loss -157.24236, time 1776.76953 min
Updates 72470, num timesteps 46381440, FPS 434, mean/median reward 98.2/102.0, min/max reward 0.0/273.0, entropy 0.47547, value loss 5.10348, policy loss -0.12911, distill_loss -166.92604, time 1777.07871 min
Updates 72480, num timesteps 46387840, FPS 435, mean/median reward 101.2/101.0, min/max reward 0.0/273.0, entropy 0.43367, value loss 2.60904, policy loss -0.05310, distill_loss -165.09036, time 1777.25995 min
Updates 72490, num timesteps 46394240, FPS 435, mean/median reward 103.3/103.0, min/max reward 0.0/273.0, entropy 0.41236, value loss 8.33922, policy loss -0.08087, distill_loss -166.60080, time 1777.45497 min
Updates 72500, num timesteps 46400640, FPS 435, mean/median reward 105.5/104.0, min/max reward 0.0/262.0, entropy 0.45679, value loss 2.18248, policy loss -0.08753, distill_loss -148.13187, time 1777.69286 min
Updates 72510, num timesteps 46407040, FPS 435, mean/median reward 108.4/106.0, min/max reward 0.0/264.0, entropy 0.53585, value loss 14.89530, policy loss -0.14796, distill_loss -176.00368, time 1777.93093 min
Updates 72520, num timesteps 46413440, FPS 435, mean/median reward 107.2/106.0, min/max reward 0.0/264.0, entropy 0.47092, value loss 2.67793, policy loss 0.04861, distill_loss -181.16277, time 1778.15622 min
Updates 72530, num timesteps 46419840, FPS 435, mean/median reward 105.1/103.0, min/max reward 0.0/264.0, entropy 0.51284, value loss 4.48385, policy loss -0.07112, distill_loss -154.73434, time 1778.39215 min
Updates 72540, num timesteps 46426240, FPS 435, mean/median reward 101.4/102.0, min/max reward 0.0/262.0, entropy 0.47134, value loss 12.58051, policy loss -0.03632, distill_loss -164.99631, time 1778.61761 min
Updates 72550, num timesteps 46432640, FPS 435, mean/median reward 105.9/106.0, min/max reward 0.0/262.0, entropy 0.44580, value loss 6.80649, policy loss -0.02893, distill_loss -134.67715, time 1778.78262 min
Updates 72560, num timesteps 46439040, FPS 435, mean/median reward 101.2/104.0, min/max reward 0.0/262.0, entropy 0.57917, value loss 2.76035, policy loss -0.07660, distill_loss -139.86147, time 1779.01028 min
Updates 72570, num timesteps 46445440, FPS 435, mean/median reward 101.3/104.0, min/max reward 0.0/262.0, entropy 0.51717, value loss 12.51066, policy loss 0.24486, distill_loss -155.34599, time 1779.22668 min
Updates 72580, num timesteps 46451840, FPS 435, mean/median reward 98.4/101.0, min/max reward 0.0/266.0, entropy 0.54739, value loss 6.03585, policy loss 0.04912, distill_loss -155.16714, time 1779.48306 min
Updates 72590, num timesteps 46458240, FPS 435, mean/median reward 96.0/99.0, min/max reward 0.0/266.0, entropy 0.54100, value loss 12.98849, policy loss -0.08634, distill_loss -155.69002, time 1779.70458 min
