command line args: main.py --algo i2a --env-name MsPacmanNoFrameskip-v0 --num-processes 30 --port 5557 --log-dir /tmp/i2a/MsPacman_dSSM_DET_5rollouts --i2a-rollout-steps 5 --num-steps 10 --entropy-coef 0.02 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model dSSM_DET
Updates 0, num timesteps 300, FPS 59, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00122, policy loss -0.00441, distill_loss -0.00355, time 0.08345 min
Updates 44740, num timesteps 13422300, FPS 65, mean/median reward 92.2/64.0, min/max reward 23.0/182.0, entropy 0.10422, value loss 3.89923, policy loss -0.01503, distill_loss -656.70898, time 3392.73986 min
Updates 44750, num timesteps 13425300, FPS 65, mean/median reward 87.3/64.0, min/max reward 23.0/182.0, entropy 0.12377, value loss 11.65281, policy loss -0.04884, distill_loss -512.36945, time 3393.51548 min
Updates 44760, num timesteps 13428300, FPS 65, mean/median reward 81.7/64.0, min/max reward 23.0/182.0, entropy 0.22859, value loss 4.58483, policy loss -0.17118, distill_loss -622.32629, time 3394.31047 min
Updates 44770, num timesteps 13431300, FPS 65, mean/median reward 84.7/67.0, min/max reward 40.0/182.0, entropy 0.09566, value loss 2.28082, policy loss 0.02883, distill_loss -557.93018, time 3395.09618 min
Updates 44780, num timesteps 13434300, FPS 65, mean/median reward 84.1/73.0, min/max reward 40.0/182.0, entropy 0.08989, value loss 6.99797, policy loss -0.02797, distill_loss -569.76190, time 3395.85181 min
Updates 44790, num timesteps 13437300, FPS 65, mean/median reward 76.0/67.0, min/max reward 21.0/145.0, entropy 0.11989, value loss 2.65811, policy loss -0.03881, distill_loss -546.85669, time 3396.61002 min
Updates 44800, num timesteps 13440300, FPS 65, mean/median reward 72.7/65.0, min/max reward 21.0/145.0, entropy 0.07965, value loss 5.81333, policy loss 0.04132, distill_loss -694.22797, time 3397.37848 min
Updates 44810, num timesteps 13443300, FPS 65, mean/median reward 72.4/67.0, min/max reward 21.0/145.0, entropy 0.12595, value loss 5.21417, policy loss 0.07845, distill_loss -660.92615, time 3398.16151 min
Updates 44820, num timesteps 13446300, FPS 65, mean/median reward 78.3/81.0, min/max reward 21.0/145.0, entropy 0.10739, value loss 10.13284, policy loss -0.01355, distill_loss -550.25854, time 3398.92848 min
Updates 44830, num timesteps 13449300, FPS 65, mean/median reward 75.8/73.0, min/max reward 21.0/145.0, entropy 0.08544, value loss 9.67609, policy loss 0.09087, distill_loss -608.63220, time 3399.67971 min
Updates 44840, num timesteps 13452300, FPS 65, mean/median reward 76.3/73.0, min/max reward 21.0/145.0, entropy 0.10726, value loss 28.35219, policy loss -0.15273, distill_loss -474.65707, time 3400.45470 min
Updates 44850, num timesteps 13455300, FPS 65, mean/median reward 78.3/81.0, min/max reward 21.0/138.0, entropy 0.23192, value loss 24.10921, policy loss 0.59498, distill_loss -520.52020, time 3401.22833 min
Updates 44860, num timesteps 13458300, FPS 65, mean/median reward 76.6/68.0, min/max reward 21.0/138.0, entropy 0.07401, value loss 3.26937, policy loss -0.07259, distill_loss -662.56232, time 3402.01793 min
Updates 44870, num timesteps 13461300, FPS 65, mean/median reward 85.1/80.0, min/max reward 51.0/230.0, entropy 0.21783, value loss 3.12401, policy loss 0.06566, distill_loss -565.46411, time 3402.78632 min
Updates 44880, num timesteps 13464300, FPS 65, mean/median reward 87.0/80.0, min/max reward 51.0/230.0, entropy 0.19175, value loss 4.20108, policy loss 0.06745, distill_loss -543.09595, time 3403.54822 min
Updates 44890, num timesteps 13467300, FPS 65, mean/median reward 89.7/80.0, min/max reward 49.0/230.0, entropy 0.15950, value loss 6.00684, policy loss 0.02434, distill_loss -592.79327, time 3404.33575 min
Updates 44900, num timesteps 13470300, FPS 65, mean/median reward 88.9/80.0, min/max reward 49.0/230.0, entropy 0.23761, value loss 2.61528, policy loss -0.04622, distill_loss -627.47314, time 3405.12962 min
Updates 44910, num timesteps 13473300, FPS 65, mean/median reward 94.9/81.0, min/max reward 49.0/230.0, entropy 0.22077, value loss 5.45538, policy loss -0.00154, distill_loss -619.30481, time 3405.89858 min
Updates 44920, num timesteps 13476300, FPS 65, mean/median reward 83.7/68.0, min/max reward 16.0/230.0, entropy 0.12390, value loss 19.45448, policy loss 0.04790, distill_loss -585.27240, time 3406.69088 min
Updates 44930, num timesteps 13479300, FPS 65, mean/median reward 87.7/68.0, min/max reward 16.0/230.0, entropy 0.09748, value loss 13.87638, policy loss 0.13400, distill_loss -668.19531, time 3407.48136 min
Updates 44940, num timesteps 13482300, FPS 65, mean/median reward 85.1/68.0, min/max reward 16.0/253.0, entropy 0.09763, value loss 4.39429, policy loss 0.17832, distill_loss -556.37183, time 3408.30573 min
Updates 44950, num timesteps 13485300, FPS 65, mean/median reward 87.0/68.0, min/max reward 16.0/253.0, entropy 0.18179, value loss 11.52282, policy loss 0.19340, distill_loss -509.43573, time 3409.12359 min
Updates 44960, num timesteps 13488300, FPS 65, mean/median reward 86.2/65.0, min/max reward 16.0/253.0, entropy 0.15353, value loss 6.31624, policy loss -0.10323, distill_loss -641.98798, time 3409.92310 min
Updates 44970, num timesteps 13491300, FPS 65, mean/median reward 85.6/64.0, min/max reward 16.0/253.0, entropy 0.12702, value loss 9.81825, policy loss 0.08192, distill_loss -537.05804, time 3410.67322 min
Updates 44980, num timesteps 13494300, FPS 65, mean/median reward 81.4/64.0, min/max reward 16.0/253.0, entropy 0.07926, value loss 3.63920, policy loss 0.00816, distill_loss -616.03540, time 3411.47042 min
Updates 44990, num timesteps 13497300, FPS 65, mean/median reward 79.9/63.0, min/max reward 16.0/253.0, entropy 0.15548, value loss 17.82791, policy loss -0.09347, distill_loss -801.66309, time 3412.23561 min
Updates 45000, num timesteps 13500300, FPS 65, mean/median reward 86.2/64.0, min/max reward 16.0/253.0, entropy 0.15202, value loss 3.34436, policy loss -0.05252, distill_loss -740.56873, time 3413.00991 min
Updates 45010, num timesteps 13503300, FPS 65, mean/median reward 83.8/64.0, min/max reward 16.0/253.0, entropy 0.11585, value loss 2.71995, policy loss -0.12157, distill_loss -670.30560, time 3413.78405 min
Updates 45020, num timesteps 13506300, FPS 65, mean/median reward 81.1/64.0, min/max reward 16.0/192.0, entropy 0.11605, value loss 6.12538, policy loss -0.10285, distill_loss -667.27679, time 3414.52782 min
Updates 45030, num timesteps 13509300, FPS 65, mean/median reward 96.2/69.0, min/max reward 16.0/371.0, entropy 0.11164, value loss 1.90564, policy loss 0.02155, distill_loss -667.20062, time 3415.30094 min
Updates 45040, num timesteps 13512300, FPS 65, mean/median reward 104.4/76.0, min/max reward 16.0/371.0, entropy 0.20097, value loss 6.07730, policy loss -0.27641, distill_loss -709.51001, time 3416.10589 min
Updates 45050, num timesteps 13515300, FPS 65, mean/median reward 105.6/76.0, min/max reward 22.0/371.0, entropy 0.10595, value loss 2.41767, policy loss -0.04641, distill_loss -678.15607, time 3416.90679 min
Updates 45060, num timesteps 13518300, FPS 65, mean/median reward 108.0/95.0, min/max reward 22.0/371.0, entropy 0.08359, value loss 6.10022, policy loss 0.05926, distill_loss -608.35602, time 3417.72229 min
Updates 45070, num timesteps 13521300, FPS 65, mean/median reward 106.1/102.0, min/max reward 7.0/371.0, entropy 0.12861, value loss 9.24070, policy loss -0.00178, distill_loss -704.78674, time 3418.54632 min
Updates 45080, num timesteps 13524300, FPS 65, mean/median reward 90.2/93.0, min/max reward 7.0/205.0, entropy 0.27383, value loss 1.28343, policy loss -0.03719, distill_loss -628.80096, time 3419.32656 min
Updates 45090, num timesteps 13527300, FPS 65, mean/median reward 85.1/65.0, min/max reward 7.0/205.0, entropy 0.14213, value loss 2.55741, policy loss -0.04172, distill_loss -608.60138, time 3420.12359 min
Updates 45100, num timesteps 13530300, FPS 65, mean/median reward 86.0/65.0, min/max reward 7.0/205.0, entropy 0.19581, value loss 2.17199, policy loss -0.01255, distill_loss -658.14099, time 3420.91729 min
Updates 45110, num timesteps 13533300, FPS 65, mean/median reward 78.2/64.0, min/max reward 7.0/205.0, entropy 0.18275, value loss 1.14350, policy loss 0.00331, distill_loss -593.52826, time 3421.69448 min
Updates 45120, num timesteps 13536300, FPS 65, mean/median reward 69.1/60.0, min/max reward 7.0/138.0, entropy 0.06584, value loss 5.18486, policy loss -0.04041, distill_loss -583.63654, time 3422.50588 min
Updates 45130, num timesteps 13539300, FPS 65, mean/median reward 66.6/60.0, min/max reward 7.0/138.0, entropy 0.16060, value loss 9.13192, policy loss 0.17527, distill_loss -511.68457, time 3423.29763 min
Updates 45140, num timesteps 13542300, FPS 65, mean/median reward 66.9/62.0, min/max reward 7.0/119.0, entropy 0.16024, value loss 11.86123, policy loss 0.18722, distill_loss -590.60693, time 3424.05895 min
Updates 45150, num timesteps 13545300, FPS 65, mean/median reward 73.8/65.0, min/max reward 27.0/140.0, entropy 0.12246, value loss 12.05599, policy loss 0.04423, distill_loss -539.28088, time 3424.81858 min
Updates 45160, num timesteps 13548300, FPS 65, mean/median reward 77.0/65.0, min/max reward 27.0/140.0, entropy 0.09412, value loss 5.05378, policy loss -0.03178, distill_loss -719.24323, time 3425.58210 min
Updates 45170, num timesteps 13551300, FPS 65, mean/median reward 79.5/70.0, min/max reward 27.0/140.0, entropy 0.07588, value loss 3.12860, policy loss -0.08941, distill_loss -508.59167, time 3426.32165 min
Updates 45180, num timesteps 13554300, FPS 65, mean/median reward 79.3/70.0, min/max reward 27.0/140.0, entropy 0.08631, value loss 7.34991, policy loss -0.12832, distill_loss -549.19940, time 3427.10740 min
Updates 45190, num timesteps 13557300, FPS 65, mean/median reward 82.7/78.0, min/max reward 27.0/140.0, entropy 0.14030, value loss 3.99389, policy loss 0.21165, distill_loss -578.94800, time 3427.88154 min
Updates 45200, num timesteps 13560300, FPS 65, mean/median reward 87.7/79.0, min/max reward 48.0/140.0, entropy 0.20890, value loss 2.04819, policy loss -0.04291, distill_loss -501.30875, time 3428.68192 min
Updates 45210, num timesteps 13563300, FPS 65, mean/median reward 95.6/85.0, min/max reward 23.0/368.0, entropy 0.18538, value loss 10.82988, policy loss -0.25274, distill_loss -481.81610, time 3429.50229 min
Updates 45220, num timesteps 13566300, FPS 65, mean/median reward 99.9/87.0, min/max reward 23.0/368.0, entropy 0.13542, value loss 15.64136, policy loss 0.26251, distill_loss -537.79279, time 3430.31510 min
Updates 45230, num timesteps 13569300, FPS 65, mean/median reward 95.1/86.0, min/max reward 23.0/368.0, entropy 0.13203, value loss 8.82810, policy loss -0.04824, distill_loss -447.36099, time 3431.09753 min
Updates 45240, num timesteps 13572300, FPS 65, mean/median reward 94.8/86.0, min/max reward 23.0/368.0, entropy 0.12680, value loss 2.87244, policy loss 0.02551, distill_loss -547.62927, time 3431.87604 min
Updates 45250, num timesteps 13575300, FPS 65, mean/median reward 99.5/86.0, min/max reward 23.0/368.0, entropy 0.19808, value loss 6.64722, policy loss -0.03435, distill_loss -531.54767, time 3432.65660 min
Updates 45260, num timesteps 13578300, FPS 65, mean/median reward 99.0/86.0, min/max reward 23.0/368.0, entropy 0.12818, value loss 5.11556, policy loss 0.03610, distill_loss -616.45435, time 3433.42849 min
Updates 45270, num timesteps 13581300, FPS 65, mean/median reward 104.2/87.0, min/max reward 23.0/368.0, entropy 0.17786, value loss 9.91302, policy loss -0.04416, distill_loss -480.59760, time 3434.20136 min
Updates 45280, num timesteps 13584300, FPS 65, mean/median reward 95.3/87.0, min/max reward 23.0/219.0, entropy 0.15164, value loss 9.42664, policy loss 0.08797, distill_loss -598.51453, time 3434.97008 min
Updates 45290, num timesteps 13587300, FPS 65, mean/median reward 103.5/93.0, min/max reward 48.0/219.0, entropy 0.10476, value loss 32.38731, policy loss 0.08669, distill_loss -601.72589, time 3435.74282 min
Updates 45300, num timesteps 13590300, FPS 65, mean/median reward 106.6/93.0, min/max reward 55.0/219.0, entropy 0.10189, value loss 14.01447, policy loss 0.02865, distill_loss -552.79712, time 3436.51034 min
Updates 45310, num timesteps 13593300, FPS 65, mean/median reward 103.5/91.0, min/max reward 55.0/219.0, entropy 0.09855, value loss 4.65855, policy loss -0.01278, distill_loss -483.17386, time 3437.29716 min
Updates 45320, num timesteps 13596300, FPS 65, mean/median reward 98.6/91.0, min/max reward 55.0/158.0, entropy 0.06675, value loss 5.13536, policy loss 0.04492, distill_loss -482.23376, time 3438.09299 min
Updates 45330, num timesteps 13599300, FPS 65, mean/median reward 99.5/91.0, min/max reward 55.0/158.0, entropy 0.07472, value loss 8.36796, policy loss 0.04548, distill_loss -392.27570, time 3438.91459 min
Updates 45340, num timesteps 13602300, FPS 65, mean/median reward 99.8/91.0, min/max reward 51.0/158.0, entropy 0.10747, value loss 16.60931, policy loss 0.01793, distill_loss -406.29068, time 3439.70712 min
Updates 45350, num timesteps 13605300, FPS 65, mean/median reward 98.3/91.0, min/max reward 28.0/158.0, entropy 0.16509, value loss 6.45230, policy loss 0.06399, distill_loss -461.64417, time 3440.50506 min
Updates 45360, num timesteps 13608300, FPS 65, mean/median reward 106.7/91.0, min/max reward 28.0/318.0, entropy 0.11488, value loss 33.72145, policy loss 0.04964, distill_loss -480.05069, time 3441.28899 min
Updates 45370, num timesteps 13611300, FPS 65, mean/median reward 115.3/109.0, min/max reward 28.0/318.0, entropy 0.11147, value loss 8.42688, policy loss 0.03338, distill_loss -516.38013, time 3442.07541 min
Updates 45380, num timesteps 13614300, FPS 65, mean/median reward 124.8/109.0, min/max reward 28.0/421.0, entropy 0.11152, value loss 4.98039, policy loss -0.15426, distill_loss -487.84250, time 3442.89795 min
Updates 45390, num timesteps 13617300, FPS 65, mean/median reward 128.9/109.0, min/max reward 28.0/421.0, entropy 0.11067, value loss 36.76672, policy loss 0.17809, distill_loss -505.73019, time 3443.71674 min
Updates 45400, num timesteps 13620300, FPS 65, mean/median reward 131.0/109.0, min/max reward 28.0/421.0, entropy 0.07722, value loss 9.83002, policy loss -0.04485, distill_loss -546.27887, time 3444.52016 min
Updates 45410, num timesteps 13623300, FPS 65, mean/median reward 132.4/110.0, min/max reward 28.0/421.0, entropy 0.10687, value loss 31.68404, policy loss 0.01989, distill_loss -544.46954, time 3445.33888 min
Updates 45420, num timesteps 13626300, FPS 65, mean/median reward 134.2/113.0, min/max reward 28.0/421.0, entropy 0.10571, value loss 18.68996, policy loss -0.00040, distill_loss -562.30475, time 3446.12566 min
Updates 45430, num timesteps 13629300, FPS 65, mean/median reward 133.0/110.0, min/max reward 28.0/421.0, entropy 0.13194, value loss 38.93618, policy loss -0.00259, distill_loss -697.78778, time 3446.89999 min
Updates 45440, num timesteps 13632300, FPS 65, mean/median reward 139.5/120.0, min/max reward 28.0/421.0, entropy 0.11574, value loss 12.13708, policy loss 0.02649, distill_loss -710.53058, time 3447.66542 min
Updates 45450, num timesteps 13635300, FPS 65, mean/median reward 141.6/120.0, min/max reward 28.0/421.0, entropy 0.10362, value loss 5.05805, policy loss -0.01342, distill_loss -511.04791, time 3448.41790 min
Updates 45460, num timesteps 13638300, FPS 65, mean/median reward 151.4/121.0, min/max reward 28.0/421.0, entropy 0.19746, value loss 1.56033, policy loss 0.03268, distill_loss -977.78143, time 3449.17604 min
Updates 45470, num timesteps 13641300, FPS 65, mean/median reward 169.5/130.0, min/max reward 70.0/421.0, entropy 0.16184, value loss 5.00171, policy loss -0.03959, distill_loss -683.92206, time 3449.97214 min
Updates 45480, num timesteps 13644300, FPS 65, mean/median reward 163.8/132.0, min/max reward -7.0/421.0, entropy 0.15756, value loss 6.89442, policy loss -0.03933, distill_loss -866.61237, time 3450.75102 min
Updates 45490, num timesteps 13647300, FPS 65, mean/median reward 155.1/137.0, min/max reward -7.0/421.0, entropy 0.14498, value loss 10.76836, policy loss -0.03386, distill_loss -632.93353, time 3451.51443 min
Updates 45500, num timesteps 13650300, FPS 65, mean/median reward 146.6/123.0, min/max reward -9.0/455.0, entropy 0.05792, value loss 14.33895, policy loss 0.04984, distill_loss -430.79895, time 3452.30345 min
Updates 45510, num timesteps 13653300, FPS 65, mean/median reward 119.5/90.0, min/max reward -9.0/455.0, entropy 0.07204, value loss 71.87312, policy loss 0.03301, distill_loss -440.12228, time 3453.13766 min
Updates 45520, num timesteps 13656300, FPS 65, mean/median reward 115.5/90.0, min/max reward -9.0/455.0, entropy 0.10924, value loss 27.39829, policy loss -0.27341, distill_loss -528.69666, time 3453.97676 min
Updates 45530, num timesteps 13659300, FPS 65, mean/median reward 101.7/74.0, min/max reward -9.0/455.0, entropy 0.07635, value loss 16.43019, policy loss -0.19145, distill_loss -461.31870, time 3454.79881 min
Updates 45540, num timesteps 13662300, FPS 65, mean/median reward 90.7/63.0, min/max reward -9.0/455.0, entropy 0.08742, value loss 16.78849, policy loss -0.05839, distill_loss -548.66577, time 3455.60729 min
Updates 45550, num timesteps 13665300, FPS 65, mean/median reward 90.6/66.0, min/max reward -9.0/455.0, entropy 0.13125, value loss 15.35434, policy loss -0.00887, distill_loss -670.60065, time 3456.37780 min
Updates 45560, num timesteps 13668300, FPS 65, mean/median reward 97.5/74.0, min/max reward -5.0/455.0, entropy 0.11882, value loss 40.20875, policy loss 0.10885, distill_loss -765.78461, time 3457.15581 min
Updates 45570, num timesteps 13671300, FPS 65, mean/median reward 91.1/74.0, min/max reward -5.0/231.0, entropy 0.06643, value loss 13.58571, policy loss -0.06357, distill_loss -774.05688, time 3457.93861 min
Updates 45580, num timesteps 13674300, FPS 65, mean/median reward 107.9/93.0, min/max reward 0.0/268.0, entropy 0.08970, value loss 7.64978, policy loss -0.00356, distill_loss -775.93628, time 3458.70953 min
Updates 45590, num timesteps 13677300, FPS 65, mean/median reward 116.3/95.0, min/max reward 0.0/268.0, entropy 0.03815, value loss 9.78711, policy loss 0.13519, distill_loss -1163.17578, time 3459.46478 min
Updates 45600, num timesteps 13680300, FPS 65, mean/median reward 151.1/120.0, min/max reward 54.0/333.0, entropy 0.08166, value loss 11.77336, policy loss -0.02057, distill_loss -550.98688, time 3460.24463 min
Updates 45610, num timesteps 13683300, FPS 65, mean/median reward 163.1/186.0, min/max reward -11.0/333.0, entropy 0.09081, value loss 15.99716, policy loss 0.03884, distill_loss -571.50208, time 3461.02137 min
Updates 45620, num timesteps 13686300, FPS 65, mean/median reward 147.9/183.0, min/max reward -11.0/333.0, entropy 0.07438, value loss 6.34984, policy loss -0.09734, distill_loss -614.68512, time 3461.83976 min
Updates 45630, num timesteps 13689300, FPS 65, mean/median reward 141.5/120.0, min/max reward -11.0/333.0, entropy 0.09083, value loss 6.07143, policy loss -0.01863, distill_loss -614.39337, time 3462.64571 min
Updates 45640, num timesteps 13692300, FPS 65, mean/median reward 136.8/117.0, min/max reward -11.0/333.0, entropy 0.08184, value loss 13.82325, policy loss -0.01633, distill_loss -639.00928, time 3463.43366 min
Updates 45650, num timesteps 13695300, FPS 65, mean/median reward 124.6/79.0, min/max reward -11.0/333.0, entropy 0.03709, value loss 37.68347, policy loss 0.04613, distill_loss -886.37616, time 3464.21439 min
Updates 45660, num timesteps 13698300, FPS 65, mean/median reward 121.1/79.0, min/max reward -11.0/333.0, entropy 0.09001, value loss 4.70866, policy loss 0.05330, distill_loss -879.23383, time 3464.96310 min
Updates 45670, num timesteps 13701300, FPS 65, mean/median reward 103.5/78.0, min/max reward -11.0/333.0, entropy 0.16210, value loss 7.29980, policy loss 0.08540, distill_loss -575.05829, time 3465.74536 min
Updates 45680, num timesteps 13704300, FPS 65, mean/median reward 98.5/75.0, min/max reward 6.0/333.0, entropy 0.17720, value loss 3.25485, policy loss 0.08098, distill_loss -452.65506, time 3466.53911 min
Updates 45690, num timesteps 13707300, FPS 65, mean/median reward 92.2/75.0, min/max reward 6.0/310.0, entropy 0.19392, value loss 8.20123, policy loss -0.13391, distill_loss -461.88611, time 3467.32649 min
Updates 45700, num timesteps 13710300, FPS 65, mean/median reward 88.5/73.0, min/max reward 6.0/310.0, entropy 0.17571, value loss 6.53759, policy loss -0.26186, distill_loss -670.20978, time 3468.10025 min
Updates 45710, num timesteps 13713300, FPS 65, mean/median reward 81.6/73.0, min/max reward 6.0/207.0, entropy 0.08122, value loss 46.63940, policy loss 0.16054, distill_loss -712.34998, time 3468.90252 min
Updates 45720, num timesteps 13716300, FPS 65, mean/median reward 75.6/70.0, min/max reward 6.0/207.0, entropy 0.03393, value loss 121.58879, policy loss 0.01470, distill_loss -705.50958, time 3469.67348 min
Updates 45730, num timesteps 13719300, FPS 65, mean/median reward 75.4/65.0, min/max reward 6.0/207.0, entropy 0.04465, value loss 3.82469, policy loss -0.10580, distill_loss -810.92108, time 3470.44262 min
Updates 45740, num timesteps 13722300, FPS 65, mean/median reward 69.6/65.0, min/max reward 2.0/207.0, entropy 0.00558, value loss 5.52872, policy loss 0.00285, distill_loss -728.36078, time 3471.18199 min
Updates 45750, num timesteps 13725300, FPS 65, mean/median reward 74.4/73.0, min/max reward -9.0/194.0, entropy 0.00308, value loss 1.14692, policy loss -0.00081, distill_loss -918.42560, time 3471.94633 min
Updates 45760, num timesteps 13728300, FPS 65, mean/median reward 73.3/69.0, min/max reward -9.0/194.0, entropy 0.00298, value loss 0.93910, policy loss 0.00021, distill_loss -891.02386, time 3472.71953 min
Updates 45770, num timesteps 13731300, FPS 65, mean/median reward 65.9/69.0, min/max reward -9.0/194.0, entropy 0.04406, value loss 1.73998, policy loss -0.00590, distill_loss -857.16846, time 3473.51671 min
Updates 45780, num timesteps 13734300, FPS 65, mean/median reward 62.7/63.0, min/max reward -9.0/194.0, entropy 0.14006, value loss 16.98864, policy loss 0.07895, distill_loss -380.96777, time 3474.32627 min
Updates 45790, num timesteps 13737300, FPS 65, mean/median reward 58.9/49.0, min/max reward -9.0/194.0, entropy 0.16097, value loss 21.61514, policy loss -0.14031, distill_loss -412.47311, time 3475.15208 min
Updates 45800, num timesteps 13740300, FPS 65, mean/median reward 54.1/49.0, min/max reward -9.0/174.0, entropy 0.09068, value loss 10.38865, policy loss 0.05565, distill_loss -472.22629, time 3475.94282 min
Updates 45810, num timesteps 13743300, FPS 65, mean/median reward 55.0/48.0, min/max reward -9.0/174.0, entropy 0.15033, value loss 9.26973, policy loss -0.10794, distill_loss -431.58572, time 3476.73005 min
Updates 45820, num timesteps 13746300, FPS 65, mean/median reward 64.0/50.0, min/max reward -9.0/174.0, entropy 0.12495, value loss 14.29602, policy loss 0.05133, distill_loss -412.98718, time 3477.54204 min
Updates 45830, num timesteps 13749300, FPS 65, mean/median reward 61.6/50.0, min/max reward -9.0/174.0, entropy 0.21525, value loss 9.92507, policy loss -0.02723, distill_loss -409.47137, time 3478.35686 min
Updates 45840, num timesteps 13752300, FPS 65, mean/median reward 63.0/50.0, min/max reward -9.0/174.0, entropy 0.14133, value loss 21.42122, policy loss 0.04912, distill_loss -514.36340, time 3479.13754 min
Updates 45850, num timesteps 13755300, FPS 65, mean/median reward 63.1/50.0, min/max reward -9.0/174.0, entropy 0.04130, value loss 4.87621, policy loss -0.00544, distill_loss -698.18982, time 3479.89710 min
Updates 45860, num timesteps 13758300, FPS 65, mean/median reward 67.7/60.0, min/max reward -9.0/171.0, entropy 0.00828, value loss 2.95462, policy loss 0.10615, distill_loss -709.79822, time 3480.64206 min
Updates 45870, num timesteps 13761300, FPS 65, mean/median reward 86.1/77.0, min/max reward 30.0/260.0, entropy 0.08228, value loss 16.59273, policy loss 0.22951, distill_loss -646.56287, time 3481.39662 min
Updates 45880, num timesteps 13764300, FPS 65, mean/median reward 100.0/80.0, min/max reward 34.0/294.0, entropy 0.16746, value loss 5.61386, policy loss -0.03812, distill_loss -427.29709, time 3482.19659 min
Updates 45890, num timesteps 13767300, FPS 65, mean/median reward 99.5/80.0, min/max reward 17.0/294.0, entropy 0.19134, value loss 8.09975, policy loss -0.14500, distill_loss -463.06198, time 3483.03470 min
Updates 45900, num timesteps 13770300, FPS 65, mean/median reward 122.4/101.0, min/max reward 17.0/357.0, entropy 0.14012, value loss 28.50901, policy loss -0.21221, distill_loss -431.27155, time 3483.84988 min
Updates 45910, num timesteps 13773300, FPS 65, mean/median reward 131.3/106.0, min/max reward 17.0/357.0, entropy 0.08611, value loss 11.77383, policy loss 0.00279, distill_loss -452.33887, time 3484.65355 min
Updates 45920, num timesteps 13776300, FPS 65, mean/median reward 125.8/107.0, min/max reward 17.0/357.0, entropy 0.19501, value loss 31.00153, policy loss 0.02942, distill_loss -397.34094, time 3485.45207 min
Updates 45930, num timesteps 13779300, FPS 65, mean/median reward 121.2/106.0, min/max reward 17.0/357.0, entropy 0.15944, value loss 7.69059, policy loss 0.03285, distill_loss -500.74249, time 3486.26014 min
Updates 45940, num timesteps 13782300, FPS 65, mean/median reward 126.1/106.0, min/max reward 17.0/357.0, entropy 0.27483, value loss 18.23770, policy loss -0.27989, distill_loss -488.17020, time 3487.06364 min
Updates 45950, num timesteps 13785300, FPS 65, mean/median reward 115.4/104.0, min/max reward 17.0/357.0, entropy 0.15826, value loss 5.32758, policy loss -0.12216, distill_loss -513.86914, time 3487.84950 min
Updates 45960, num timesteps 13788300, FPS 65, mean/median reward 121.7/117.0, min/max reward 33.0/257.0, entropy 0.19508, value loss 7.45603, policy loss 0.08281, distill_loss -507.71173, time 3488.62665 min
Updates 45970, num timesteps 13791300, FPS 65, mean/median reward 121.9/116.0, min/max reward 33.0/238.0, entropy 0.14968, value loss 6.28212, policy loss 0.03129, distill_loss -442.86755, time 3489.42219 min
Updates 45980, num timesteps 13794300, FPS 65, mean/median reward 121.7/110.0, min/max reward 33.0/238.0, entropy 0.12794, value loss 9.76381, policy loss -0.07269, distill_loss -514.95972, time 3490.21104 min
Updates 45990, num timesteps 13797300, FPS 65, mean/median reward 120.6/110.0, min/max reward 33.0/238.0, entropy 0.26004, value loss 4.98613, policy loss -0.10672, distill_loss -499.32855, time 3491.01336 min
Updates 46000, num timesteps 13800300, FPS 65, mean/median reward 129.3/117.0, min/max reward 46.0/238.0, entropy 0.11460, value loss 8.62554, policy loss -0.12100, distill_loss -518.20905, time 3491.82132 min
Updates 46010, num timesteps 13803300, FPS 65, mean/median reward 135.6/131.0, min/max reward 46.0/238.0, entropy 0.11870, value loss 29.34087, policy loss -0.23966, distill_loss -609.46771, time 3492.58009 min
Updates 46020, num timesteps 13806300, FPS 65, mean/median reward 135.6/131.0, min/max reward 46.0/238.0, entropy 0.16256, value loss 33.33262, policy loss -0.13056, distill_loss -618.40558, time 3493.31923 min
Updates 46030, num timesteps 13809300, FPS 65, mean/median reward 145.6/148.0, min/max reward 46.0/291.0, entropy 0.12730, value loss 20.15258, policy loss 0.16360, distill_loss -627.39264, time 3494.08637 min
Updates 46040, num timesteps 13812300, FPS 65, mean/median reward 156.3/152.0, min/max reward 50.0/291.0, entropy 0.09249, value loss 8.85598, policy loss -0.00914, distill_loss -518.04852, time 3494.86638 min
Updates 46050, num timesteps 13815300, FPS 65, mean/median reward 153.4/152.0, min/max reward 50.0/291.0, entropy 0.09738, value loss 8.22825, policy loss -0.05092, distill_loss -516.98358, time 3495.63629 min
Updates 46060, num timesteps 13818300, FPS 65, mean/median reward 152.7/151.0, min/max reward 50.0/291.0, entropy 0.14347, value loss 16.22207, policy loss 0.09828, distill_loss -531.87164, time 3496.43229 min
Updates 46070, num timesteps 13821300, FPS 65, mean/median reward 163.1/159.0, min/max reward 50.0/291.0, entropy 0.16705, value loss 16.98188, policy loss 0.71457, distill_loss -384.16193, time 3497.23300 min
Updates 46080, num timesteps 13824300, FPS 65, mean/median reward 166.2/159.0, min/max reward 50.0/291.0, entropy 0.13963, value loss 187.95547, policy loss 1.19017, distill_loss -398.73032, time 3498.03744 min
