command line args: main.py --algo i2a --env-name MsPacmanNoFrameskip-v0 --num-processes 30 --port 5557 --log-dir /tmp/i2a/MsPacman_dSSM_DET_5rollouts --i2a-rollout-steps 5 --num-steps 10 --entropy-coef 0.02 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model dSSM_DET
Updates 0, num timesteps 300, FPS 59, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00122, policy loss -0.00441, distill_loss -0.00355, time 0.08345 min
Updates 15490, num timesteps 4647300, FPS 66, mean/median reward 122.3/114.0, min/max reward 64.0/192.0, entropy 0.65190, value loss 7.74412, policy loss 0.45842, distill_loss -194.64235, time 1163.87060 min
Updates 15500, num timesteps 4650300, FPS 66, mean/median reward 118.8/112.0, min/max reward 14.0/192.0, entropy 0.78970, value loss 12.51558, policy loss -0.34656, distill_loss -150.70406, time 1164.63352 min
Updates 15510, num timesteps 4653300, FPS 66, mean/median reward 117.5/111.0, min/max reward 14.0/192.0, entropy 0.93137, value loss 3.25518, policy loss 0.28790, distill_loss -144.09854, time 1165.38729 min
Updates 15520, num timesteps 4656300, FPS 66, mean/median reward 121.0/114.0, min/max reward 14.0/192.0, entropy 0.69753, value loss 6.67351, policy loss -0.49315, distill_loss -170.21715, time 1166.13804 min
Updates 15530, num timesteps 4659300, FPS 66, mean/median reward 119.5/112.0, min/max reward 14.0/192.0, entropy 0.63616, value loss 5.42671, policy loss -0.49043, distill_loss -159.95271, time 1166.89779 min
Updates 15540, num timesteps 4662300, FPS 66, mean/median reward 116.1/110.0, min/max reward 14.0/192.0, entropy 0.70651, value loss 2.27674, policy loss 0.00295, distill_loss -147.85698, time 1167.65864 min
Updates 15550, num timesteps 4665300, FPS 66, mean/median reward 116.4/111.0, min/max reward 14.0/192.0, entropy 0.77824, value loss 6.51988, policy loss -0.56850, distill_loss -172.16310, time 1168.43484 min
Updates 15560, num timesteps 4668300, FPS 66, mean/median reward 114.5/111.0, min/max reward 14.0/191.0, entropy 0.69269, value loss 8.06671, policy loss -0.00953, distill_loss -143.94354, time 1169.19686 min
Updates 15570, num timesteps 4671300, FPS 66, mean/median reward 112.4/111.0, min/max reward 14.0/191.0, entropy 0.75158, value loss 15.93851, policy loss 0.20330, distill_loss -162.63739, time 1169.98698 min
Updates 15580, num timesteps 4674300, FPS 66, mean/median reward 112.4/111.0, min/max reward 14.0/191.0, entropy 0.75732, value loss 13.56004, policy loss 0.63086, distill_loss -146.98798, time 1170.74363 min
Updates 15590, num timesteps 4677300, FPS 66, mean/median reward 116.1/111.0, min/max reward 55.0/172.0, entropy 0.67093, value loss 48.15987, policy loss 0.68755, distill_loss -165.09445, time 1171.48659 min
Updates 15600, num timesteps 4680300, FPS 66, mean/median reward 117.2/111.0, min/max reward 55.0/180.0, entropy 0.77800, value loss 13.90200, policy loss 0.56705, distill_loss -148.45299, time 1172.24785 min
Updates 15610, num timesteps 4683300, FPS 66, mean/median reward 128.3/115.0, min/max reward 55.0/277.0, entropy 0.80215, value loss 7.05624, policy loss -0.50329, distill_loss -162.27556, time 1173.00355 min
Updates 15620, num timesteps 4686300, FPS 66, mean/median reward 129.1/115.0, min/max reward 55.0/277.0, entropy 0.75184, value loss 4.89325, policy loss -0.34293, distill_loss -154.59380, time 1173.75190 min
Updates 15630, num timesteps 4689300, FPS 66, mean/median reward 132.1/116.0, min/max reward 55.0/277.0, entropy 0.44531, value loss 1.95595, policy loss 0.01149, distill_loss -245.99352, time 1174.51693 min
Updates 15640, num timesteps 4692300, FPS 66, mean/median reward 143.9/138.0, min/max reward 55.0/277.0, entropy 0.55689, value loss 8.66446, policy loss -0.19528, distill_loss -226.68091, time 1175.26795 min
Updates 15650, num timesteps 4695300, FPS 66, mean/median reward 143.9/138.0, min/max reward 55.0/277.0, entropy 0.31931, value loss 0.52082, policy loss 0.00078, distill_loss -305.92444, time 1176.02915 min
Updates 15660, num timesteps 4698300, FPS 66, mean/median reward 141.0/151.0, min/max reward 37.0/277.0, entropy 1.06817, value loss 18.04847, policy loss 1.06849, distill_loss -133.40565, time 1176.77551 min
Updates 15670, num timesteps 4701300, FPS 66, mean/median reward 124.6/138.0, min/max reward -2.0/277.0, entropy 0.89144, value loss 16.29213, policy loss 0.80679, distill_loss -143.06384, time 1177.52759 min
Updates 15680, num timesteps 4704300, FPS 66, mean/median reward 103.8/90.0, min/max reward -2.0/277.0, entropy 0.73558, value loss 5.26767, policy loss 0.06328, distill_loss -171.45358, time 1178.32191 min
Updates 15690, num timesteps 4707300, FPS 66, mean/median reward 103.8/108.0, min/max reward -2.0/277.0, entropy 0.76897, value loss 10.02386, policy loss 0.01795, distill_loss -165.51167, time 1179.10366 min
Updates 15700, num timesteps 4710300, FPS 66, mean/median reward 94.9/89.0, min/max reward -2.0/277.0, entropy 0.89250, value loss 12.98273, policy loss 0.11152, distill_loss -159.04950, time 1179.87579 min
Updates 15710, num timesteps 4713300, FPS 66, mean/median reward 92.5/88.0, min/max reward -2.0/277.0, entropy 0.81327, value loss 19.68583, policy loss 0.24315, distill_loss -166.05820, time 1180.63991 min
Updates 15720, num timesteps 4716300, FPS 66, mean/median reward 85.0/79.0, min/max reward -2.0/277.0, entropy 0.85062, value loss 2.84727, policy loss -0.14962, distill_loss -147.61375, time 1181.38037 min
Updates 15730, num timesteps 4719300, FPS 66, mean/median reward 77.7/79.0, min/max reward -2.0/198.0, entropy 0.87930, value loss 4.50111, policy loss -0.40514, distill_loss -162.27245, time 1182.14077 min
Updates 15740, num timesteps 4722300, FPS 66, mean/median reward 83.2/88.0, min/max reward -2.0/198.0, entropy 0.94623, value loss 7.52586, policy loss -0.08622, distill_loss -137.72377, time 1182.88085 min
Updates 15750, num timesteps 4725300, FPS 66, mean/median reward 86.1/89.0, min/max reward -2.0/198.0, entropy 0.79720, value loss 11.48276, policy loss 0.44788, distill_loss -184.23726, time 1183.62195 min
Updates 15760, num timesteps 4728300, FPS 66, mean/median reward 93.2/100.0, min/max reward -2.0/198.0, entropy 0.77309, value loss 6.79619, policy loss -0.17562, distill_loss -179.05042, time 1184.36322 min
Updates 15770, num timesteps 4731300, FPS 66, mean/median reward 100.7/103.0, min/max reward -2.0/209.0, entropy 0.64944, value loss 1.76969, policy loss -0.10230, distill_loss -228.04857, time 1185.10322 min
Updates 15780, num timesteps 4734300, FPS 66, mean/median reward 121.7/110.0, min/max reward -2.0/323.0, entropy 0.68416, value loss 1.58178, policy loss 0.07323, distill_loss -196.17155, time 1185.84471 min
Updates 15790, num timesteps 4737300, FPS 66, mean/median reward 122.5/110.0, min/max reward -2.0/323.0, entropy 0.61367, value loss 2.06855, policy loss -0.32855, distill_loss -201.59146, time 1186.59000 min
Updates 15800, num timesteps 4740300, FPS 66, mean/median reward 130.4/111.0, min/max reward 78.0/323.0, entropy 0.75391, value loss 9.55294, policy loss 0.10157, distill_loss -161.07642, time 1187.34036 min
Updates 15810, num timesteps 4743300, FPS 66, mean/median reward 133.4/119.0, min/max reward 78.0/323.0, entropy 0.65872, value loss 39.69703, policy loss 0.76133, distill_loss -204.75787, time 1188.10161 min
Updates 15820, num timesteps 4746300, FPS 66, mean/median reward 132.5/119.0, min/max reward 74.0/323.0, entropy 0.69121, value loss 2.38100, policy loss 0.05487, distill_loss -187.81241, time 1188.85197 min
Updates 15830, num timesteps 4749300, FPS 66, mean/median reward 133.5/122.0, min/max reward 74.0/323.0, entropy 0.74507, value loss 5.24777, policy loss -0.22263, distill_loss -195.66005, time 1189.56491 min
Updates 15840, num timesteps 4752300, FPS 66, mean/median reward 126.5/110.0, min/max reward 74.0/286.0, entropy 0.50595, value loss 2.92229, policy loss 0.17897, distill_loss -180.54254, time 1190.30364 min
Updates 15850, num timesteps 4755300, FPS 66, mean/median reward 127.4/111.0, min/max reward 74.0/286.0, entropy 0.62249, value loss 7.06870, policy loss 0.46058, distill_loss -159.84743, time 1191.06106 min
Updates 15860, num timesteps 4758300, FPS 66, mean/median reward 119.6/109.0, min/max reward 74.0/194.0, entropy 0.85878, value loss 5.23379, policy loss 0.18266, distill_loss -174.83113, time 1191.85183 min
Updates 15870, num timesteps 4761300, FPS 66, mean/median reward 119.0/109.0, min/max reward 65.0/194.0, entropy 0.87208, value loss 7.08220, policy loss -0.59208, distill_loss -158.15048, time 1192.60537 min
Updates 15880, num timesteps 4764300, FPS 66, mean/median reward 119.3/109.0, min/max reward 65.0/194.0, entropy 0.87634, value loss 48.34473, policy loss 1.08784, distill_loss -151.34138, time 1193.33455 min
Updates 15890, num timesteps 4767300, FPS 66, mean/median reward 119.0/111.0, min/max reward 65.0/194.0, entropy 0.88760, value loss 13.50889, policy loss 0.28863, distill_loss -149.45032, time 1194.06781 min
Updates 15900, num timesteps 4770300, FPS 66, mean/median reward 120.9/111.0, min/max reward 41.0/195.0, entropy 0.82557, value loss 9.01700, policy loss 0.36128, distill_loss -162.48291, time 1194.80484 min
Updates 15910, num timesteps 4773300, FPS 66, mean/median reward 122.3/114.0, min/max reward 41.0/195.0, entropy 0.92982, value loss 4.92548, policy loss -0.62331, distill_loss -178.41727, time 1195.56117 min
Updates 15920, num timesteps 4776300, FPS 66, mean/median reward 118.2/111.0, min/max reward 41.0/195.0, entropy 0.49936, value loss 6.24391, policy loss -0.49904, distill_loss -227.22951, time 1196.30725 min
Updates 15930, num timesteps 4779300, FPS 66, mean/median reward 118.7/109.0, min/max reward 41.0/195.0, entropy 0.98374, value loss 7.80114, policy loss 0.22193, distill_loss -154.36371, time 1197.06103 min
Updates 15940, num timesteps 4782300, FPS 66, mean/median reward 116.8/110.0, min/max reward 41.0/195.0, entropy 0.89794, value loss 41.77779, policy loss 1.31329, distill_loss -170.87950, time 1197.80214 min
Updates 15950, num timesteps 4785300, FPS 66, mean/median reward 117.2/111.0, min/max reward 41.0/195.0, entropy 0.87696, value loss 8.24504, policy loss -0.36257, distill_loss -147.19304, time 1198.55091 min
Updates 15960, num timesteps 4788300, FPS 66, mean/median reward 118.5/111.0, min/max reward 41.0/195.0, entropy 0.57790, value loss 28.36426, policy loss 0.63449, distill_loss -200.16225, time 1199.29489 min
Updates 15970, num timesteps 4791300, FPS 66, mean/median reward 116.0/111.0, min/max reward 23.0/195.0, entropy 0.71234, value loss 4.49274, policy loss 0.07618, distill_loss -190.92685, time 1200.04257 min
Updates 15980, num timesteps 4794300, FPS 66, mean/median reward 111.5/106.0, min/max reward 4.0/264.0, entropy 0.74361, value loss 4.82977, policy loss -0.48365, distill_loss -179.21765, time 1200.79037 min
Updates 15990, num timesteps 4797300, FPS 66, mean/median reward 108.3/105.0, min/max reward 4.0/264.0, entropy 0.62266, value loss 36.99828, policy loss 0.41562, distill_loss -217.16580, time 1201.55190 min
Updates 16000, num timesteps 4800300, FPS 66, mean/median reward 108.8/105.0, min/max reward 4.0/264.0, entropy 0.78917, value loss 9.27460, policy loss 0.10519, distill_loss -218.81206, time 1202.31289 min
Updates 16010, num timesteps 4803300, FPS 66, mean/median reward 105.7/100.0, min/max reward 4.0/264.0, entropy 0.75825, value loss 4.39331, policy loss -0.35278, distill_loss -177.72865, time 1203.05871 min
Updates 16020, num timesteps 4806300, FPS 66, mean/median reward 106.0/99.0, min/max reward 4.0/264.0, entropy 0.71082, value loss 16.27619, policy loss 0.95251, distill_loss -195.49352, time 1203.83243 min
Updates 16030, num timesteps 4809300, FPS 66, mean/median reward 105.0/99.0, min/max reward 4.0/264.0, entropy 0.67660, value loss 6.25271, policy loss -0.23688, distill_loss -168.93326, time 1204.57515 min
Updates 16040, num timesteps 4812300, FPS 66, mean/median reward 104.1/99.0, min/max reward 4.0/264.0, entropy 0.82835, value loss 2.85292, policy loss 0.05261, distill_loss -161.86298, time 1205.33780 min
Updates 16050, num timesteps 4815300, FPS 66, mean/median reward 106.3/99.0, min/max reward 4.0/264.0, entropy 0.72419, value loss 5.96544, policy loss -0.15545, distill_loss -171.45116, time 1206.08173 min
Updates 16060, num timesteps 4818300, FPS 66, mean/median reward 111.3/101.0, min/max reward 4.0/264.0, entropy 0.75858, value loss 9.25427, policy loss -0.59447, distill_loss -158.83615, time 1206.81759 min
Updates 16070, num timesteps 4821300, FPS 66, mean/median reward 116.2/105.0, min/max reward 61.0/236.0, entropy 0.66067, value loss 33.50634, policy loss 1.00697, distill_loss -159.63815, time 1207.55102 min
Updates 16080, num timesteps 4824300, FPS 66, mean/median reward 115.3/105.0, min/max reward 61.0/236.0, entropy 0.70633, value loss 4.76315, policy loss 0.14576, distill_loss -169.83479, time 1208.28828 min
Updates 16090, num timesteps 4827300, FPS 66, mean/median reward 114.9/112.0, min/max reward -2.0/236.0, entropy 0.74843, value loss 4.63724, policy loss 0.24320, distill_loss -210.93478, time 1209.03719 min
Updates 16100, num timesteps 4830300, FPS 66, mean/median reward 113.3/113.0, min/max reward -18.0/299.0, entropy 0.89573, value loss 51.02256, policy loss 1.35409, distill_loss -179.99052, time 1209.80878 min
Updates 16110, num timesteps 4833300, FPS 66, mean/median reward 103.7/108.0, min/max reward -18.0/299.0, entropy 0.94200, value loss 45.41405, policy loss 0.81592, distill_loss -159.50961, time 1210.58866 min
Updates 16120, num timesteps 4836300, FPS 66, mean/median reward 103.7/108.0, min/max reward -18.0/299.0, entropy 0.81460, value loss 27.69138, policy loss -0.61449, distill_loss -174.15553, time 1211.36297 min
Updates 16130, num timesteps 4839300, FPS 66, mean/median reward 108.8/108.0, min/max reward -18.0/299.0, entropy 0.85408, value loss 4.40456, policy loss -0.27301, distill_loss -139.68420, time 1212.10510 min
Updates 16140, num timesteps 4842300, FPS 66, mean/median reward 114.4/108.0, min/max reward -18.0/299.0, entropy 0.77462, value loss 2.90158, policy loss -0.05509, distill_loss -134.98351, time 1212.87595 min
Updates 16150, num timesteps 4845300, FPS 66, mean/median reward 111.4/107.0, min/max reward -18.0/299.0, entropy 0.77213, value loss 8.43585, policy loss -0.05955, distill_loss -163.93382, time 1213.64150 min
Updates 16160, num timesteps 4848300, FPS 66, mean/median reward 108.2/74.0, min/max reward -18.0/299.0, entropy 0.60421, value loss 6.97953, policy loss 0.51655, distill_loss -195.12170, time 1214.40907 min
Updates 16170, num timesteps 4851300, FPS 66, mean/median reward 112.9/107.0, min/max reward -11.0/299.0, entropy 0.68196, value loss 15.80017, policy loss 0.48869, distill_loss -171.17799, time 1215.17095 min
Updates 16180, num timesteps 4854300, FPS 66, mean/median reward 110.9/74.0, min/max reward -11.0/289.0, entropy 0.67361, value loss 17.94874, policy loss 0.83204, distill_loss -182.98901, time 1215.94929 min
Updates 16190, num timesteps 4857300, FPS 66, mean/median reward 112.7/83.0, min/max reward -11.0/289.0, entropy 0.61743, value loss 5.59478, policy loss 0.16872, distill_loss -170.42996, time 1216.69893 min
Updates 16200, num timesteps 4860300, FPS 66, mean/median reward 129.6/122.0, min/max reward 55.0/289.0, entropy 0.65219, value loss 4.71535, policy loss -0.37529, distill_loss -179.66193, time 1217.47809 min
Updates 16210, num timesteps 4863300, FPS 66, mean/median reward 132.0/138.0, min/max reward 60.0/289.0, entropy 0.71791, value loss 5.17905, policy loss -0.19857, distill_loss -181.58270, time 1218.23567 min
Updates 16220, num timesteps 4866300, FPS 66, mean/median reward 129.8/138.0, min/max reward 60.0/289.0, entropy 0.53698, value loss 6.98041, policy loss 0.10598, distill_loss -185.68732, time 1219.00354 min
Updates 16230, num timesteps 4869300, FPS 66, mean/median reward 124.3/123.0, min/max reward 60.0/274.0, entropy 0.74874, value loss 13.38347, policy loss 1.09333, distill_loss -149.73509, time 1219.74839 min
Updates 16240, num timesteps 4872300, FPS 66, mean/median reward 129.0/123.0, min/max reward 60.0/274.0, entropy 0.75827, value loss 9.32831, policy loss 0.27592, distill_loss -148.79042, time 1220.48636 min
Updates 16250, num timesteps 4875300, FPS 66, mean/median reward 131.1/123.0, min/max reward 60.0/274.0, entropy 0.58372, value loss 5.87296, policy loss -0.30322, distill_loss -206.81857, time 1221.20918 min
Updates 16260, num timesteps 4878300, FPS 66, mean/median reward 129.3/122.0, min/max reward 62.0/222.0, entropy 0.79056, value loss 5.24781, policy loss 0.40331, distill_loss -158.07809, time 1221.93716 min
Updates 16270, num timesteps 4881300, FPS 66, mean/median reward 133.9/123.0, min/max reward 56.0/222.0, entropy 0.91362, value loss 2.88862, policy loss 0.12625, distill_loss -154.25644, time 1222.69096 min
Updates 16280, num timesteps 4884300, FPS 66, mean/median reward 133.7/123.0, min/max reward 56.0/222.0, entropy 0.84280, value loss 22.91858, policy loss 0.10869, distill_loss -170.12827, time 1223.45445 min
Updates 16290, num timesteps 4887300, FPS 66, mean/median reward 130.1/123.0, min/max reward 11.0/222.0, entropy 0.75032, value loss 13.49213, policy loss 0.37199, distill_loss -166.83340, time 1224.20771 min
Updates 16300, num timesteps 4890300, FPS 66, mean/median reward 129.2/123.0, min/max reward 11.0/222.0, entropy 0.73574, value loss 10.64599, policy loss 0.22562, distill_loss -164.05629, time 1224.96960 min
Updates 16310, num timesteps 4893300, FPS 66, mean/median reward 124.8/116.0, min/max reward 11.0/222.0, entropy 0.78460, value loss 5.38975, policy loss -0.63436, distill_loss -148.68182, time 1225.73469 min
Updates 16320, num timesteps 4896300, FPS 66, mean/median reward 124.3/116.0, min/max reward 11.0/205.0, entropy 0.68797, value loss 13.40849, policy loss 0.27594, distill_loss -147.13028, time 1226.47500 min
Updates 16330, num timesteps 4899300, FPS 66, mean/median reward 124.5/116.0, min/max reward 11.0/200.0, entropy 0.39340, value loss 8.24695, policy loss 0.41271, distill_loss -193.33224, time 1227.23007 min
Updates 16340, num timesteps 4902300, FPS 66, mean/median reward 130.3/130.0, min/max reward 11.0/200.0, entropy 0.55980, value loss 4.79355, policy loss -0.33132, distill_loss -166.51251, time 1228.00197 min
Updates 16350, num timesteps 4905300, FPS 66, mean/median reward 131.1/138.0, min/max reward 11.0/200.0, entropy 0.65590, value loss 3.01639, policy loss -0.33249, distill_loss -168.72261, time 1228.78809 min
Updates 16360, num timesteps 4908300, FPS 66, mean/median reward 133.8/146.0, min/max reward 11.0/200.0, entropy 0.69602, value loss 10.47251, policy loss -0.21061, distill_loss -160.91412, time 1229.54922 min
Updates 16370, num timesteps 4911300, FPS 66, mean/median reward 130.9/146.0, min/max reward 11.0/200.0, entropy 0.73928, value loss 193.09648, policy loss 3.54416, distill_loss -149.53923, time 1230.30887 min
Updates 16380, num timesteps 4914300, FPS 66, mean/median reward 132.9/138.0, min/max reward 56.0/200.0, entropy 0.71608, value loss 1.81078, policy loss -0.32869, distill_loss -158.46388, time 1231.05826 min
Updates 16390, num timesteps 4917300, FPS 66, mean/median reward 136.7/138.0, min/max reward 76.0/215.0, entropy 0.82462, value loss 42.24447, policy loss 1.81587, distill_loss -155.55792, time 1231.81717 min
Updates 16400, num timesteps 4920300, FPS 66, mean/median reward 134.4/134.0, min/max reward 76.0/215.0, entropy 0.83102, value loss 5.03232, policy loss -0.26313, distill_loss -155.44215, time 1232.56989 min
Updates 16410, num timesteps 4923300, FPS 66, mean/median reward 133.2/134.0, min/max reward 76.0/215.0, entropy 0.75823, value loss 11.93400, policy loss -0.44107, distill_loss -152.91071, time 1233.32134 min
Updates 16420, num timesteps 4926300, FPS 66, mean/median reward 133.5/136.0, min/max reward 76.0/215.0, entropy 0.82705, value loss 6.69839, policy loss -0.20663, distill_loss -141.89905, time 1234.06712 min
Updates 16430, num timesteps 4929300, FPS 66, mean/median reward 136.7/138.0, min/max reward 76.0/215.0, entropy 0.86308, value loss 8.01959, policy loss -0.15124, distill_loss -151.10324, time 1234.80030 min
Updates 16440, num timesteps 4932300, FPS 66, mean/median reward 145.5/140.0, min/max reward 62.0/298.0, entropy 0.60527, value loss 10.07754, policy loss 0.07582, distill_loss -187.24434, time 1235.54626 min
Updates 16450, num timesteps 4935300, FPS 66, mean/median reward 152.2/146.0, min/max reward 62.0/298.0, entropy 0.57346, value loss 3.77723, policy loss -0.57686, distill_loss -207.32779, time 1236.30541 min
Updates 16460, num timesteps 4938300, FPS 66, mean/median reward 159.1/146.0, min/max reward 62.0/298.0, entropy 0.51549, value loss 4.17404, policy loss -0.08085, distill_loss -210.40173, time 1237.07800 min
Updates 16470, num timesteps 4941300, FPS 66, mean/median reward 157.5/146.0, min/max reward 62.0/298.0, entropy 0.55363, value loss 20.73986, policy loss 0.24432, distill_loss -202.37617, time 1237.86197 min
Updates 16480, num timesteps 4944300, FPS 66, mean/median reward 155.8/143.0, min/max reward 62.0/298.0, entropy 0.70309, value loss 4.68565, policy loss -0.10180, distill_loss -169.56168, time 1238.61578 min
Updates 16490, num timesteps 4947300, FPS 66, mean/median reward 158.5/146.0, min/max reward 62.0/298.0, entropy 0.56525, value loss 9.18157, policy loss -0.00040, distill_loss -184.22073, time 1239.36916 min
Updates 16500, num timesteps 4950300, FPS 66, mean/median reward 161.7/146.0, min/max reward 62.0/298.0, entropy 0.86971, value loss 25.72636, policy loss 0.09224, distill_loss -145.26564, time 1240.11524 min
Updates 16510, num timesteps 4953300, FPS 66, mean/median reward 149.9/138.0, min/max reward 62.0/298.0, entropy 0.75904, value loss 8.14203, policy loss 0.31712, distill_loss -171.22983, time 1240.87327 min
Updates 16520, num timesteps 4956300, FPS 66, mean/median reward 134.2/136.0, min/max reward 43.0/276.0, entropy 0.73058, value loss 8.78904, policy loss -0.01706, distill_loss -176.67987, time 1241.62634 min
Updates 16530, num timesteps 4959300, FPS 66, mean/median reward 134.0/129.0, min/max reward 43.0/276.0, entropy 0.54729, value loss 238.39961, policy loss 3.34670, distill_loss -181.61688, time 1242.39599 min
Updates 16540, num timesteps 4962300, FPS 66, mean/median reward 136.2/129.0, min/max reward 43.0/276.0, entropy 0.57005, value loss 3.58446, policy loss -0.28892, distill_loss -204.79622, time 1243.17898 min
Updates 16550, num timesteps 4965300, FPS 66, mean/median reward 136.0/129.0, min/max reward 43.0/276.0, entropy 0.72239, value loss 4.93638, policy loss -0.10071, distill_loss -148.93829, time 1243.92477 min
Updates 16560, num timesteps 4968300, FPS 66, mean/median reward 136.7/128.0, min/max reward 43.0/278.0, entropy 0.60480, value loss 47.72342, policy loss 1.03105, distill_loss -186.19615, time 1244.67883 min
Updates 16570, num timesteps 4971300, FPS 66, mean/median reward 138.1/128.0, min/max reward 43.0/278.0, entropy 0.61030, value loss 3.79233, policy loss -0.78735, distill_loss -166.97203, time 1245.45599 min
Updates 16580, num timesteps 4974300, FPS 66, mean/median reward 138.3/128.0, min/max reward 43.0/278.0, entropy 0.54366, value loss 6.02061, policy loss 0.23387, distill_loss -189.21477, time 1246.18566 min
Updates 16590, num timesteps 4977300, FPS 66, mean/median reward 135.9/123.0, min/max reward 43.0/278.0, entropy 0.52451, value loss 4.07567, policy loss -0.05053, distill_loss -198.81841, time 1246.91845 min
Updates 16600, num timesteps 4980300, FPS 66, mean/median reward 138.6/127.0, min/max reward 43.0/278.0, entropy 0.64147, value loss 12.19292, policy loss 0.02530, distill_loss -162.83092, time 1247.65506 min
Updates 16610, num timesteps 4983300, FPS 66, mean/median reward 140.9/129.0, min/max reward 43.0/278.0, entropy 0.51306, value loss 4.06984, policy loss -0.47378, distill_loss -202.77055, time 1248.43428 min
Updates 16620, num timesteps 4986300, FPS 66, mean/median reward 137.8/127.0, min/max reward 43.0/278.0, entropy 0.67968, value loss 6.94223, policy loss -0.00092, distill_loss -163.26701, time 1249.19423 min
Updates 16630, num timesteps 4989300, FPS 66, mean/median reward 133.4/125.0, min/max reward 43.0/278.0, entropy 0.72208, value loss 7.75834, policy loss 0.32274, distill_loss -165.94305, time 1249.97575 min
Updates 16640, num timesteps 4992300, FPS 66, mean/median reward 141.2/133.0, min/max reward 62.0/278.0, entropy 0.79314, value loss 12.98994, policy loss 0.48360, distill_loss -169.98842, time 1250.73754 min
Updates 16650, num timesteps 4995300, FPS 66, mean/median reward 139.9/133.0, min/max reward 62.0/253.0, entropy 0.68075, value loss 49.64085, policy loss 0.69669, distill_loss -178.80878, time 1251.49590 min
Updates 16660, num timesteps 4998300, FPS 66, mean/median reward 137.8/131.0, min/max reward 62.0/253.0, entropy 0.58023, value loss 7.52001, policy loss -0.08802, distill_loss -184.16576, time 1252.23952 min
Updates 16670, num timesteps 5001300, FPS 66, mean/median reward 131.7/127.0, min/max reward 62.0/253.0, entropy 0.76129, value loss 3.93038, policy loss -0.13130, distill_loss -159.09605, time 1252.98708 min
Updates 16680, num timesteps 5004300, FPS 66, mean/median reward 137.3/125.0, min/max reward 63.0/262.0, entropy 0.71344, value loss 1.95555, policy loss 0.19271, distill_loss -171.04942, time 1253.73561 min
Updates 16690, num timesteps 5007300, FPS 66, mean/median reward 139.0/127.0, min/max reward 63.0/262.0, entropy 0.57811, value loss 5.00731, policy loss -0.16767, distill_loss -182.95125, time 1254.49142 min
Updates 16700, num timesteps 5010300, FPS 66, mean/median reward 145.4/127.0, min/max reward 86.0/292.0, entropy 0.81134, value loss 35.50099, policy loss 0.58398, distill_loss -181.73743, time 1255.21900 min
Updates 16710, num timesteps 5013300, FPS 66, mean/median reward 153.8/144.0, min/max reward 88.0/292.0, entropy 0.55860, value loss 8.92908, policy loss 0.22058, distill_loss -166.84122, time 1255.96414 min
Updates 16720, num timesteps 5016300, FPS 66, mean/median reward 151.2/140.0, min/max reward 88.0/292.0, entropy 0.59719, value loss 3.02661, policy loss 0.17900, distill_loss -173.43321, time 1256.74372 min
Updates 16730, num timesteps 5019300, FPS 66, mean/median reward 148.8/135.0, min/max reward 88.0/292.0, entropy 0.71283, value loss 15.56985, policy loss 0.13847, distill_loss -174.44162, time 1257.48675 min
Updates 16740, num timesteps 5022300, FPS 66, mean/median reward 148.8/135.0, min/max reward 88.0/292.0, entropy 0.48389, value loss 20.90161, policy loss 0.62303, distill_loss -197.49948, time 1258.23907 min
Updates 16750, num timesteps 5025300, FPS 66, mean/median reward 145.7/138.0, min/max reward 63.0/292.0, entropy 0.60536, value loss 5.87912, policy loss 0.18390, distill_loss -155.99977, time 1258.96561 min
Updates 16760, num timesteps 5028300, FPS 66, mean/median reward 139.5/138.0, min/max reward 59.0/292.0, entropy 0.56289, value loss 4.28497, policy loss 0.28107, distill_loss -158.26981, time 1259.72208 min
Updates 16770, num timesteps 5031300, FPS 66, mean/median reward 135.5/129.0, min/max reward 59.0/292.0, entropy 0.46613, value loss 6.41082, policy loss -0.14588, distill_loss -182.24409, time 1260.47990 min
Updates 16780, num timesteps 5034300, FPS 66, mean/median reward 134.8/129.0, min/max reward 59.0/292.0, entropy 0.54298, value loss 5.09098, policy loss 0.04127, distill_loss -153.57175, time 1261.22915 min
Updates 16790, num timesteps 5037300, FPS 66, mean/median reward 125.5/129.0, min/max reward 59.0/203.0, entropy 0.59267, value loss 33.81279, policy loss 1.45201, distill_loss -171.12575, time 1262.01339 min
Updates 16800, num timesteps 5040300, FPS 66, mean/median reward 125.6/119.0, min/max reward 59.0/292.0, entropy 0.42426, value loss 1.74273, policy loss 0.27424, distill_loss -193.48245, time 1262.80350 min
Updates 16810, num timesteps 5043300, FPS 66, mean/median reward 127.7/123.0, min/max reward 59.0/292.0, entropy 0.51727, value loss 10.62862, policy loss -0.44736, distill_loss -175.99889, time 1263.56945 min
Updates 16820, num timesteps 5046300, FPS 66, mean/median reward 128.4/123.0, min/max reward 59.0/292.0, entropy 0.57060, value loss 6.81065, policy loss 0.15704, distill_loss -161.42821, time 1264.35333 min
Updates 16830, num timesteps 5049300, FPS 66, mean/median reward 124.3/115.0, min/max reward 59.0/292.0, entropy 0.42825, value loss 3.82752, policy loss -0.07680, distill_loss -191.81912, time 1265.14026 min
