command line args: main.py --algo i2a --env MsPacmanNoFrameskip-v0 --num-processes 64 --port 5555 --log-dir /tmp/gym/MsPacman_sSSM --num-steps 10 --entropy-coef 0.01 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model sSSM
Updates 0, num timesteps 640, FPS 30, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00444, policy loss 0.01705, distill_loss 0.00080, time 0.34983 min
Updates 21310, num timesteps 13639040, FPS 73, mean/median reward 28.3/21.0, min/max reward 0.0/101.0, entropy 1.52512, value loss 0.29838, policy loss 0.03208, distill_loss -58.19469, time 3100.46742 min
Updates 21320, num timesteps 13645440, FPS 73, mean/median reward 28.7/21.0, min/max reward 1.0/101.0, entropy 1.73081, value loss 0.12511, policy loss -0.06519, distill_loss -33.99233, time 3101.62303 min
Updates 21330, num timesteps 13651840, FPS 73, mean/median reward 28.7/22.0, min/max reward 1.0/101.0, entropy 1.65342, value loss 0.12603, policy loss 0.01566, distill_loss -43.64050, time 3102.75997 min
Updates 21340, num timesteps 13658240, FPS 73, mean/median reward 26.4/21.0, min/max reward 1.0/93.0, entropy 1.81105, value loss 0.14513, policy loss 0.06057, distill_loss -21.93385, time 3103.92262 min
Updates 21350, num timesteps 13664640, FPS 73, mean/median reward 27.3/23.0, min/max reward 0.0/93.0, entropy 1.64200, value loss 0.20987, policy loss -0.12908, distill_loss -49.46267, time 3105.07455 min
Updates 21360, num timesteps 13671040, FPS 73, mean/median reward 26.8/22.0, min/max reward 0.0/78.0, entropy 1.77614, value loss 0.16972, policy loss 0.00194, distill_loss -36.39320, time 3106.21601 min
Updates 21370, num timesteps 13677440, FPS 73, mean/median reward 26.7/21.0, min/max reward 0.0/79.0, entropy 1.85404, value loss 0.12311, policy loss 0.07384, distill_loss -26.05502, time 3107.36942 min
Updates 21380, num timesteps 13683840, FPS 73, mean/median reward 28.3/20.0, min/max reward 0.0/90.0, entropy 1.74696, value loss 0.38169, policy loss 0.10662, distill_loss -40.66766, time 3108.50586 min
Updates 21390, num timesteps 13690240, FPS 73, mean/median reward 28.5/19.0, min/max reward 0.0/90.0, entropy 1.70793, value loss 0.13580, policy loss -0.10972, distill_loss -50.09025, time 3109.65121 min
Updates 21400, num timesteps 13696640, FPS 73, mean/median reward 29.7/20.0, min/max reward 0.0/90.0, entropy 1.72686, value loss 0.21696, policy loss 0.03376, distill_loss -36.52846, time 3110.77834 min
Updates 21410, num timesteps 13703040, FPS 73, mean/median reward 26.8/19.0, min/max reward 0.0/90.0, entropy 1.56743, value loss 0.19162, policy loss 0.04211, distill_loss -48.69610, time 3111.91792 min
Updates 21420, num timesteps 13709440, FPS 73, mean/median reward 27.9/19.0, min/max reward 0.0/90.0, entropy 1.61111, value loss 0.12806, policy loss -0.01868, distill_loss -46.10235, time 3113.07420 min
Updates 21430, num timesteps 13715840, FPS 73, mean/median reward 25.9/19.0, min/max reward 0.0/90.0, entropy 1.51839, value loss 0.44410, policy loss 0.03819, distill_loss -62.33453, time 3114.21541 min
Updates 21440, num timesteps 13722240, FPS 73, mean/median reward 26.3/19.0, min/max reward 0.0/106.0, entropy 1.69850, value loss 0.24393, policy loss -0.08292, distill_loss -45.13415, time 3115.34658 min
Updates 21450, num timesteps 13728640, FPS 73, mean/median reward 25.8/19.0, min/max reward 0.0/106.0, entropy 1.68114, value loss 0.40394, policy loss 0.17871, distill_loss -46.98510, time 3116.46801 min
Updates 21460, num timesteps 13735040, FPS 73, mean/median reward 25.0/19.0, min/max reward 0.0/106.0, entropy 1.62160, value loss 0.37144, policy loss -0.12853, distill_loss -58.51070, time 3117.58692 min
Updates 21470, num timesteps 13741440, FPS 73, mean/median reward 26.3/18.0, min/max reward 0.0/106.0, entropy 1.60934, value loss 0.11565, policy loss 0.00510, distill_loss -52.58165, time 3118.71433 min
Updates 21480, num timesteps 13747840, FPS 73, mean/median reward 24.8/15.0, min/max reward 0.0/106.0, entropy 1.61824, value loss 0.11268, policy loss -0.03347, distill_loss -50.71043, time 3119.87447 min
Updates 21490, num timesteps 13754240, FPS 73, mean/median reward 23.6/15.0, min/max reward 0.0/101.0, entropy 1.49198, value loss 0.38385, policy loss 0.03801, distill_loss -72.39585, time 3121.02488 min
Updates 21500, num timesteps 13760640, FPS 73, mean/median reward 24.1/16.0, min/max reward 0.0/101.0, entropy 0.53158, value loss 0.17738, policy loss -0.00995, distill_loss -661.63440, time 3122.18874 min
Updates 21510, num timesteps 13767040, FPS 73, mean/median reward 26.3/19.0, min/max reward 0.0/101.0, entropy 0.05978, value loss 0.09402, policy loss -0.00487, distill_loss -738.84778, time 3123.31102 min
Updates 21520, num timesteps 13773440, FPS 73, mean/median reward 26.3/18.0, min/max reward 0.0/101.0, entropy 0.15419, value loss 0.15342, policy loss -0.06798, distill_loss -584.11847, time 3124.47896 min
Updates 21530, num timesteps 13779840, FPS 73, mean/median reward 25.8/16.0, min/max reward 0.0/101.0, entropy 0.10339, value loss 0.12015, policy loss -0.04080, distill_loss -602.12030, time 3125.59716 min
Updates 21540, num timesteps 13786240, FPS 73, mean/median reward 27.2/18.0, min/max reward 0.0/96.0, entropy 1.75989, value loss 0.16034, policy loss 0.07416, distill_loss -38.45873, time 3126.71726 min
Updates 21550, num timesteps 13792640, FPS 73, mean/median reward 25.7/17.0, min/max reward 0.0/96.0, entropy 1.66836, value loss 0.13445, policy loss -0.11107, distill_loss -49.87525, time 3127.83367 min
Updates 21560, num timesteps 13799040, FPS 73, mean/median reward 24.3/16.0, min/max reward 0.0/96.0, entropy 1.69996, value loss 0.45962, policy loss 0.18055, distill_loss -41.75843, time 3128.96900 min
Updates 21570, num timesteps 13805440, FPS 73, mean/median reward 25.0/14.0, min/max reward 0.0/96.0, entropy 1.59756, value loss 0.17995, policy loss -0.01344, distill_loss -42.10451, time 3130.11952 min
Updates 21580, num timesteps 13811840, FPS 73, mean/median reward 21.6/12.0, min/max reward 0.0/70.0, entropy 1.67667, value loss 0.12213, policy loss -0.12191, distill_loss -44.38333, time 3131.24895 min
Updates 21590, num timesteps 13818240, FPS 73, mean/median reward 20.6/13.0, min/max reward 0.0/60.0, entropy 1.61979, value loss 0.11601, policy loss -0.12527, distill_loss -46.30927, time 3132.37646 min
Updates 21600, num timesteps 13824640, FPS 73, mean/median reward 19.9/14.0, min/max reward 0.0/60.0, entropy 1.45729, value loss 0.17629, policy loss -0.05852, distill_loss -66.25703, time 3133.52055 min
Updates 21610, num timesteps 13831040, FPS 73, mean/median reward 19.5/13.0, min/max reward 0.0/60.0, entropy 1.64709, value loss 0.14258, policy loss 0.08764, distill_loss -49.75151, time 3134.65392 min
Updates 21620, num timesteps 13837440, FPS 73, mean/median reward 18.8/15.0, min/max reward 0.0/60.0, entropy 1.64658, value loss 0.15359, policy loss -0.02512, distill_loss -52.02182, time 3135.78070 min
Updates 21630, num timesteps 13843840, FPS 73, mean/median reward 19.1/15.0, min/max reward 0.0/74.0, entropy 1.69985, value loss 0.15991, policy loss 0.03573, distill_loss -44.95319, time 3136.94423 min
Updates 21640, num timesteps 13850240, FPS 73, mean/median reward 20.1/16.0, min/max reward 0.0/74.0, entropy 1.58683, value loss 0.67427, policy loss 0.14998, distill_loss -55.16262, time 3138.08238 min
Updates 21650, num timesteps 13856640, FPS 73, mean/median reward 20.1/16.0, min/max reward 0.0/74.0, entropy 1.67388, value loss 0.12265, policy loss -0.05375, distill_loss -49.10499, time 3139.22482 min
Updates 21660, num timesteps 13863040, FPS 73, mean/median reward 19.5/15.0, min/max reward 0.0/60.0, entropy 1.62122, value loss 0.15892, policy loss 0.01745, distill_loss -55.07380, time 3140.38158 min
Updates 21670, num timesteps 13869440, FPS 73, mean/median reward 21.7/16.0, min/max reward 0.0/72.0, entropy 1.74367, value loss 0.10463, policy loss 0.04179, distill_loss -39.07177, time 3141.53196 min
Updates 21680, num timesteps 13875840, FPS 73, mean/median reward 21.4/16.0, min/max reward 0.0/72.0, entropy 1.63284, value loss 0.23770, policy loss -0.17339, distill_loss -60.55701, time 3142.70059 min
Updates 21690, num timesteps 13882240, FPS 73, mean/median reward 23.0/18.0, min/max reward 0.0/82.0, entropy 1.72900, value loss 0.08774, policy loss -0.02166, distill_loss -47.53586, time 3143.80294 min
Updates 21700, num timesteps 13888640, FPS 73, mean/median reward 25.7/20.0, min/max reward 0.0/82.0, entropy 1.73343, value loss 0.18232, policy loss -0.00667, distill_loss -41.50529, time 3144.93935 min
Updates 21710, num timesteps 13895040, FPS 73, mean/median reward 28.1/21.0, min/max reward 0.0/82.0, entropy 1.69739, value loss 0.38791, policy loss 0.00230, distill_loss -50.16912, time 3146.06850 min
Updates 21720, num timesteps 13901440, FPS 73, mean/median reward 26.4/20.0, min/max reward 0.0/82.0, entropy 1.70950, value loss 0.13422, policy loss -0.01858, distill_loss -43.49871, time 3147.22038 min
Updates 21730, num timesteps 13907840, FPS 73, mean/median reward 26.7/20.0, min/max reward 0.0/82.0, entropy 1.51228, value loss 0.17451, policy loss -0.12581, distill_loss -62.87275, time 3148.35012 min
Updates 21740, num timesteps 13914240, FPS 73, mean/median reward 28.5/21.0, min/max reward 0.0/85.0, entropy 1.72300, value loss 0.16221, policy loss 0.00403, distill_loss -56.82122, time 3149.49784 min
Updates 21750, num timesteps 13920640, FPS 73, mean/median reward 29.0/21.0, min/max reward 0.0/85.0, entropy 1.82670, value loss 0.07521, policy loss 0.00974, distill_loss -38.08421, time 3150.65099 min
Updates 21760, num timesteps 13927040, FPS 73, mean/median reward 27.6/20.0, min/max reward 0.0/85.0, entropy 1.77404, value loss 0.26118, policy loss 0.01866, distill_loss -43.52753, time 3151.79267 min
Updates 21770, num timesteps 13933440, FPS 73, mean/median reward 29.0/22.0, min/max reward 0.0/85.0, entropy 1.69578, value loss 0.62723, policy loss 0.20061, distill_loss -44.80958, time 3152.91281 min
Updates 21780, num timesteps 13939840, FPS 73, mean/median reward 28.5/22.0, min/max reward 0.0/83.0, entropy 1.76894, value loss 0.12069, policy loss -0.09486, distill_loss -43.39326, time 3154.10716 min
Updates 21790, num timesteps 13946240, FPS 73, mean/median reward 29.0/23.0, min/max reward 0.0/83.0, entropy 1.78637, value loss 0.18949, policy loss -0.00819, distill_loss -35.62428, time 3155.23665 min
Updates 21800, num timesteps 13952640, FPS 73, mean/median reward 27.4/21.0, min/max reward 0.0/83.0, entropy 1.90940, value loss 0.14465, policy loss 0.06912, distill_loss -27.86635, time 3156.37555 min
Updates 21810, num timesteps 13959040, FPS 73, mean/median reward 31.6/25.0, min/max reward 0.0/83.0, entropy 1.72939, value loss 0.13561, policy loss -0.17707, distill_loss -44.09863, time 3157.51875 min
Updates 21820, num timesteps 13965440, FPS 73, mean/median reward 30.9/24.0, min/max reward 0.0/83.0, entropy 1.94827, value loss 0.09937, policy loss -0.00190, distill_loss -26.92362, time 3158.64796 min
Updates 21830, num timesteps 13971840, FPS 73, mean/median reward 33.4/27.0, min/max reward 0.0/86.0, entropy 1.94828, value loss 0.11683, policy loss -0.00181, distill_loss -21.59962, time 3159.81027 min
Updates 21840, num timesteps 13978240, FPS 73, mean/median reward 32.5/25.0, min/max reward 0.0/86.0, entropy 1.77918, value loss 0.13390, policy loss -0.04044, distill_loss -37.50056, time 3160.93293 min
Updates 21850, num timesteps 13984640, FPS 73, mean/median reward 30.3/21.0, min/max reward 0.0/86.0, entropy 1.73969, value loss 0.13100, policy loss -0.08034, distill_loss -47.96018, time 3162.09210 min
Updates 21860, num timesteps 13991040, FPS 73, mean/median reward 29.7/24.0, min/max reward 0.0/86.0, entropy 1.68340, value loss 0.19710, policy loss -0.00484, distill_loss -54.97474, time 3163.23346 min
Updates 21870, num timesteps 13997440, FPS 73, mean/median reward 32.6/25.0, min/max reward 0.0/86.0, entropy 1.87131, value loss 0.06438, policy loss -0.04833, distill_loss -34.16371, time 3164.37094 min
Updates 21880, num timesteps 14003840, FPS 73, mean/median reward 31.6/24.0, min/max reward 0.0/86.0, entropy 1.75235, value loss 0.41946, policy loss 0.14563, distill_loss -51.32339, time 3165.50319 min
Updates 21890, num timesteps 14010240, FPS 73, mean/median reward 29.1/20.0, min/max reward 0.0/86.0, entropy 1.76014, value loss 0.09425, policy loss -0.02812, distill_loss -41.80015, time 3166.61546 min
Updates 21900, num timesteps 14016640, FPS 73, mean/median reward 28.9/19.0, min/max reward 0.0/88.0, entropy 1.82474, value loss 0.07645, policy loss -0.05007, distill_loss -34.42229, time 3167.74139 min
Updates 21910, num timesteps 14023040, FPS 73, mean/median reward 30.5/21.0, min/max reward 0.0/88.0, entropy 1.74139, value loss 0.15796, policy loss -0.19372, distill_loss -45.00298, time 3168.90595 min
Updates 21920, num timesteps 14029440, FPS 73, mean/median reward 29.3/19.0, min/max reward 0.0/88.0, entropy 1.67072, value loss 0.13101, policy loss -0.06825, distill_loss -58.11040, time 3170.05396 min
Updates 21930, num timesteps 14035840, FPS 73, mean/median reward 29.4/19.0, min/max reward 0.0/88.0, entropy 1.79334, value loss 0.07746, policy loss -0.02978, distill_loss -46.96012, time 3171.21741 min
Updates 21940, num timesteps 14042240, FPS 73, mean/median reward 26.9/17.0, min/max reward 0.0/81.0, entropy 1.70854, value loss 0.76023, policy loss 0.24029, distill_loss -50.19095, time 3172.38775 min
Updates 21950, num timesteps 14048640, FPS 73, mean/median reward 26.2/17.0, min/max reward 0.0/81.0, entropy 1.69529, value loss 0.16159, policy loss 0.03540, distill_loss -52.04949, time 3173.51585 min
Updates 21960, num timesteps 14055040, FPS 73, mean/median reward 26.1/18.0, min/max reward 0.0/97.0, entropy 1.78899, value loss 0.11372, policy loss 0.10683, distill_loss -34.92153, time 3174.62791 min
Updates 21970, num timesteps 14061440, FPS 73, mean/median reward 27.4/21.0, min/max reward 0.0/97.0, entropy 1.71110, value loss 0.15521, policy loss 0.00891, distill_loss -42.77015, time 3175.77593 min
Updates 21980, num timesteps 14067840, FPS 73, mean/median reward 26.7/18.0, min/max reward 0.0/97.0, entropy 1.68440, value loss 0.14476, policy loss -0.00320, distill_loss -45.29293, time 3176.91957 min
Updates 21990, num timesteps 14074240, FPS 73, mean/median reward 24.1/18.0, min/max reward 0.0/97.0, entropy 1.84674, value loss 0.24762, policy loss -0.07243, distill_loss -30.35116, time 3178.03660 min
Updates 22000, num timesteps 14080640, FPS 73, mean/median reward 25.4/18.0, min/max reward 0.0/98.0, entropy 1.88761, value loss 0.42155, policy loss 0.09609, distill_loss -34.28484, time 3179.18929 min
Updates 22010, num timesteps 14087040, FPS 73, mean/median reward 24.2/17.0, min/max reward 0.0/98.0, entropy 1.83191, value loss 0.14329, policy loss 0.01058, distill_loss -38.51864, time 3180.34616 min
Updates 22020, num timesteps 14093440, FPS 73, mean/median reward 22.6/15.0, min/max reward 0.0/98.0, entropy 1.80339, value loss 0.29113, policy loss 0.08046, distill_loss -42.56886, time 3181.46479 min
Updates 22030, num timesteps 14099840, FPS 73, mean/median reward 24.7/17.0, min/max reward 0.0/106.0, entropy 1.76779, value loss 0.34628, policy loss 0.00149, distill_loss -47.37100, time 3182.58500 min
Updates 22040, num timesteps 14106240, FPS 73, mean/median reward 25.0/18.0, min/max reward 0.0/106.0, entropy 1.72302, value loss 0.23593, policy loss 0.04241, distill_loss -43.93803, time 3183.69649 min
Updates 22050, num timesteps 14112640, FPS 73, mean/median reward 25.5/18.0, min/max reward 0.0/106.0, entropy 1.72585, value loss 0.47845, policy loss 0.01509, distill_loss -47.81561, time 3184.83449 min
Updates 22060, num timesteps 14119040, FPS 73, mean/median reward 27.9/21.0, min/max reward 0.0/106.0, entropy 1.69984, value loss 0.10560, policy loss 0.01807, distill_loss -40.26791, time 3185.98249 min
Updates 22070, num timesteps 14125440, FPS 73, mean/median reward 26.5/18.0, min/max reward 0.0/106.0, entropy 1.66779, value loss 0.44453, policy loss 0.17021, distill_loss -37.79160, time 3187.12523 min
Updates 22080, num timesteps 14131840, FPS 73, mean/median reward 24.5/18.0, min/max reward 0.0/106.0, entropy 1.89311, value loss 0.08868, policy loss 0.03413, distill_loss -29.27899, time 3188.26551 min
Updates 22090, num timesteps 14138240, FPS 73, mean/median reward 27.3/19.0, min/max reward 0.0/108.0, entropy 1.90728, value loss 0.10659, policy loss 0.02208, distill_loss -27.40623, time 3189.37804 min
Updates 22100, num timesteps 14144640, FPS 73, mean/median reward 27.5/18.0, min/max reward 0.0/108.0, entropy 1.87006, value loss 0.15134, policy loss -0.12987, distill_loss -36.28179, time 3190.52499 min
Updates 22110, num timesteps 14151040, FPS 73, mean/median reward 27.5/19.0, min/max reward 0.0/108.0, entropy 1.82839, value loss 0.20657, policy loss -0.02533, distill_loss -33.04033, time 3191.68021 min
Updates 22120, num timesteps 14157440, FPS 73, mean/median reward 27.1/18.0, min/max reward 0.0/106.0, entropy 1.58344, value loss 0.13979, policy loss -0.10290, distill_loss -95.41445, time 3192.80423 min
Updates 22130, num timesteps 14163840, FPS 73, mean/median reward 28.9/18.0, min/max reward 0.0/106.0, entropy 1.72286, value loss 0.14837, policy loss -0.23730, distill_loss -50.11241, time 3193.92926 min
Updates 22140, num timesteps 14170240, FPS 73, mean/median reward 26.6/18.0, min/max reward 0.0/96.0, entropy 1.81424, value loss 0.14367, policy loss -0.00099, distill_loss -36.20860, time 3195.08011 min
Updates 22150, num timesteps 14176640, FPS 73, mean/median reward 27.7/18.0, min/max reward 0.0/96.0, entropy 1.83369, value loss 0.23590, policy loss 0.18457, distill_loss -31.59323, time 3196.21491 min
Updates 22160, num timesteps 14183040, FPS 73, mean/median reward 25.9/18.0, min/max reward 0.0/91.0, entropy 1.76208, value loss 0.36546, policy loss -0.01916, distill_loss -37.67307, time 3197.34401 min
Updates 22170, num timesteps 14189440, FPS 73, mean/median reward 25.0/17.0, min/max reward 0.0/91.0, entropy 1.61864, value loss 0.08458, policy loss -0.01146, distill_loss -55.29188, time 3198.51611 min
Updates 22180, num timesteps 14195840, FPS 73, mean/median reward 26.4/19.0, min/max reward 0.0/91.0, entropy 1.68353, value loss 0.13071, policy loss -0.04310, distill_loss -48.21262, time 3199.66157 min
Updates 22190, num timesteps 14202240, FPS 73, mean/median reward 23.9/16.0, min/max reward 0.0/91.0, entropy 1.74960, value loss 0.45663, policy loss 0.20169, distill_loss -47.31283, time 3200.84078 min
Updates 22200, num timesteps 14208640, FPS 73, mean/median reward 24.4/16.0, min/max reward 0.0/91.0, entropy 1.45365, value loss 0.17542, policy loss 0.08048, distill_loss -72.05550, time 3201.96975 min
Updates 22210, num timesteps 14215040, FPS 73, mean/median reward 24.2/13.0, min/max reward 0.0/108.0, entropy 1.51590, value loss 0.10074, policy loss -0.03616, distill_loss -63.62559, time 3203.12749 min
Updates 22220, num timesteps 14221440, FPS 73, mean/median reward 25.1/14.0, min/max reward 0.0/108.0, entropy 1.51561, value loss 0.18232, policy loss -0.13724, distill_loss -77.92958, time 3204.25379 min
Updates 22230, num timesteps 14227840, FPS 73, mean/median reward 24.3/14.0, min/max reward 0.0/85.0, entropy 1.58942, value loss 0.09000, policy loss -0.05581, distill_loss -58.23528, time 3205.39921 min
Updates 22240, num timesteps 14234240, FPS 73, mean/median reward 22.3/13.0, min/max reward 0.0/84.0, entropy 1.54447, value loss 0.47929, policy loss 0.04845, distill_loss -60.30457, time 3206.51706 min
Updates 22250, num timesteps 14240640, FPS 73, mean/median reward 23.2/13.0, min/max reward 0.0/84.0, entropy 1.66019, value loss 0.13885, policy loss 0.03191, distill_loss -60.57481, time 3207.63689 min
Updates 22260, num timesteps 14247040, FPS 74, mean/median reward 23.8/13.0, min/max reward 0.0/84.0, entropy 1.70316, value loss 0.09391, policy loss -0.01514, distill_loss -47.37069, time 3208.78616 min
Updates 22270, num timesteps 14253440, FPS 74, mean/median reward 28.3/18.0, min/max reward 0.0/98.0, entropy 1.67032, value loss 0.22676, policy loss 0.08428, distill_loss -61.85155, time 3209.92819 min
Updates 22280, num timesteps 14259840, FPS 74, mean/median reward 28.6/20.0, min/max reward 0.0/98.0, entropy 1.64570, value loss 0.17234, policy loss -0.06876, distill_loss -60.06482, time 3211.04832 min
Updates 22290, num timesteps 14266240, FPS 74, mean/median reward 30.3/20.0, min/max reward 0.0/98.0, entropy 1.70589, value loss 0.13837, policy loss 0.01538, distill_loss -53.43616, time 3212.18462 min
Updates 22300, num timesteps 14272640, FPS 74, mean/median reward 33.7/27.0, min/max reward 1.0/98.0, entropy 1.73089, value loss 0.16952, policy loss 0.00203, distill_loss -44.64390, time 3213.33861 min
Updates 22310, num timesteps 14279040, FPS 74, mean/median reward 31.0/24.0, min/max reward 1.0/94.0, entropy 1.76288, value loss 0.22177, policy loss -0.05118, distill_loss -36.97047, time 3214.48083 min
Updates 22320, num timesteps 14285440, FPS 74, mean/median reward 27.2/18.0, min/max reward 1.0/94.0, entropy 1.78990, value loss 0.13261, policy loss -0.05437, distill_loss -38.50896, time 3215.63050 min
Updates 22330, num timesteps 14291840, FPS 74, mean/median reward 27.9/18.0, min/max reward 1.0/94.0, entropy 1.81194, value loss 0.09385, policy loss 0.00537, distill_loss -38.29287, time 3216.76429 min
Updates 22340, num timesteps 14298240, FPS 74, mean/median reward 29.4/21.0, min/max reward 1.0/106.0, entropy 1.69366, value loss 0.17990, policy loss 0.02834, distill_loss -74.96629, time 3217.89934 min
Updates 22350, num timesteps 14304640, FPS 74, mean/median reward 28.0/18.0, min/max reward 0.0/106.0, entropy 1.84074, value loss 0.11922, policy loss 0.02891, distill_loss -38.57841, time 3219.05094 min
Updates 22360, num timesteps 14311040, FPS 74, mean/median reward 30.1/22.0, min/max reward 0.0/121.0, entropy 1.77694, value loss 0.13289, policy loss 0.05369, distill_loss -44.13746, time 3220.18130 min
Updates 22370, num timesteps 14317440, FPS 74, mean/median reward 29.1/21.0, min/max reward 0.0/121.0, entropy 1.71060, value loss 0.29905, policy loss 0.15571, distill_loss -53.57546, time 3221.33330 min
Updates 22380, num timesteps 14323840, FPS 74, mean/median reward 27.8/18.0, min/max reward 0.0/121.0, entropy 1.77950, value loss 0.13169, policy loss 0.06702, distill_loss -46.81395, time 3222.48484 min
Updates 22390, num timesteps 14330240, FPS 74, mean/median reward 31.4/22.0, min/max reward 0.0/121.0, entropy 1.77075, value loss 0.17662, policy loss -0.13395, distill_loss -47.11100, time 3223.60760 min
Updates 22400, num timesteps 14336640, FPS 74, mean/median reward 30.6/21.0, min/max reward 0.0/121.0, entropy 1.74314, value loss 0.53976, policy loss 0.05872, distill_loss -53.86494, time 3224.77616 min
Updates 22410, num timesteps 14343040, FPS 74, mean/median reward 29.0/21.0, min/max reward 0.0/113.0, entropy 1.40394, value loss 0.16877, policy loss -0.05562, distill_loss -150.54507, time 3225.93027 min
Updates 22420, num timesteps 14349440, FPS 74, mean/median reward 28.5/21.0, min/max reward 0.0/113.0, entropy 1.65287, value loss 0.09234, policy loss -0.03333, distill_loss -55.58585, time 3227.05269 min
Updates 22430, num timesteps 14355840, FPS 74, mean/median reward 29.4/22.0, min/max reward 0.0/113.0, entropy 1.67225, value loss 0.21645, policy loss -0.05833, distill_loss -46.82748, time 3228.17330 min
Updates 22440, num timesteps 14362240, FPS 74, mean/median reward 29.5/21.0, min/max reward 0.0/113.0, entropy 1.74021, value loss 0.11957, policy loss -0.15242, distill_loss -44.75260, time 3229.32454 min
Updates 22450, num timesteps 14368640, FPS 74, mean/median reward 30.9/22.0, min/max reward 0.0/113.0, entropy 1.76088, value loss 0.20975, policy loss -0.09511, distill_loss -36.92219, time 3230.50381 min
Updates 22460, num timesteps 14375040, FPS 74, mean/median reward 31.2/23.0, min/max reward 0.0/113.0, entropy 1.77427, value loss 0.30808, policy loss -0.06316, distill_loss -45.84198, time 3231.66613 min
Updates 22470, num timesteps 14381440, FPS 74, mean/median reward 33.0/28.0, min/max reward 0.0/105.0, entropy 1.87721, value loss 0.17921, policy loss 0.12958, distill_loss -32.48490, time 3232.80884 min
Updates 22480, num timesteps 14387840, FPS 74, mean/median reward 32.3/28.0, min/max reward 0.0/105.0, entropy 1.76557, value loss 0.13624, policy loss 0.03769, distill_loss -50.10929, time 3233.96255 min
Updates 22490, num timesteps 14394240, FPS 74, mean/median reward 34.7/32.0, min/max reward 0.0/105.0, entropy 1.82745, value loss 0.13137, policy loss -0.12031, distill_loss -44.72121, time 3235.09066 min
Updates 22500, num timesteps 14400640, FPS 74, mean/median reward 31.1/27.0, min/max reward 0.0/105.0, entropy 1.82241, value loss 0.14733, policy loss -0.04059, distill_loss -42.22009, time 3236.27572 min
Updates 22510, num timesteps 14407040, FPS 74, mean/median reward 31.5/27.0, min/max reward 0.0/105.0, entropy 1.60882, value loss 0.22036, policy loss 0.02185, distill_loss -59.33538, time 3237.39976 min
Updates 22520, num timesteps 14413440, FPS 74, mean/median reward 30.0/22.0, min/max reward 0.0/105.0, entropy 1.84849, value loss 0.22958, policy loss 0.08488, distill_loss -31.14045, time 3238.54541 min
Updates 22530, num timesteps 14419840, FPS 74, mean/median reward 29.0/21.0, min/max reward 0.0/105.0, entropy 1.78389, value loss 0.28352, policy loss 0.07849, distill_loss -39.71846, time 3239.67980 min
Updates 22540, num timesteps 14426240, FPS 74, mean/median reward 27.4/20.0, min/max reward 0.0/105.0, entropy 1.81621, value loss 0.15875, policy loss -0.01448, distill_loss -34.05741, time 3240.83404 min
Updates 22550, num timesteps 14432640, FPS 74, mean/median reward 27.8/20.0, min/max reward 0.0/105.0, entropy 1.76316, value loss 0.16939, policy loss -0.07559, distill_loss -41.89532, time 3241.99416 min
Updates 22560, num timesteps 14439040, FPS 74, mean/median reward 27.8/22.0, min/max reward 0.0/105.0, entropy 1.79242, value loss 0.12730, policy loss 0.05677, distill_loss -45.05916, time 3243.17074 min
Updates 22570, num timesteps 14445440, FPS 74, mean/median reward 30.2/24.0, min/max reward 0.0/112.0, entropy 1.81002, value loss 0.15940, policy loss -0.04574, distill_loss -40.05474, time 3244.29686 min
Updates 22580, num timesteps 14451840, FPS 74, mean/median reward 31.2/26.0, min/max reward 0.0/112.0, entropy 1.74277, value loss 0.28492, policy loss -0.09603, distill_loss -51.29791, time 3245.44206 min
Updates 22590, num timesteps 14458240, FPS 74, mean/median reward 30.7/26.0, min/max reward 0.0/112.0, entropy 1.73581, value loss 0.23273, policy loss 0.03981, distill_loss -47.95260, time 3246.57903 min
Updates 22600, num timesteps 14464640, FPS 74, mean/median reward 30.2/23.0, min/max reward 0.0/112.0, entropy 1.66985, value loss 0.24353, policy loss -0.05978, distill_loss -64.02584, time 3247.76146 min
Updates 22610, num timesteps 14471040, FPS 74, mean/median reward 28.6/22.0, min/max reward 0.0/112.0, entropy 1.77891, value loss 0.23611, policy loss -0.11762, distill_loss -40.36416, time 3248.93089 min
Updates 22620, num timesteps 14477440, FPS 74, mean/median reward 29.4/23.0, min/max reward 0.0/112.0, entropy 1.84148, value loss 0.19513, policy loss 0.07686, distill_loss -38.09969, time 3250.07073 min
Updates 22630, num timesteps 14483840, FPS 74, mean/median reward 29.3/23.0, min/max reward 0.0/112.0, entropy 1.38801, value loss 0.14735, policy loss -0.07161, distill_loss -138.26469, time 3251.20312 min
Updates 22640, num timesteps 14490240, FPS 74, mean/median reward 26.8/22.0, min/max reward 0.0/112.0, entropy 1.68301, value loss 0.09375, policy loss 0.02958, distill_loss -48.00104, time 3252.37558 min
Updates 22650, num timesteps 14496640, FPS 74, mean/median reward 27.0/22.0, min/max reward 0.0/112.0, entropy 1.74241, value loss 0.10963, policy loss 0.02811, distill_loss -45.71127, time 3253.50749 min
Updates 22660, num timesteps 14503040, FPS 74, mean/median reward 28.7/23.0, min/max reward 0.0/112.0, entropy 1.79160, value loss 0.10419, policy loss -0.02963, distill_loss -47.89095, time 3254.63190 min
